816.0,2.94,0.52,10.51,566.52,3.0
816.5,2.96,-0.53,10.93,566.57,3.0
862.5,2.15,41.31,37.99,340.19,3.0
863.0,2.13,42.02,45.14,286.38,3.0
863.5,2.07,45.2,48.54,260.01,3.0
864.0,1.93,52.44,48.75,253.97,3.0
864.5,1.74,61.86,46.79,256.3,3.0
865.0,1.59,69.91,44.72,259.95,3.0
865.5,1.49,74.96,44.03,263.1,3.0
866.0,1.45,77.2,45.53,264.73,3.0
866.5,1.43,77.75,47.63,265.2,3.0
867.0,1.44,77.26,48.38,267.29,3.0
867.5,1.47,75.88,47.72,272.22,3.0
868.0,1.52,73.23,47.35,277.86,3.0
868.5,1.6,69.32,48.19,279.38,3.0
869.0,1.69,64.67,50.0,274.85,3.0
869.5,1.78,60.19,51.5,265.87,3.0
870.0,1.84,56.78,51.66,254.73,3.0
2405.5,1.85,56.46,68.28,269.99,1.0
2406.0,1.81,58.3,68.39,268.1,1.0
2406.5,1.77,60.71,67.42,262.89,1.0
2407.0,1.73,62.32,65.45,260.67,1.0
2407.5,1.73,62.39,62.99,264.77,1.0
2408.0,1.75,61.33,60.81,272.76,1.0
2408.5,1.78,60.16,59.59,277.8,1.0
2409.0,1.79,59.79,60.94,278.17,1.0
2409.5,1.78,60.11,64.83,279.18,1.0
2410.0,1.77,60.46,70.6,286.36,1.0
2410.5,1.78,60.11,75.11,297.7,1.0
2411.0,1.8,58.8,76.52,305.08,1.0
2411.5,1.86,55.99,75.42,303.73,1.0
2412.0,1.95,51.12,74.08,296.39,1.0
2412.5,2.1,43.74,74.71,288.05,1.0
2413.0,2.28,34.51,76.74,281.71,1.0
2413.5,2.46,25.33,78.96,277.82,1.0
2414.0,2.59,18.28,80.8,276.8,1.0
2414.5,2.69,13.42,83.82,277.5,1.0
2415.0,2.77,9.39,88.06,276.97,1.0
2415.5,2.83,6.27,91.78,274.23,1.0
2416.0,2.86,4.63,91.34,273.61,1.0
2416.5,2.87,4.27,86.38,281.6,1.0
2417.0,2.88,3.91,77.5,303.78,1.0
2417.5,2.91,2.32,65.4,343.26,1.0
2418.0,2.96,-0.41,49.89,397.89,1.0
2418.5,3.0,-2.52,33.21,458.46,1.0
2419.0,2.99,-2.28,19.72,509.9,1.0
2419.5,2.95,0.05,12.22,543.22,1.0
2420.0,2.9,2.64,9.74,559.37,1.0
2431.5,2.93,0.93,9.15,739.74,1.0
2432.0,2.96,-0.3,9.2,738.54,1.0
2469.5,1.91,53.53,68.05,238.82,1.0
2470.0,1.93,52.38,68.33,244.33,1.0
2470.5,1.94,51.57,68.25,257.65,1.0
2471.0,1.96,50.77,68.44,273.5,1.0
2471.5,1.97,50.23,69.57,286.8,1.0
2472.0,1.96,50.94,71.99,296.79,1.0
2472.5,1.92,52.82,74.1,304.98,1.0
2473.0,1.9,53.85,74.27,311.58,1.0
2473.5,1.94,52.06,72.26,318.17,1.0
2474.0,2.03,47.24,69.56,325.39,1.0
2474.5,2.15,40.93,67.5,333.16,1.0
2475.0,2.27,35.11,66.26,339.19,1.0
2475.5,2.35,31.08,65.55,344.23,1.0
2476.0,2.4,28.22,64.93,349.1,1.0
2476.5,2.45,25.69,64.2,353.41,1.0
2477.0,2.5,23.04,63.48,353.2,1.0
2477.5,2.55,20.49,62.51,345.43,1.0
2478.0,2.58,18.81,60.92,334.0,1.0
2478.5,2.6,18.1,57.43,331.72,1.0
2479.0,2.61,17.27,50.89,354.17,1.0
2479.5,2.65,15.62,41.88,406.31,1.0
2889.5,2.31,32.86,19.81,471.9,0.0
2890.0,2.4,28.16,18.95,443.4,0.0
2890.5,2.53,21.87,18.22,422.8,0.0
2891.0,2.63,16.44,17.3,407.12,0.0
2891.5,2.68,14.15,16.09,398.56,0.0
2892.0,2.65,15.49,14.98,397.95,0.0
2892.5,2.58,19.05,14.45,401.01,0.0
2893.0,2.51,22.42,14.99,401.45,0.0
2893.5,2.49,23.64,16.4,399.39,0.0
2894.0,2.51,22.57,17.46,401.91,0.0
2894.5,2.56,20.16,17.32,415.22,0.0
2895.0,2.6,17.74,15.81,437.81,0.0
2895.5,2.62,16.73,14.61,464.31,0.0
2896.0,2.59,18.33,14.59,488.8,0.0
2896.5,2.51,22.46,15.87,504.23,0.0
2897.0,2.43,26.57,17.08,503.91,0.0
2897.5,2.41,27.9,17.69,487.27,0.0
2898.0,2.45,25.43,17.76,464.67,0.0
2898.5,2.57,19.47,17.3,449.22,0.0
2899.0,2.72,11.94,16.39,448.47,0.0
2899.5,2.84,5.96,15.35,463.36,0.0
2900.0,2.89,3.33,14.82,490.36,0.0
2900.5,2.89,2.94,14.73,520.66,0.0
2901.0,2.89,3.25,14.55,539.68,0.0
2901.5,2.88,3.47,14.09,540.14,0.0
2902.0,2.89,3.22,13.84,534.45,0.0
2902.5,2.9,2.56,13.82,546.06,0.0
2903.0,2.91,2.34,14.06,584.52,0.0
2903.5,2.89,3.4,14.08,633.69,0.0
2904.0,2.84,5.65,13.98,669.99,0.0
2904.5,2.8,7.75,13.57,684.64,0.0
2905.0,2.79,8.36,13.08,686.32,0.0
2905.5,2.81,7.29,12.96,689.96,0.0
2906.0,2.84,5.63,13.33,705.46,0.0
2906.5,2.87,4.43,13.83,734.51,0.0
2907.0,2.87,4.16,14.06,765.17,0.0
2907.5,2.86,4.96,14.12,775.68,0.0
