DEPTH,DENSITY,DENPOR,GAMMA,NEUTRON,INDEX
m,g/m3,%,API,API,Rock types
3273,2.8,7.91,5.75,738.42,Basalt
3273.5,2.86,4.63,5.13,747.14,Basalt
3274,2.88,3.36,5.05,747.54,Basalt
3274.5,2.88,3.59,5.4,738.43,Basalt
3275,2.87,4.06,5.7,713.81,Basalt
3275.5,2.87,4.25,5.69,673.38,Basalt
3276,2.87,4.32,5.46,634.87,Basalt
3276.5,2.86,4.68,5.45,630.86,Basalt
3277,2.85,5.32,5.71,679.95,Basalt
3277.5,2.85,5.43,6.06,764.67,Basalt
3278,2.86,4.56,6.35,838.48,Basalt
3278.5,2.89,3.3,6.49,863.66,Basalt
3279,2.89,3.35,6.51,840.75,Basalt
3279.5,2.84,5.86,6.29,801.88,Basalt
3280,2.74,10.68,5.82,776.91,Basalt
3280.5,2.63,16.26,5.28,774.15,Basalt
3281,2.54,21.02,5.03,784.85,Basalt
3281.5,2.48,24.26,5.19,799.39,Basalt
3282,2.44,25.86,5.61,808.5,Basalt
3282.5,2.44,26.05,6.02,802.18,Basalt
3283,2.46,24.85,6.34,775.28,Basalt
3283.5,2.51,22.68,6.62,734.59,Basalt
3284,2.55,20.61,6.65,692.33,Basalt
3284.5,2.55,20.57,6.47,652.32,Basalt
3285,2.49,23.62,6.06,607.52,Basalt
3285.5,2.41,27.87,5.77,557.96,Basalt
3286,2.35,30.6,5.76,515.92,Basalt
3286.5,2.35,30.89,5.96,496.19,Basalt
3287,2.38,29.54,6.11,499.82,Basalt
3287.5,2.41,27.81,6,517.09,Basalt
3288,2.43,26.59,5.71,535.73,Basalt
3288.5,2.44,26.2,5.56,544.19,Basalt
3290.5,2.5,23.23,6.82,440.45,Basalt
3291,2.55,20.46,7.45,437.29,Basalt
3291.5,2.59,18.59,7.94,445.11,Basalt
3292,2.61,17.64,8.33,452.42,Basalt
3292.5,2.61,17.44,8.46,456.4,Basalt
3293,2.6,18.03,8.27,463.66,Basalt
3293.5,2.55,20.38,7.86,477.36,Basalt
3294,2.44,26.24,7.46,494.07,Basalt
3294.5,2.26,35.64,7.21,511.27,Basalt
3295,2.08,44.59,6.86,527.55,Basalt
3296.5,2.11,43.27,6.26,551.51,Basalt
3297,2.3,33.24,6.62,555.11,Basalt
3297.5,2.54,21.15,6.7,560.22,Basalt
3298,2.73,11.42,6.39,559.08,Basalt
3298.5,2.82,6.73,6.22,538.73,Basalt
3299,2.83,6,7.31,491.4,Basalt
3299.5,2.82,6.73,10.18,428.91,Basalt
3300,2.81,7.49,13.56,382.18,Basalt
3302.5,2.78,8.84,5.21,663.21,Basalt
3303,2.77,8.99,4.55,704.14,Basalt
3303.5,2.76,9.59,4.94,714.54,Basalt
3304,2.74,10.78,5.78,706.17,Basalt
3304.5,2.71,12.29,6.45,695.12,Basalt
3305,2.68,13.69,6.5,691.99,Basalt
3305.5,2.66,14.92,6.08,700.75,Basalt
3306,2.64,15.79,5.53,717.25,Basalt
3306.5,2.63,16.44,5.25,734.69,Basalt
3307,2.62,16.98,5.1,747.82,Basalt
3307.5,2.61,17.55,5.05,754.16,Basalt
3308,2.6,17.73,5.06,749.34,Basalt
3308.5,2.62,16.98,5.24,728.06,Basalt
3309,2.65,15.52,5.47,689.67,Basalt
3309.5,2.68,14.07,5.46,645.32,Basalt
3310,2.7,12.96,5.23,612.03,Basalt
3310.5,2.72,11.91,4.96,598.07,Basalt
3311,2.74,10.49,5.09,599.13,Basalt
3311.5,2.79,8.37,5.64,604.13,Basalt
3312,2.84,5.66,6.15,608.52,Basalt
3312.5,2.89,2.96,6.22,612.59,Basalt
3313,2.92,1.56,5.85,618.48,Basalt
3313.5,2.92,1.66,5.65,626.06,Basalt
3314,2.9,2.46,5.84,633.71,Basalt
3314.5,2.9,2.69,6.1,641.24,Basalt
3315,2.91,2.02,5.97,647.12,Basalt
3315.5,2.93,0.95,5.57,651.08,Basalt
3316,2.94,0.34,5.38,651.71,Basalt
3316.5,2.94,0.63,5.58,652.44,Basalt
3317,2.92,1.5,5.78,655.71,Basalt
3317.5,2.9,2.75,5.69,664.86,Basalt
3318,2.87,3.96,5.27,677.87,Basalt
3318.5,2.86,4.6,4.95,693.43,Basalt
3319,2.86,4.51,4.91,710.39,Basalt
3319.5,2.86,4.52,5.27,727.19,Basalt
3320,2.85,5.2,5.85,739.8,Basalt
3320.5,2.83,6.21,6.36,743.32,Basalt
3321,2.82,6.44,6.62,740.47,Basalt
3321.5,2.83,6.32,6.43,736.64,Basalt
3322,2.81,7.02,6.15,736.38,Basalt
3322.5,2.78,8.92,5.84,739.56,Basalt
3323,2.75,10.52,5.69,748.17,Basalt
3323.5,2.75,10.47,5.41,763.09,Basalt
3324,2.78,8.91,5.17,784.08,Basalt
3324.5,2.81,7.11,5.05,809.58,Basalt
3325,2.83,6.05,5.14,838.29,Basalt
3325.5,2.84,5.7,5.35,866.08,Basalt
3326,2.84,5.51,5.61,886.68,Basalt
3326.5,2.85,5.05,5.99,895.78,Basalt
3327,2.87,4.35,6.25,894.32,Basalt
3327.5,2.88,3.76,6.31,886.31,Basalt
3328,2.88,3.62,6.08,875.82,Basalt
3328.5,2.88,3.68,5.71,863.55,Basalt
3329,2.89,3.18,5.43,849.06,Basalt
3329.5,2.91,1.93,5.31,837.64,Basalt
3330,2.94,0.75,5.56,836.17,Basalt
3330.5,2.94,0.4,6.03,845.69,Basalt
3331,2.94,0.67,6.46,855.23,Basalt
3331.5,2.93,0.79,6.58,857.08,Basalt
3332,2.95,0.13,6.4,853.1,Basalt
3339,2.93,0.91,7.83,946.38,Basalt
3339.5,2.93,1.18,7.72,945.64,Basalt
3340,2.94,0.59,7.71,946.31,Basalt
3340.5,2.95,0.29,7.52,952.39,Basalt
3341,2.92,1.34,7.24,959.93,Basalt
3341.5,2.86,4.46,6.83,960.71,Basalt
3342,2.79,8.27,6.5,952.54,Basalt
3342.5,2.73,11.19,6.04,941.15,Basalt
3343,2.7,12.83,5.46,932.54,Basalt
3343.5,2.68,13.78,4.88,931.56,Basalt
3344,2.66,14.78,4.73,936.8,Basalt
3344.5,2.64,15.86,5.16,941.65,Basalt
3345,2.63,16.41,5.89,937,Basalt
3345.5,2.64,16.07,6.47,913.59,Basalt
3346,2.65,15.26,6.75,869.18,Basalt
3346.5,2.66,14.71,6.93,805.58,Basalt
3347,2.67,14.46,7.35,736,Basalt
3347.5,2.69,13.57,8.03,675.57,Basalt
3348,2.72,11.96,8.59,636.59,Basalt
3348.5,2.75,10.39,8.67,620.05,Basalt
3349,2.75,10.08,8.3,620.77,Basalt
3349.5,2.74,10.49,8.01,631.59,Basalt
3350,2.75,10.15,8.09,646.03,Basalt
3350.5,2.79,8.18,8.46,661.17,Basalt
3351,2.85,5.09,8.69,678.31,Basalt
3351.5,2.9,2.44,8.47,702.71,Basalt
3352,2.93,1.05,7.84,737.7,Basalt
3352.5,2.94,0.39,7.17,777.8,Basalt
3357.5,2.95,0.07,4.67,966.68,Basalt
3358,2.93,0.86,4.84,975.97,Basalt
3358.5,2.92,1.36,5.24,977.31,Basalt
3359,2.91,1.93,5.49,980.23,Basalt
3359.5,2.89,2.94,5.66,990.56,Basalt
3360,2.86,4.59,5.63,1003.92,Basalt
3360.5,2.83,5.97,5.52,1011.06,Basalt
3361,2.82,6.42,5.23,1010.86,Basalt
3361.5,2.83,6.02,4.78,1010.34,Basalt
3362,2.85,4.93,4.49,1014.11,Basalt
3362.5,2.88,3.38,4.45,1020.68,Basalt
3363,2.92,1.85,4.88,1024.95,Basalt
3363.5,2.93,1.08,5.48,1024.82,Basalt
3364,2.92,1.35,5.85,1022.93,Basalt
3364.5,2.92,1.78,5.76,1023.48,Basalt
3365,2.91,2.26,5.37,1027.09,Basalt
3365.5,2.88,3.36,5.42,1028.52,Basalt
3366,2.84,5.78,5.88,1022.63,Basalt
3366.5,2.78,8.4,6.47,1012.78,Basalt
3367,2.76,9.52,6.68,1004.86,Basalt
3367.5,2.78,8.87,6.57,1001.54,Basalt
3368,2.81,7.03,6.3,998.11,Basalt
3368.5,2.85,5.01,5.97,988.64,Basalt
3369,2.88,3.52,5.72,974.54,Basalt
3369.5,2.88,3.78,5.49,959.82,Basalt
3370,2.82,6.92,5.15,949.23,Basalt
3370.5,2.71,12.5,4.59,942.04,Basalt
3371,2.58,19.03,4,935.02,Basalt
3371.5,2.45,25.68,3.72,926.6,Basalt
3372,2.32,32.09,3.95,916.81,Basalt
3372.5,2.21,37.76,4.5,905.92,Basalt
3373,2.13,41.99,4.99,890.08,Basalt
3373.5,2.08,44.52,5.35,864.02,Basalt
3375.5,2.29,33.57,24.55,583.64,Basalt
3376,2.42,26.86,39.16,509.63,Basalt
3376.5,2.53,21.59,55.56,454.08,Basalt
3377,2.58,19.03,68.06,412.98,Basalt
3377.5,2.59,18.63,72.29,383.03,Conglomerate
3378,2.57,19.31,68.04,366.14,Conglomerate
3378.5,2.54,20.92,58.26,367.45,Conglomerate
3379,2.48,23.81,45.7,392.34,Conglomerate
3379.5,2.41,27.74,33.08,442.7,Conglomerate
3380,2.32,32.34,22.98,508.12,Conglomerate
3380.5,2.23,36.75,16.93,569.56,Conglomerate
3381,2.17,40.2,14.38,611.39,Conglomerate
3381.5,2.13,42.02,13.38,632.56,Conglomerate
3382,2.12,42.5,13.29,638.1,Conglomerate
3382.5,2.13,42.27,14.56,631.17,Conglomerate
3383,2.13,42.07,18.94,610.84,Conglomerate
3383.5,2.13,42.13,27.17,576.79,Conglomerate
3384,2.13,42.44,38.37,531.84,Conglomerate
3384.5,2.12,42.69,49.32,482.15,Conglomerate
3385,2.14,41.84,57.12,437.07,Conglomerate
3385.5,2.18,39.31,60.18,405.05,Conglomerate
3386,2.27,35.03,59.74,388.56,Conglomerate
3386.5,2.36,30.01,57.51,384.32,Conglomerate
3387,2.46,25.44,55.51,385.77,Conglomerate
3387.5,2.52,22.24,54.42,387.16,Conglomerate
3388,2.56,19.85,54.02,383.73,Conglomerate
3388.5,2.61,17.28,54.11,374.05,Conglomerate
3389,2.68,14.04,53.75,362.28,Conglomerate
3389.5,2.74,10.75,52.14,356.76,Conglomerate
3391.5,2.82,6.57,23.67,452.58,Conglomerate
3392,2.86,4.57,17.5,484.99,Conglomerate
3392.5,2.92,1.46,13.22,516.07,Conglomerate
3396.5,2.95,0.21,7.97,712.3,Basalt
3397,2.93,1.06,8.15,724.51,Basalt
3397.5,2.91,1.89,8.25,733.67,Basalt
3398,2.91,2.12,8.36,735.56,Basalt
3398.5,2.93,1.3,8.06,732.96,Basalt
3408,2.94,0.36,8.4,1098.93,Basalt
3408.5,2.89,3.11,8.17,1155.79,Basalt
3409,2.88,3.82,8.2,1186.91,Basalt
3409.5,2.89,3.16,8.06,1199,Basalt
3410,2.91,1.92,7.49,1201.97,Basalt
3410.5,2.93,0.96,6.64,1190.73,Basalt
3411,2.92,1.4,5.85,1149.29,Basalt
3411.5,2.86,4.29,5.27,1075.19,Basalt
3412,2.77,8.93,4.98,988.7,Basalt
3412.5,2.69,13.19,5.05,916.7,Basalt
3413,2.64,15.78,5.69,872.84,Basalt
3413.5,2.62,16.92,6.52,855.02,Basalt
3414,2.61,17.33,7,851.42,Basalt
3414.5,2.61,17.27,6.73,849.68,Basalt
3415,2.63,16.49,6.34,841.05,Basalt
3415.5,2.66,14.81,6.21,821.97,Basalt
3416,2.7,12.8,6.39,790.7,Basalt
3416.5,2.74,10.97,6.31,744.75,Basalt
3417,2.76,9.59,6.13,688.41,Basalt
3417.5,2.79,8.14,6.16,634.21,Basalt
3418,2.82,6.53,6.5,595.3,Basalt
3418.5,2.85,4.98,6.72,576.64,Basalt
3419,2.87,4.07,6.59,577.98,Basalt
3419.5,2.87,3.89,6.38,597.8,Basalt
3420,2.87,4.04,6.57,630.49,Basalt
3420.5,2.87,4.09,7.15,662.32,Basalt
3421,2.88,3.75,7.78,684.8,Basalt
3421.5,2.89,3.18,8.22,700.96,Basalt
3422,2.9,2.51,8.36,721.16,Basalt
3422.5,2.92,1.76,8.24,748.04,Basalt
3423,2.93,1.04,7.69,774.47,Basalt
3423.5,2.94,0.59,6.82,794.92,Basalt
3424,2.94,0.35,5.96,809.98,Basalt
3426.5,2.93,0.79,9.32,825.72,Basalt
3427,2.92,1.34,9.54,823.54,Basalt
3427.5,2.94,0.6,9.33,829.05,Basalt
3431.5,2.95,0.14,12.63,853.25,Basalt
3432,2.93,1.1,12.98,855.16,Basalt
3432.5,2.92,1.72,12.42,857.84,Basalt
3433,2.91,2.04,11.31,858.28,Basalt
3433.5,2.9,2.72,10.11,856.02,Basalt
3434,2.87,4.1,9.12,856.37,Basalt
3434.5,2.84,5.76,8.14,862.29,Basalt
3435,2.82,6.75,7.45,873.33,Basalt
3435.5,2.83,6.44,7.31,882.8,Basalt
3436,2.85,5.04,7.65,888.98,Basalt
3436.5,2.88,3.44,7.93,895.06,Basalt
3437,2.9,2.44,7.82,905.43,Basalt
3437.5,2.89,2.73,7.44,920.05,Basalt
3438,2.87,4.09,7.21,931.2,Basalt
3438.5,2.83,5.8,7.29,933.56,Basalt
3439,2.82,6.65,7.65,924.87,Basalt
3439.5,2.83,5.97,8.1,913.41,Basalt
3440,2.87,4.14,8.45,907.22,Basalt
3440.5,2.91,2.42,8.56,905.43,Basalt
3441,2.92,1.75,8.38,900.63,Basalt
3441.5,2.91,1.95,8.33,888.64,Basalt
3442,2.91,2.03,8.49,877.24,Basalt
3442.5,2.92,1.58,8.55,872.95,Basalt
3443,2.94,0.56,8.27,875.53,Basalt
3445.5,2.95,0.12,8.74,870.32,Basalt
3446,2.9,2.54,8.52,863.23,Basalt
3446.5,2.89,2.92,8.37,851.75,Basalt
3447,2.92,1.5,8.12,842.54,Basalt
3448.5,2.95,0.07,7.66,845.03,Basalt
3449,2.92,1.3,7.68,838.67,Basalt
3449.5,2.91,1.92,7.49,832.99,Basalt
3450,2.91,1.87,7.25,832.88,Basalt
3450.5,2.92,1.53,7.08,834.98,Basalt
3451,2.92,1.51,6.99,833.3,Basalt
3451.5,2.91,1.84,6.9,828.43,Basalt
3452,2.9,2.64,6.98,823.94,Basalt
3452.5,2.86,4.47,7.57,823.84,Basalt
3453,2.8,7.96,8.78,830.18,Basalt
3453.5,2.71,12.29,10.08,842.01,Basalt
3454,2.65,15.56,11.14,853.47,Basalt
3454.5,2.63,16.4,11.55,857.85,Basalt
3455,2.66,14.84,11.3,854.91,Basalt
3455.5,2.7,12.56,10.47,851.22,Basalt
3456,2.73,11.14,9.48,848.84,Basalt
3456.5,2.74,10.93,9.05,842,Basalt
3457,2.74,10.58,10.03,820.82,Basalt
3457.5,2.76,9.54,12.85,777.28,Basalt
3458,2.8,7.68,17.07,712.72,Basalt
3458.5,2.85,5.25,21.01,640.06,Basalt
3459,2.91,2.32,23,582.53,Basalt
3461,2.94,0.43,13.55,579.37,Basalt
3461.5,2.89,3.17,12.97,578.23,Basalt
3462,2.81,7.15,13.7,579.34,Basalt
3462.5,2.72,11.86,14.15,591.86,Basalt
3463,2.63,16.27,12.94,616.3,Basalt
3463.5,2.56,19.82,11.05,642.61,Basalt
3464,2.5,22.79,9.85,665.02,Basalt
3464.5,2.45,25.53,9.9,680.7,Basalt
3465,2.41,27.89,10.38,689.44,Basalt
3465.5,2.38,29.36,10.66,686.7,Basalt
3466,2.36,30.38,11.01,668.62,Basalt
3466.5,2.31,32.88,12.22,632.89,Basalt
3467,2.21,38.16,15.21,583.06,Basalt
3467.5,2.09,44.31,19.47,531.54,Basalt
3468,2.02,47.84,23.32,493.28,Basalt
3468.5,2.03,47.27,24.82,472.4,Basalt
3469,2.11,43.05,23.99,461.87,Basalt
3469.5,2.23,37.02,22.27,454.86,Basalt
3470,2.33,31.84,20.79,451.78,Basalt
3470.5,2.39,28.71,19.99,452.65,Basalt
3471,2.45,25.67,19.85,453.76,Basalt
3471.5,2.54,20.78,20.41,450.2,Basalt
3472,2.67,14.44,21.3,441.63,Basalt
3472.5,2.78,9.05,22.11,434.65,Basalt
3473,2.83,6.48,22.66,439.28,Basalt
3473.5,2.81,7.02,23.3,458.56,Basalt
3474,2.76,9.47,23.55,483.59,Basalt
3475.5,2.65,15.33,20.8,529.39,Basalt
3476,2.65,15.25,18.26,563.51,Basalt
3476.5,2.68,14.03,15.64,611.61,Basalt
3477,2.73,11.56,13.61,656.28,Basalt
3477.5,2.79,8.36,12.68,680.68,Basalt
3478,2.84,5.8,13.05,675.78,Basalt
3478.5,2.86,4.76,14.24,649,Basalt
3479,2.86,4.68,15.43,617.27,Basalt
3479.5,2.85,4.89,15.83,596.11,Basalt
3480,2.84,5.84,15.08,592.39,Basalt
3480.5,2.78,8.55,13.55,603.89,Basalt
3481,2.71,12.28,11.87,627.86,Basalt
3481.5,2.65,15.29,10.79,660.37,Basalt
3482,2.63,16.24,10.21,694.68,Basalt
3482.5,2.65,15.15,9.93,722.86,Basalt
3483,2.69,13.04,9.44,739.04,Basalt
3483.5,2.73,10.96,8.8,740.71,Basalt
3484,2.76,9.67,8.11,724.93,Basalt
3484.5,2.78,8.79,7.94,690.74,Basalt
3485,2.8,7.66,8.71,647,Basalt
3485.5,2.83,5.95,10.48,606.39,Basalt
3486,2.87,4.34,12.53,578.77,Basalt
3486.5,2.88,3.66,14.01,564.13,Basalt
3487,2.86,4.5,14.31,561.93,Basalt
3487.5,2.82,6.56,13.45,571.76,Basalt
3488,2.78,8.91,11.81,591.48,Basalt
3488.5,2.74,10.77,10.21,618.13,Basalt
3489,2.72,11.94,9.34,654.6,Basalt
3489.5,2.7,12.76,9.64,704.99,Basalt
3490,2.69,13.39,10.78,762.82,Basalt
3490.5,2.68,13.58,12.22,803.75,Basalt
3491,2.7,12.93,13.74,803.84,Basalt
3491.5,2.73,11.06,15.15,759.36,Basalt
3492,2.79,8.05,16.35,691.66,Basalt
3492.5,2.87,4.3,16.87,629.82,Basalt
3493,2.93,0.96,16.67,592.43,Basalt
3494,2.93,1.21,16.08,585.42,Basalt
3494.5,2.83,5.97,16.26,596.49,Basalt
3495,2.7,12.64,16.33,613.12,Basalt
3495.5,2.58,19.16,15.99,640.2,Basalt
3496,2.48,23.83,15,682.88,Basalt
3496.5,2.45,25.71,13.62,743.47,Basalt
3497,2.47,24.8,12.7,818.33,Basalt
3497.5,2.51,22.29,12.61,889.12,Basalt
3498,2.55,20.23,13.22,920.89,Basalt
3498.5,2.56,20.12,13.8,887.89,Basalt
3499,2.53,21.38,14.56,796.86,Basalt
3499.5,2.51,22.71,16.09,684.91,Basalt
3500,2.49,23.8,18.63,589.94,Basalt
3500.5,2.47,24.74,20.89,529.23,Basalt
3501,2.46,25.1,21.41,504.9,Basalt
3501.5,2.48,24.31,20.12,506.13,Basalt
3502,2.51,22.34,18.62,520.34,Basalt
3502.5,2.56,19.95,18.26,536.19,Basalt
3503,2.59,18.12,19.58,547.46,Basalt
3503.5,2.61,17.3,22.32,548.83,Basalt
3504,2.62,17.24,25.65,535.61,Basalt
3504.5,2.61,17.72,28.09,514.06,Basalt
3505,2.59,18.58,28.17,499.84,Basalt
3505.5,2.56,19.83,25.97,505.59,Basalt
3506,2.54,20.88,22.71,531.6,Basalt
3506.5,2.53,21.29,19.46,565.49,Basalt
3507,2.54,20.94,16.61,593.08,Basalt
3507.5,2.55,20.42,14.1,605.49,Basalt
3508,2.55,20.43,12.11,603.35,Basalt
3508.5,2.53,21.19,10.67,592.95,Basalt
3509,2.52,21.87,9.78,582.2,Basalt
3509.5,2.53,21.66,9.61,578.03,Basalt
3510,2.55,20.4,10.18,582.22,Basalt
3510.5,2.58,18.78,11.16,587.49,Basalt
3511,2.62,17.02,11.92,583.94,Basalt
3511.5,2.66,14.67,12.21,570.26,Basalt
3512,2.72,11.7,12.25,554.19,Basalt
3512.5,2.77,9.42,12.27,543.15,Basalt
3513,2.77,9.38,12.26,540.74,Basalt
3513.5,2.72,11.7,12.34,548.02,Basalt
3514,2.67,14.49,12.48,563.64,Basalt
3514.5,2.63,16.39,12.89,581.19,Basalt
3515,2.62,17.09,13.31,596.88,Basalt
3515.5,2.62,16.75,13.6,613.87,Basalt
3516,2.64,15.86,13.48,638.61,Basalt
3516.5,2.66,15.13,12.64,668.16,Basalt
3517,2.64,15.85,11.63,688.71,Basalt
3517.5,2.61,17.73,10.92,683.67,Basalt
3518,2.57,19.37,11.08,648.31,Basalt
3518.5,2.56,19.99,11.88,598.04,Basalt
3519,2.56,19.84,13.22,559.13,Basalt
3519.5,2.58,19.02,14.9,549.89,Basalt
3520,2.62,16.7,16.68,565.9,Basalt
3520.5,2.69,13.09,18.06,586.63,Basalt
3521,2.76,9.95,18.81,594.36,Basalt
3521.5,2.77,9.4,19.15,587.35,Basalt
3522,2.72,11.76,19.5,577.55,Basalt
3522.5,2.65,15.45,19.78,576.62,Basalt
3523,2.58,19.17,19.62,585.79,Basalt
3523.5,2.53,21.78,18.77,602.84,Basalt
3524,2.51,22.62,17.61,626.27,Basalt
3524.5,2.53,21.66,16.36,655.83,Basalt
3525,2.57,19.46,15.27,683.81,Basalt
3525.5,2.62,16.77,14.82,698.64,Basalt
3526,2.68,13.89,15.51,690.87,Basalt
3526.5,2.73,11.08,17.67,659.46,Basalt
3527,2.78,8.53,20.56,614.59,Basalt
3527.5,2.82,6.65,23.07,573.71,Basalt
3528,2.85,4.99,23.83,549.69,Basalt
3528.5,2.88,3.3,22.71,539.96,Basalt
3529,2.92,1.69,20.6,535.48,Basalt
3529.5,2.93,0.85,19.17,533.22,Basalt
3530,2.93,0.89,18.72,540.66,Basalt
3530.5,2.93,1.03,18.62,562.77,Basalt
3531,2.93,1.18,17.91,595.63,Basalt
3531.5,2.92,1.63,16.76,630.56,Basalt
3532,2.88,3.39,15.84,662.77,Basalt
3532.5,2.82,6.58,15.23,692.54,Basalt
3533,2.74,10.67,14.65,722.64,Basalt
3533.5,2.68,14.21,13.77,754.94,Basalt
3534,2.63,16.15,12.79,790.44,Basalt
3534.5,2.63,16.41,11.98,823.78,Basalt
3535,2.64,15.89,11.4,842.23,Basalt
3535.5,2.64,15.75,11.08,834.39,Basalt
3536,2.64,15.96,10.98,800.27,Basalt
3536.5,2.65,15.41,11.19,752.74,Basalt
3537,2.7,12.91,11.63,702.81,Basalt
3537.5,2.78,8.77,12.03,657.12,Basalt
3538,2.86,4.68,12.24,618.92,Basalt
3538.5,2.9,2.35,12.24,592.1,Basalt
3539,2.9,2.77,12.41,577.33,Basalt
3539.5,2.83,5.98,12.7,571.47,Basalt
3540,2.73,11.44,12.88,570.74,Basalt
3540.5,2.62,17.05,12.41,574.41,Basalt
3541,2.55,20.59,11.53,583.34,Basalt
3541.5,2.53,21.4,10.73,601.39,Basalt
3542,2.55,20.51,10.45,632.21,Basalt
3542.5,2.57,19.73,10.45,672.49,Basalt
3543,2.57,19.68,10.24,704.62,Basalt
3543.5,2.57,19.54,9.71,706.18,Basalt
3544,2.58,18.69,9.43,670.43,Basalt
3544.5,2.61,17.43,10.17,614.36,Basalt
3545,2.64,16.17,11.83,561.82,Basalt
3545.5,2.67,14.22,13.34,527.81,Basalt
3546,2.74,10.86,13.75,515.87,Basalt
3546.5,2.82,6.92,13.13,521.91,Basalt
3547,2.87,4.32,12.27,536.87,Basalt
3547.5,2.86,4.42,11.77,552.22,Basalt
3548,2.84,5.73,11.52,565.36,Basalt
3548.5,2.82,6.6,11.21,579.17,Basalt
3549,2.82,6.31,10.41,595.97,Basalt
3549.5,2.84,5.43,9.48,616.15,Basalt
3550,2.87,4.28,8.75,640.07,Basalt
3550.5,2.89,3.1,8.72,664.41,Basalt
3551,2.92,1.56,9.15,683.6,Basalt
3555,2.89,3.03,9.76,704.43,Basalt
3555.5,2.84,5.51,9.82,712.11,Basalt
3556,2.83,6.23,10.31,729.37,Basalt
3556.5,2.84,5.51,11.33,751.61,Basalt
3557,2.87,4.02,12.75,770.8,Basalt
3557.5,2.9,2.43,14.58,781.6,Basalt
3558,2.93,0.96,16.21,784.05,Basalt
3558.5,2.94,0.68,16.96,781.75,Basalt
3559,2.91,2.01,16.43,782,Basalt
3559.5,2.86,4.69,15.65,790.91,Basalt
3560,2.81,7.3,15.57,808.17,Basalt
3560.5,2.77,9.12,15.86,825.69,Basalt
3561,2.75,10.13,15.65,834.83,Basalt
3561.5,2.75,10.2,14.52,833.84,Basalt
3562,2.77,9.39,13.08,824.81,Basalt
3562.5,2.79,8.15,11.65,810.19,Basalt
3563,2.82,6.9,10.58,791.3,Basalt
3563.5,2.84,5.74,10.05,772.85,Basalt
3564,2.87,4.31,10.24,760.65,Basalt
3564.5,2.89,3.3,11.22,753.86,Basalt
3565,2.88,3.48,12.34,749.18,Basalt
3565.5,2.86,4.75,13.06,745.54,Basalt
3566,2.84,5.34,12.81,747.14,Basalt
3566.5,2.87,4.24,12.3,753.21,Basalt
3567,2.91,1.97,12.46,760.41,Basalt
3567.5,2.95,0.11,13.55,765.91,Basalt
3568.5,2.93,0.77,15.52,779.78,Basalt
3569,2.91,2.07,15.32,783.87,Basalt
3569.5,2.89,2.81,14.72,781.37,Basalt
3570,2.89,2.91,14.27,770.1,Basalt
3570.5,2.89,2.99,14.17,747.1,Basalt
3571,2.89,3.07,14.05,717.42,Basalt
3571.5,2.9,2.46,13.68,698.7,Basalt
3572,2.94,0.44,13.36,706.6,Basalt
3574,2.94,0.59,14.5,780.77,Basalt
3574.5,2.91,1.93,13.95,790.8,Basalt
3575,2.9,2.54,13.83,799.57,Basalt
3575.5,2.89,3.3,14.05,805.99,Basalt
3576,2.86,4.72,14.27,811.75,Basalt
3576.5,2.82,6.46,14.1,820.16,Basalt
3577,2.8,7.41,13.54,828.39,Basalt
3577.5,2.81,7.12,12.67,831.3,Basalt
3578,2.83,6.01,11.64,825.23,Basalt
3578.5,2.85,5.07,10.7,811.09,Basalt
3579,2.86,4.76,10.15,794.38,Basalt
3579.5,2.86,4.72,10.08,784.38,Basalt
3580,2.86,4.75,10.52,788.17,Basalt
3580.5,2.85,5.1,11.46,805.16,Basalt
3581,2.83,5.88,12.6,826.03,Basalt
3581.5,2.82,6.7,13.46,842.91,Basalt
