621.0,2.77,9.44,5.22,368.19,0.0
621.5,2.72,12.0,6.06,395.59,0.0
622.0,2.65,15.36,7.0,431.44,0.0
622.5,2.6,17.98,7.26,467.11,0.0
623.0,2.59,18.53,6.79,498.5,0.0
623.5,2.62,17.17,6.09,525.09,0.0
624.0,2.64,15.77,5.71,544.57,0.0
624.5,2.65,15.64,5.84,555.68,0.0
625.0,2.63,16.61,6.0,560.36,0.0
625.5,2.61,17.34,5.98,563.67,0.0
626.0,2.62,16.84,5.75,567.63,0.0
626.5,2.66,14.84,5.85,571.52,0.0
627.0,2.72,11.78,6.44,572.68,0.0
627.5,2.79,8.32,7.26,564.93,0.0
628.0,2.85,5.28,7.79,540.45,0.0
630.5,2.96,-0.61,9.55,326.11,0.0
631.0,3.02,-3.84,7.96,343.45,0.0
631.5,3.09,-7.18,6.75,357.86,0.0
632.0,3.14,-9.74,6.54,362.98,0.0
632.5,3.16,-10.65,6.88,365.01,0.0
633.0,3.14,-9.61,7.3,371.86,0.0
633.5,3.08,-6.92,7.79,385.13,0.0
634.0,3.02,-3.84,8.54,405.99,0.0
634.5,2.98,-1.71,9.36,435.42,0.0
635.0,2.97,-0.91,9.85,472.6,0.0
635.5,2.97,-1.33,9.74,512.27,0.0
636.0,2.98,-1.78,9.11,548.64,0.0
636.5,2.98,-1.74,8.42,578.44,0.0
637.0,2.96,-0.48,7.89,599.96,0.0
637.5,2.92,1.68,7.43,613.73,0.0
638.0,2.85,4.98,6.89,625.48,0.0
638.5,2.78,8.55,6.37,643.9,0.0
639.0,2.73,11.44,6.08,675.77,0.0
639.5,2.7,12.94,6.03,720.0,0.0
640.0,2.7,12.73,6.02,767.31,0.0
640.5,2.73,11.24,5.9,802.68,0.0
641.0,2.76,9.52,5.64,813.77,0.0
641.5,2.77,9.12,5.74,796.97,0.0
642.0,2.74,10.7,6.38,760.61,0.0
642.5,2.69,13.1,7.52,719.43,0.0
643.0,2.65,15.3,8.53,687.04,0.0
643.5,2.62,16.69,9.05,667.32,0.0
644.0,2.61,17.2,9.08,653.03,0.0
644.5,2.63,16.3,8.94,630.39,0.0
645.0,2.68,14.02,9.16,586.74,0.0
645.5,2.74,10.81,9.95,520.43,0.0
646.0,2.81,7.36,10.86,446.67,0.0
646.5,2.87,3.83,11.0,392.39,0.0
647.0,2.93,0.76,9.98,374.93,0.0
647.5,2.97,-1.12,8.56,390.53,0.0
648.0,2.97,-1.23,7.94,416.19,0.0
648.5,2.95,-0.2,8.53,428.16,0.0
649.0,2.92,1.37,9.68,417.4,0.0
649.5,2.89,2.92,10.44,393.25,0.0
650.0,2.86,4.6,10.7,371.37,0.0
650.5,2.82,6.72,10.87,357.19,0.0
651.0,2.75,10.04,11.59,347.55,0.0
651.5,2.66,14.63,12.63,342.24,0.0
652.0,2.56,19.99,13.37,347.9,0.0
652.5,2.45,25.34,13.1,369.91,0.0
653.0,2.37,29.74,11.57,411.14,0.0
653.5,2.31,32.69,9.43,470.47,0.0
654.0,2.27,34.66,7.45,542.38,0.0
654.5,2.25,36.13,6.7,609.36,0.0
655.0,2.23,36.78,7.04,650.99,0.0
655.5,2.27,35.08,7.9,655.04,0.0
656.0,2.36,30.28,8.52,620.45,0.0
656.5,2.51,22.79,8.85,557.66,0.0
657.0,2.66,14.82,9.0,484.53,0.0
657.5,2.77,9.42,8.99,422.3,0.0
658.0,2.79,8.21,9.05,381.75,0.0
658.5,2.75,10.14,9.34,352.77,0.0
659.0,2.69,13.38,9.73,321.55,0.0
659.5,2.61,17.26,9.92,284.7,0.0
660.0,2.54,20.9,10.06,254.62,0.0
660.5,2.49,23.54,10.38,240.21,0.0
661.0,2.45,25.48,10.98,240.45,1.0
661.5,2.4,28.33,11.86,248.49,1.0
662.0,2.3,33.11,12.77,259.64,1.0
662.5,2.19,38.94,13.19,275.13,0.0
663.0,2.09,44.32,12.48,298.38,0.0
663.5,2.01,48.32,11.19,330.32,0.0
664.0,1.97,50.54,10.13,364.73,0.0
664.5,1.97,50.34,9.87,392.65,0.0
