Depth,GR, Temp,Pressure,Rd,Rs,Vp,Vs,INDEX
m,API,C,Mpa,Ohmm,Ohmm,m/s,m/s,Rock types
478.94,20.2588,14.2737,3.90215,142.411,160.964,3255.21,2011.8,Basalt
479.04,20.5777,14.274,3.90315,141.897,150.874,2757.35,2092.63,Basalt
479.14,20.0867,14.2744,3.90417,146.778,157.561,3472.22,2064.98,Basalt
479.24,18.6848,14.2749,3.90519,144.663,178.648,3145.97,2074.11,Basalt
479.34,16.6876,14.2753,3.90624,158.867,226.83,3396.74,2046.94,Basalt
479.44,14.7369,14.2757,3.90727,202.292,289.13,3063.73,2111.49,Basalt
479.54,13.4367,14.2759,3.90838,253.956,327.402,3255.21,2074.11,Basalt
479.64,13.0584,14.2761,3.90948,284.049,324.173,3662.11,2121.04,Basalt
479.74,13.4981,14.2763,3.91066,286.952,300.282,3324.47,2074.11,Basalt
479.84,14.343,14.2765,3.91175,277.132,281.631,3232.76,2102.02,Basalt
479.94,15.1293,14.2767,3.91286,263.075,268.964,4300.46,2074.11,Basalt
480.04,15.6101,14.277,3.91399,238.837,247.421,4380.84,2083.33,Basalt
480.14,15.7213,14.2773,3.91504,200.523,213.818,3145.97,2064.98,Basalt
480.24,15.5825,14.2776,3.91605,163.376,188.345,3125,2003.21,Basalt
480.34,15.5196,14.2779,3.91712,160.172,205.769,4550.97,2648.3,Basalt
480.44,15.8712,14.2781,3.91798,223.998,290.709,3690.94,2506.68,Basalt
480.54,16.6703,14.2784,3.91898,355.599,423.25,3145.97,2379.44,Basalt
480.64,17.7507,14.2786,3.91998,495.937,531.095,3810.98,2589.78,Basalt
480.74,18.9094,14.2788,3.92096,555.298,540.797,3780.24,2547.55,Basalt
480.84,19.911,14.279,3.92194,493.212,447.16,3810.98,2064.98,Basalt
480.94,20.6141,14.2792,3.92293,359.601,319.946,4148.23,2011.8,Basalt
481.04,21.0038,14.2794,3.92393,246.468,238.29,4783.16,2332.09,Basalt
481.14,21.0626,14.2796,3.92487,205.042,226.561,4464.29,2011.8,Basalt
481.24,20.7775,14.2798,3.92583,218.52,254.593,3605.77,1986.23,Basalt
481.34,20.1611,14.2799,3.9268,244.531,284.893,4673.55,2038.04,Basalt
481.44,19.3339,14.28,3.9278,263.984,306.662,4515.52,2083.33,Basalt
481.54,18.4674,14.28,3.92876,284.923,329.775,5087.97,2709.54,Basalt
481.64,17.8084,14.28,3.92979,315.261,359.767,5206.42,2547.55,Basalt
481.74,17.5415,14.28,3.93074,347.005,389.349,3750.24,2633.43,Basalt
481.84,17.6974,14.2801,3.9317,370.751,414.609,3778.77,2493.35,Basalt
481.94,18.1345,14.2802,3.93267,389.403,440.451,4206.15,2074.11,Basalt
482.04,18.6975,14.2804,3.93367,408.462,468.037,4961.57,2038.04,Basalt
482.14,19.3436,14.2806,3.93462,424.893,490.525,5181.76,2140.41,Basalt
482.24,20.0251,14.2808,3.93558,431.698,502.05,4230.53,2367.42,Basalt
482.34,20.6586,14.2809,3.93654,431.456,509.409,5580.36,2190.42,Basalt
482.44,21.0624,14.2809,3.93751,441.736,532.441,4590.4,2648.3,Basalt
482.54,20.9845,14.2808,3.93853,482.742,587.723,3769.99,2648.3,Basalt
482.64,20.3069,14.2806,3.93949,555.6,667.994,4206.15,2604.17,Basalt
482.74,19.2368,14.2805,3.94048,629.811,737.313,4595.59,2618.71,Basalt
482.84,18.2272,14.2803,3.94146,662.069,757.255,4908.51,2678.57,Basalt
482.94,17.7406,14.2802,3.94242,640.73,728.054,4961.57,2741.23,Basalt
483.04,17.9836,14.2801,3.94342,604.091,693.223,4857.64,2757.35,Basalt
483.14,18.7599,14.28,3.94438,599.088,691.711,4857.64,2790.18,Basalt
483.24,19.6346,14.28,3.94538,628.438,716.594,4934.76,2790.18,Basalt
483.34,20.2717,14.28,3.94637,655.946,733.688,4882.81,2773.67,Basalt
483.44,20.5322,14.2801,3.94733,658.59,730.425,4665.22,2725.29,Basalt
483.54,20.411,14.2802,3.9483,654.424,730.146,4857.64,2773.67,Basalt
483.64,19.9397,14.2803,3.94932,672.682,754.28,4832.99,2757.35,Basalt
483.74,19.163,14.2804,3.95027,709.171,787.389,4785.16,2709.54,Basalt
483.84,18.1041,14.2804,3.95123,729.918,796.2,4689.38,2693.97,Basalt
483.94,16.9226,14.2803,3.9522,717.131,774.161,4618.34,2633.43,Basalt
484.04,15.9168,14.2801,3.95318,693.055,750.352,4739.2,2648.3,Basalt
484.14,15.3942,14.2799,3.95419,692.286,754.416,5124.33,2741.23,Basalt
484.24,15.515,14.2797,3.95509,721.254,784.634,4908.51,2741.23,Basalt
484.34,16.1096,14.2795,3.95606,755.799,815.663,4714.03,2741.23,Basalt
484.44,16.7959,14.2795,3.95703,773.126,828.162,4882.81,2741.23,Basalt
484.54,17.3156,14.2796,3.95797,770.772,820.575,4665.22,2618.71,Basalt
484.64,17.6129,14.2797,3.95897,755.815,799.688,5237.59,2678.57,Basalt
484.74,17.8198,14.2798,3.95991,733.597,773.308,4934.76,2790.18,Basalt
484.84,18.0301,14.2798,3.9609,711.707,750.763,4537.56,2741.23,Basalt
484.94,18.2549,14.2797,3.96188,695.445,734.862,4689.38,2709.54,Basalt
485.04,18.3792,14.2795,3.96288,680.935,718.955,4934.76,2693.97,Basalt
485.14,18.3386,14.2793,3.96387,665.583,701.421,5484.14,3043.83,Basalt
485.24,18.1687,14.2791,3.96488,658.565,693.873,5453.53,2725.29,Basalt
485.34,17.9253,14.279,3.96585,669.875,705.474,5484.14,3167.23,Basalt
485.44,17.7389,14.2789,3.96685,693.001,726.817,5179.72,2678.57,Basalt
485.54,17.7701,14.2787,3.96784,709.443,738.739,5237.59,3255.21,Basalt
485.64,18.0042,14.2784,3.96881,703.745,728.02,5237.59,3324.47,Basalt
485.74,18.3512,14.2782,3.9698,669.98,694.958,5208.33,3277.97,Basalt
485.84,18.6618,14.2781,3.97082,612.803,646.858,5179.72,3004.81,Basalt
485.94,18.8501,14.278,3.97181,548.265,596.922,5208.33,2790.18,Basalt
486.04,18.9544,14.278,3.97283,507.661,576.777,5267.52,2929.69,Basalt
486.14,19.057,14.278,3.97387,529.572,630.53,5016.96,3188.78,Basalt
486.24,19.2246,14.278,3.97487,637.019,777.65,5237.59,3188.78,Basalt
486.34,19.5421,14.278,3.97585,806.354,974.144,5515.47,3188.78,Basalt
486.44,19.9572,14.278,3.97687,967.412,1132.89,5423.61,3277.97,Basalt
486.54,20.1634,14.278,3.97786,1059.87,1199.25,5179.72,3125,Basalt
486.64,19.8084,14.278,3.9788,1086.53,1195.21,5124.33,3188.78,Basalt
486.74,18.8194,14.278,3.97979,1092.48,1177.32,4961.57,2773.67,Basalt
486.84,17.4677,14.278,3.98084,1098.06,1167.47,5208.33,2790.18,Basalt
486.94,16.3344,14.278,3.98186,1085.75,1151.04,5124.33,2806.89,Basalt
487.04,15.9395,14.278,3.98284,1042.65,1116.47,5179.72,2790.18,Basalt
487.14,16.3326,14.2778,3.98384,981.343,1070.51,5208.33,2790.18,Basalt
487.24,17.1129,14.2776,3.98482,919.956,1022.35,5124.33,2757.35,Basalt
487.34,17.7814,14.2773,3.98582,867.322,976.82,4402.28,2633.43,Basalt
487.44,18.0447,14.277,3.98678,836.219,946.857,4551.4,2648.3,Basalt
487.54,17.9426,14.2767,3.98772,841.637,946.288,4832.99,2663.35,Basalt
487.64,17.8273,14.2765,3.98866,878.771,970.05,4595.59,2648.3,Basalt
487.74,17.9277,14.2763,3.98963,924.688,996.248,5208.33,2806.89,Basalt
487.84,18.1653,14.2761,3.99058,965.418,1011.28,5097.52,2790.18,Basalt
487.94,18.2195,14.2759,3.99158,1002.9,1017.22,4791.15,2858.23,Basalt
488.04,17.7249,14.2757,3.99253,1031.93,1012.64,5267.52,2823.79,Basalt
488.14,16.5795,14.2756,3.9935,1032.14,985.757,5298.13,3324.47,Basalt
488.24,15.1503,14.2755,3.99444,991.729,932.159,5208.33,3301.06,Basalt
488.34,14.0392,14.2754,3.9954,921.42,860.876,4186.6,2985.67,Basalt
488.44,13.712,14.2754,3.99638,833.893,777.247,4942.8,3750,Basalt
488.54,14.3139,14.2754,3.99735,731.13,680.116,4256.47,3446.69,Basalt
488.64,15.6843,14.2753,3.99833,624.501,582.159,4292.58,3396.74,Basalt
488.74,17.3678,14.2751,3.9993,543.592,511.219,4292.58,3188.78,Basalt
488.84,18.754,14.2748,4.00025,510.217,484.276,4055.85,3125,Basalt
488.94,19.3668,14.2744,4.00125,516.923,490.911,4256.85,3043.83,Basalt
489.04,19.032,14.274,4.00224,548.94,512.064,5151.2,3083.88,Basalt
489.14,17.9328,14.2738,4.00326,612.19,545.012,4881.18,2985.67,Basalt
489.24,16.5275,14.2736,4.00422,705.353,587.749,5394.34,3255.21,Basalt
489.34,15.3182,14.2737,4.00516,777.201,610.249,5257.28,3024.19,Basalt
489.44,14.6246,14.2739,4.0061,752.62,570.059,5124.33,3255.21,Basalt
489.54,14.5332,14.2741,4.00705,610.99,459.968,5257.28,3324.47,Basalt
489.64,14.7497,14.2742,4.00801,414.732,323.188,5396.39,3083.88,Basalt
489.74,14.8152,14.2742,4.00899,254.134,221.512,5206.42,3125,Basalt
489.84,14.4176,14.2741,4.00996,179.688,192.174,5310.34,3004.81,Basalt
489.94,13.5493,14.2738,4.01093,183.132,225.368,4971.59,3125,Basalt
490.04,12.4959,14.2735,4.01192,225.109,281.213,5133.93,3024.19,Basalt
490.14,11.5892,14.2733,4.01279,269.844,325.044,5179.72,3145.97,Basalt
490.24,11.0251,14.2732,4.01373,306.145,350.81,4631.83,3167.23,Basalt
490.34,10.9434,14.2732,4.01468,343.659,375.133,4761.95,3167.23,Basalt
490.44,11.4003,14.2733,4.01567,386.662,407.795,4815.25,3145.97,Basalt
490.54,12.2592,14.2732,4.01663,423.102,440.706,4467.93,3145.97,Basalt
490.64,13.2051,14.2731,4.01758,441.196,463.794,4573.28,3167.23,Basalt
490.74,13.8454,14.273,4.01854,442.66,475.408,4448.02,3063.73,Basalt
490.84,13.8336,14.2729,4.01945,435.27,477.15,4631.83,3125,Basalt
490.94,13.0629,14.2728,4.02044,425.747,474.464,4394.53,3004.81,Basalt
491.04,11.8772,14.2728,4.02143,422.915,478.439,4360.56,3277.97,Basalt
491.14,10.8547,14.2728,4.02242,433.168,494.592,4025.46,3939.08,Basalt
491.24,10.4863,14.2728,4.02341,453.006,516.215,3712.55,3873.97,Basalt
491.34,10.9215,14.2728,4.02437,471.964,532.002,3880.59,2648.3,Basalt
491.44,11.8217,14.2727,4.02531,483.553,537.605,3991.17,2693.97,Basalt
491.54,12.6025,14.2725,4.02627,486.237,533.727,4947.92,2589.78,Basalt
491.64,12.8663,14.2723,4.02726,479.455,522.025,4402.28,2533.78,Basalt
491.74,12.5863,14.272,4.02824,468.372,509.91,4167.41,2493.35,Basalt
491.84,12.0822,14.2718,4.02915,467.387,512.674,4167.41,2403.85,Basalt
491.94,11.6977,14.2718,4.03013,488.136,539.467,4111.84,2367.42,Basalt
492.04,11.5908,14.2717,4.03107,524.051,578.689,3813.24,2297.79,Basalt
492.14,11.6924,14.2717,4.03203,554.579,606.024,4167.41,2286.59,Basalt
492.24,11.8527,14.2717,4.03296,565.749,608.48,4300.82,2355.53,Basalt
492.34,11.9178,14.2717,4.03394,563.488,597.268,4529.94,2379.44,Basalt
492.44,11.7785,14.2715,4.03492,565.722,594.607,4320.37,2180.23,Basalt
492.54,11.4315,14.2714,4.03589,582.894,610.073,4360.56,2038.04,Basalt
492.64,10.969,14.2712,4.03687,609.545,633.366,4785.16,2253.61,Basalt
492.74,10.5354,14.271,4.03787,632.712,648.709,4689.38,2102.02,Basalt
492.84,10.2957,14.2707,4.03878,646.147,646.522,4832.99,2140.41,Basalt
492.94,10.3753,14.2704,4.03973,647.831,619.524,4808.83,2480.16,Basalt
493.04,10.8019,14.2703,4.0407,627.142,563.416,4934.76,2649.43,Basalt
493.14,11.4162,14.2704,4.04173,573.152,489.973,4883.87,2502.41,Basalt
493.24,11.9169,14.2707,4.04271,497.51,428.206,4729.75,2699.51,Basalt
493.34,12.0632,14.2709,4.04364,432.321,399.665,4740.26,2467.64,Basalt
493.44,11.8509,14.2711,4.0446,401.137,399.33,4653.86,2472.42,Basalt
493.54,11.4337,14.2711,4.04562,401.035,408.688,4832.99,2487.01,Basalt
493.64,11.0578,14.2709,4.04661,412.898,417.157,4629.94,2558.41,Basalt
493.74,10.9465,14.2707,4.04755,423.104,424.382,4809.07,2367.84,Basalt
493.84,11.1504,14.2704,4.04853,433.093,433.602,4456.78,2732.8,Basalt
493.94,11.5623,14.2703,4.04945,451.838,452.995,4479.31,2705.63,Basalt
494.04,11.9995,14.2702,4.05045,486.56,494.334,4467.93,2499.67,Basalt
494.14,12.4191,14.2702,4.05143,535.857,559.193,4584.43,2553.56,Basalt
494.24,12.8591,14.2702,4.05237,587.077,628.18,4660.59,2710.48,Basalt
494.34,13.2385,14.2702,4.05335,624.904,674.776,4719.88,2680.76,Basalt
494.44,13.3198,14.2702,4.05431,642.792,690.909,4681.46,2325.42,Basalt
494.54,12.9484,14.2702,4.05528,646.679,692.732,4719.3,2639.36,Basalt
494.64,12.2577,14.2702,4.05627,649.986,700.224,4689.62,2503.22,Basalt
494.74,11.5764,14.2702,4.05723,657.359,711.773,4646.94,2660.7,Basalt
494.84,11.2131,14.2703,4.05826,655.49,708.744,4651.63,2767.34,Basalt
494.94,11.3108,14.2704,4.05921,632.285,685.618,4858.67,2482.76,Basalt
495.04,11.7281,14.2708,4.06017,599.5,661.15,4910.56,2343.75,Basalt
495.14,12.0891,14.2712,4.06112,584.072,655.585,5311.21,2297.79,Basalt
495.24,11.9167,14.2717,4.06207,599.149,668.601,4884.04,2618.71,Basalt
495.34,11.0538,14.2721,4.06306,632.214,685.36,4925.96,2618.71,Basalt
495.44,9.85935,14.2722,4.06398,660.966,694.294,4700.23,2575.55,Basalt
495.54,8.9388,14.2722,4.06492,670.402,690.14,4445.84,2309.11,Basalt
495.64,8.6745,14.2719,4.06593,655.414,670.034,4435.11,2790.18,Basalt
495.74,9.08842,14.2716,4.06692,622.834,638.913,4774.01,2130.68,Basalt
495.84,9.93795,14.2713,4.06785,592.995,612.958,4922.79,2242.82,Basalt
495.94,10.8393,14.2712,4.06877,585.921,606.081,4725.1,2121.04,Basalt
496.04,11.4625,14.2713,4.06979,603.611,617.412,4808.96,2489.64,Basalt
496.14,11.6559,14.2716,4.0708,629.891,633.324,4902.06,2602.46,Basalt
496.24,11.4886,14.2718,4.0717,645.176,639.104,4802.22,2507.28,Basalt
496.34,11.183,14.272,4.07264,647.091,636.373,4717.31,2654.91,Basalt
496.44,10.9531,14.2722,4.07364,663.097,638.073,4995.77,2550.53,Basalt
496.54,10.8583,14.2722,4.07461,719.809,642.12,4914.37,2520.37,Basalt
496.64,10.9677,14.2722,4.0756,782.283,617.333,4765.04,2633.51,Basalt
496.74,11.3682,14.2722,4.07648,760.796,534.941,4789.87,2549.65,Basalt
496.84,12.0065,14.2721,4.07739,615.583,417.679,4789.27,2452.76,Basalt
496.94,12.6839,14.2722,4.07834,428.595,336.153,4620.04,2870.48,Basalt
497.04,13.2277,14.2725,4.07927,327.622,343.802,4617,2875.77,Basalt
497.14,13.5737,14.2729,4.08027,357.158,430.274,4307.67,3551.14,Basalt
497.24,13.6624,14.2732,4.08125,459.01,543.187,4641.09,2893.52,Basalt
497.34,13.4382,14.2736,4.08221,557.326,637.442,4783.16,2312.5,Basalt
497.44,12.971,14.2739,4.08311,619.38,696.036,4380.84,2312.5,Basalt
497.54,12.4667,14.2742,4.08406,648.192,725.551,3780.24,2210.18,Basalt
497.64,12.1728,14.2744,4.08506,660.382,740.762,3906.25,2130.97,Basalt
497.74,12.1867,14.2746,4.08612,674.212,754.527,3906.25,2141.94,Basalt
497.84,12.4187,14.2749,4.08713,699.019,770.803,3167.23,2141.94,Basalt
497.94,12.7463,14.2751,4.08811,732.235,784.271,3167.23,2141.94,Basalt
498.04,13.0761,14.2754,4.08918,767.481,788.388,3167.23,2116.53,Basalt
498.14,13.4236,14.2756,4.09019,800.047,779.936,3524.44,2237.9,Basalt
498.24,13.7713,14.2758,4.09121,812.165,747.461,3083.88,2295.5,Basalt
498.34,14.101,14.276,4.09221,773.066,673.181,2911.49,2295.5,Basalt
498.44,14.3078,14.2763,4.09321,677.408,561.08,2589.78,2295.5,Basalt
498.54,14.2286,14.2766,4.09421,563.004,444.943,3063.73,2342.87,Basalt
498.64,13.8058,14.2768,4.09511,467.675,352.713,3083.88,2210.18,Basalt
498.74,13.158,14.2771,4.09614,384.406,277.614,2929.69,2141.94,Basalt
498.84,12.5521,14.2774,4.0971,286.471,202.384,3255.21,2156.74,Basalt
498.94,12.2155,14.2776,4.09819,185.14,139.555,3232.76,2156.74,Basalt
499.04,12.1466,14.2777,4.09919,127.024,119.635,3301.06,2130.68,Basalt
499.14,12.2318,14.2778,4.10025,127.328,139.832,4006.41,2160.14,Basalt
499.24,12.3293,14.2777,4.10125,142.588,156.683,3324.47,2121.04,Basalt
499.34,12.3954,14.2776,4.10224,138.825,146.342,3277.97,2121.04,Basalt
499.44,12.4352,14.2775,4.10327,145.504,145.495,4148.23,2130.68,Basalt
499.54,12.4213,14.2776,4.10415,214.029,212.156,4185.27,2121.04,Basalt
499.64,12.2901,14.2777,4.10513,341.105,350.816,3372.3,2140.41,Basalt
499.74,11.9865,14.2778,4.10611,462.35,498.622,3210.62,2130.68,Basalt
499.84,11.6599,14.278,4.1071,524.325,593.27,3421.53,2121.04,Basalt
499.94,11.6154,14.2781,4.10809,536.273,632.693,3633.72,2140.41,Basalt
500.04,11.8841,14.2782,4.10905,539.63,651.881,3324.47,2130.68,Basalt
500.14,12.3127,14.2785,4.11003,550.718,664.97,3301.06,2295.5,Basalt
500.24,12.6855,14.2788,4.111,554.573,661.666,3972.46,2438.96,Basalt
500.34,12.936,14.2791,4.11197,546.383,653.543,3145.97,2543.28,Basalt
500.44,13.1873,14.2795,4.11293,551.013,679.528,3167.23,2601.56,Basalt
500.54,13.5618,14.2799,4.11392,590.869,748.674,3633.72,2601.56,Basalt
500.64,13.9982,14.2802,4.11488,646.379,814.453,3372.3,2543.28,Basalt
500.74,14.3088,14.2805,4.11585,682.239,839.416,3578.24,2438.96,Basalt
500.84,14.2284,14.2808,4.1168,708.24,855.117,3210.62,2406.07,Basalt
500.94,13.6575,14.281,4.11777,769.513,914.047,3720.24,2507.53,Basalt
501.04,12.7035,14.2814,4.11873,868.054,1000.23,3386.4,2527.83,Basalt
501.14,11.6936,14.2817,4.11967,942.922,1044.24,3742.17,2507.53,Basalt
501.24,10.9172,14.2822,4.12072,949.414,1020.14,3472.22,2438.96,Basalt
501.34,10.4593,14.2825,4.12164,914.746,972.712,4261.36,2438.96,Basalt
501.44,10.2751,14.2828,4.1226,887.913,943.879,4641.09,2379.44,Basalt
501.54,10.3183,14.2831,4.12358,873.437,922.993,4641.09,2379.44,Basalt
501.64,10.5594,14.2832,4.12452,846.903,885.926,4641.09,2282.91,Basalt
501.74,10.9266,14.2833,4.12551,808.527,840.883,4222.97,2183.13,Basalt
501.84,11.2572,14.2835,4.12649,783.55,810.745,4507.21,2221.56,Basalt
501.94,11.3943,14.2838,4.12748,780.036,794.509,4409.28,2253.61,Basalt
502.04,11.3454,14.2841,4.12849,773.779,768.163,4409.28,2190.42,Basalt
502.14,11.1945,14.2845,4.12946,740.242,720.285,4319.08,2343.75,Basalt
502.24,11.0354,14.2847,4.13043,693.304,675.135,4436.66,2221.56,Basalt
502.34,10.9486,14.2849,4.13141,684.395,675.647,4234.51,2355.53,Basalt
502.44,11.0211,14.285,4.13242,752.464,738.199,4356.39,2141.94,Basalt
502.54,11.3008,14.2851,4.13336,862.331,815.553,4631.83,2116.53,Basalt
502.64,11.8435,14.2852,4.13433,905.069,815.898,4792.24,2141.94,Basalt
502.74,12.705,14.2854,4.13531,795.696,689.394,4808.88,2266.33,Basalt
502.84,13.781,14.2856,4.13625,571.651,493.114,5834.73,2266.33,Basalt
502.94,14.7371,14.2857,4.13725,364.242,343.162,5080.86,2150.23,Basalt
503.04,15.1864,14.2859,4.13822,272.229,303.679,4661.52,2211.08,Basalt
503.14,14.8084,14.2861,4.13918,289.072,349.003,4478.41,2211.08,Basalt
503.24,13.5924,14.2863,4.14017,351.199,424.252,4747.26,2221.56,Basalt
503.34,11.9237,14.2866,4.14114,415.378,501.16,5105.52,2237.9,Basalt
503.44,10.3795,14.287,4.14215,473.428,570.998,5313.33,2237.9,Basalt
503.54,9.36022,14.2873,4.1431,526.739,624.884,4889.2,2295.5,Basalt
503.64,8.95692,14.2876,4.144,575.805,663.285,4924.33,2312.5,Basalt
503.74,9.04713,14.2877,4.14497,621.522,699.884,4548.11,2295.5,Basalt
503.84,9.46001,14.2877,4.14594,659.667,738.824,4574.76,2374.05,Basalt
503.94,10.1705,14.2875,4.14694,681.51,766.159,4379.76,2342.87,Basalt
504.04,11.1754,14.2873,4.14792,685.267,768.515,4832.47,2325.42,Basalt
504.14,12.3621,14.2872,4.14887,682.101,753.006,4380.84,2342.87,Basalt
504.24,13.4674,14.2871,4.14981,687.022,743.297,4340.28,-999.25,Basalt
504.34,14.1882,14.2871,4.15081,706.29,757.979,5208.33,-999.25,Basalt
504.44,14.3283,14.2872,4.15177,736.658,794.513,5208.33,-999.25,Basalt
504.54,13.9561,14.2874,4.15274,771.871,829.46,5208.33,-999.25,Basalt
504.64,13.3114,14.2877,4.15372,796.132,826.867,5326.7,-999.25,Basalt
504.74,12.6939,14.2881,4.15466,771.546,754.62,4882.81,-999.25,Basalt
504.84,12.3341,14.2884,4.15564,660.549,611.702,4076.09,-999.25,Basalt
504.94,12.2197,14.2887,4.1566,485.084,450.138,4986.7,-999.25,Basalt
505.04,12.1916,14.289,4.15761,340.902,351.499,4734.85,-999.25,Basalt
505.14,12.2378,14.2891,4.15857,312.951,365.335,4595.59,-999.25,Basalt
505.24,12.3255,14.2891,4.15952,389.896,470.016,4300.46,-999.25,Basalt
505.34,12.3412,14.2891,4.16043,496.355,601.725,4185.27,-999.25,Basalt
505.44,12.19,14.289,4.16142,586.322,708.834,4340.28,-999.25,Basalt
505.54,11.8975,14.2888,4.16239,673.136,780.9,4550.97,3043.83,Basalt
505.64,11.6263,14.2887,4.16342,780.417,840.392,4934.21,3125,Basalt
505.74,11.665,14.2886,4.16434,882.896,891.247,5208.33,3188.78,Basalt
505.84,12.3189,14.2885,4.1653,903.641,882.491,4595.59,3232.76,Basalt
505.94,13.4249,14.2886,4.16628,789.343,765.16,5095.11,3188.78,Basalt
506.04,14.5318,14.2888,4.16727,586.051,578.244,5151.1,3232.76,Basalt
506.14,15.2044,14.2891,4.16825,417.374,434.985,4882.81,3232.76,Basalt
506.24,15.1816,14.2894,4.16923,373.706,409.007,4798.09,3167.23,Basalt
506.34,14.6294,14.2897,4.17021,431.863,464.556,4739.2,3633.72,Basalt
506.44,14.0315,14.2901,4.17119,498.908,513.772,4970.23,3605.77,Basalt
506.54,13.8366,14.2904,4.17214,514.721,512.478,4738.15,3609.1,Basalt
506.64,14.2726,14.2907,4.17311,483.803,475.522,4694.37,3497.9,Basalt
506.74,15.2264,14.291,4.17408,439.431,435.639,4784.42,2840.91,Basalt
506.84,16.3853,14.2913,4.17508,411.755,416.781,4729.21,2911.49,Basalt
506.94,17.4171,14.2915,4.17609,412.67,424.711,4573.24,3024.19,Basalt
507.04,18.1711,14.2915,4.17707,435.407,450.716,4798.76,3348.21,Basalt
507.14,18.6915,14.2914,4.17806,468.584,484.709,4929.47,3188.78,Basalt
507.24,19.0954,14.2912,4.17897,502.846,518.534,5105.19,3497.9,Basalt
507.34,19.4232,14.2911,4.18,528.577,545.321,5071.27,3609.1,Basalt
507.44,19.5994,14.2912,4.18099,542.261,567.083,4573.7,3609.1,Basalt
507.54,19.5134,14.2914,4.18193,545.19,586.211,4234.86,3098.64,Basalt
507.64,19.1475,14.2918,4.18293,536.923,596.367,4235.41,3045.73,Basalt
507.74,18.6678,14.2923,4.18397,522.183,594.306,3801.71,2787.39,Basalt
507.84,18.3816,14.2926,4.18489,517.549,592.582,3676.47,2738.49,Basalt
507.94,18.5996,14.2928,4.18585,540.209,610.22,3851.42,2697.08,Basalt
508.04,19.426,14.2929,4.18675,592.359,652.794,4045.14,2831.63,Basalt
508.14,20.6845,14.2929,4.18776,662.814,708.786,4513.89,2994.6,Basalt
508.24,21.9809,14.2929,4.18874,739.296,762.592,4517.24,2897.33,Basalt
508.34,22.8043,14.293,4.18965,812.933,804.526,4551.4,2738.49,Basalt
508.44,22.8662,14.293,4.19061,877.49,829.987,4508.88,2547.55,Basalt
508.54,22.1527,14.2931,4.19159,929.847,836.906,4508.88,2332.09,Basalt
508.64,20.8992,14.2931,4.19253,955.673,816.788,4433.24,2506.68,Basalt
508.74,19.6061,14.2932,4.19356,910.931,742.895,4539.68,2441.41,Basalt
508.84,18.7316,14.2933,4.19451,756.629,598.146,4457.01,2561.48,Basalt
508.94,18.4378,14.2934,4.1955,529.307,423.39,4618.34,2589.78,Basalt
509.04,18.6134,14.2935,4.19646,340.139,305.319,4832.47,2575.55,Basalt
509.14,18.9548,14.2937,4.19744,279.352,299.392,4595.59,2618.71,Basalt
509.24,19.2503,14.2938,4.1984,334.865,374.971,4380.84,2575.55,Basalt
509.34,19.5203,14.294,4.19939,415.442,447.578,4380.84,2575.55,Basalt
509.44,19.8627,14.2944,4.20038,444.743,461.991,4148.23,2506.68,Basalt
509.54,20.3626,14.2948,4.20135,419.391,432.097,4300.46,2121.04,Basalt
509.64,21.0185,14.2953,4.20234,386.109,406.429,3906.25,2121.04,Basalt
509.74,21.7345,14.2958,4.20328,383.494,412.615,4076.09,2140.41,Basalt
509.84,22.3099,14.2961,4.20433,410.618,442.745,4111.84,2111.49,Basalt
509.94,22.6056,14.2962,4.2053,446.905,479.162,3188.78,2046.94,Basalt
510.04,22.633,14.2962,4.20623,485.549,517.967,3750,2190.42,Basalt
510.14,22.4568,14.2961,4.20725,542.532,567.411,3372.3,2211.08,Basalt
510.24,22.1219,14.2959,4.20825,634.29,628.082,3690.94,2111.49,Basalt
510.34,21.6078,14.2959,4.20918,753.091,681.055,3750,2111.49,Basalt
510.44,20.8729,14.2959,4.21018,863.796,699.5,3551.14,2111.49,Basalt
510.54,20.0327,14.2961,4.21121,912.807,663.39,4340.28,2190.42,Basalt
510.64,19.194,14.2964,4.21216,851.658,568.256,4222.97,2111.49,Basalt
510.74,18.3504,14.2967,4.21309,679.277,434.5,4380.84,2403.85,Basalt
510.84,17.4416,14.2971,4.21409,461.776,304.903,4380.84,2403.85,Basalt
510.94,16.4804,14.2975,4.21503,285.36,214.458,4380.84,2403.85,Basalt
511.04,15.6118,14.2979,4.21598,183.766,163.717,3372.3,1994.68,Basalt
511.14,15.0036,14.2983,4.21693,134.628,137.716,3372.3,1994.68,Basalt
511.24,14.6879,14.2986,4.21788,122.724,147.355,3210.62,2055.92,Basalt
511.34,14.6817,14.2991,4.21884,173.207,226.001,3210.62,2055.92,Basalt
511.44,15.0105,14.2994,4.21976,305.033,376.45,3210.62,2055.92,Basalt
511.54,15.6876,14.2998,4.22075,482.075,546.413,3232.76,2083.33,Basalt
511.64,16.5538,14.3,4.22174,633.25,669.179,3232.76,2083.33,Basalt
511.74,17.4022,14.3002,4.22274,704.954,709.904,3167.23,1986.23,Basalt
511.84,18.1675,14.3004,4.22371,685.977,671.757,3167.23,2020.47,Basalt
511.94,18.7953,14.3006,4.2247,602.001,584.383,3188.78,2029.22,Basalt
512.04,19.1678,14.3008,4.22574,502.404,496.904,3024.19,2170.14,Basalt
512.14,19.2397,14.3011,4.22672,431.417,449.315,3083.88,2020.47,Basalt
