Depth,GR, Temp,Pressure,Rd,Rs,Vp,Vs,INDEX
m,API,C,Mpa,Ohmm,Ohmm,m/s,m/s,Rock types
265.94,12.9443,-999.25,-999.25,-999.25,-999.25,3255.21,2150.23,Basalt
266.04,13.9034,-999.25,-999.25,-999.25,-999.25,3605.77,2160.14,Basalt
266.14,14.4537,-999.25,-999.25,-999.25,-999.25,3720.24,2160.14,Basalt
266.24,14.6467,-999.25,-999.25,-999.25,-999.25,3255.21,2130.68,Basalt
266.34,14.6486,-999.25,-999.25,-999.25,-999.25,3633.72,2121.04,Basalt
266.44,14.6105,-999.25,-999.25,-999.25,-999.25,3605.77,2111.49,Basalt
266.54,14.5828,-999.25,-999.25,-999.25,-999.25,3578.24,2121.04,Basalt
266.64,14.4497,-999.25,-999.25,-999.25,-999.25,4300.46,2130.68,Basalt
266.74,14.1348,-999.25,-999.25,-999.25,-999.25,3633.72,2170.14,Basalt
266.84,13.6968,-999.25,-999.25,-999.25,-999.25,3232.76,2140.41,Basalt
266.94,13.1774,-999.25,-999.25,-999.25,-999.25,3605.77,2150.23,Basalt
267.04,12.5834,-999.25,-999.25,-999.25,-999.25,3633.72,2170.14,Basalt
267.14,11.9341,-999.25,-999.25,-999.25,-999.25,3188.78,2130.68,Basalt
267.24,11.281,-999.25,-999.25,-999.25,-999.25,3446.69,2130.68,Basalt
267.34,10.7801,-999.25,-999.25,-999.25,-999.25,3551.14,2170.14,Basalt
267.44,10.4463,-999.25,-999.25,-999.25,-999.25,3255.21,2150.23,Basalt
267.54,10.1978,-999.25,-999.25,-999.25,-999.25,3277.97,2150.23,Basalt
267.64,9.91581,-999.25,-999.25,-999.25,-999.25,2911.49,2150.23,Basalt
267.74,9.57813,-999.25,1.82844,-999.25,-999.25,3324.47,2140.41,Basalt
267.84,9.29124,13.1203,1.82928,-999.25,-999.25,3472.22,2160.14,Basalt
267.94,9.27485,13.1196,1.83029,-999.25,-999.25,3578.24,2140.41,Basalt
268.04,9.76351,13.1186,1.83132,-999.25,-999.25,3167.23,2111.49,Basalt
268.14,10.7899,13.1173,1.83234,-999.25,-999.25,3188.78,2150.23,Basalt
268.24,12.0667,13.1162,1.83332,-999.25,-999.25,3472.22,2102.02,Basalt
268.34,13.2246,13.1153,1.83436,-999.25,-999.25,3421.53,2150.23,Basalt
268.44,13.9733,13.1149,1.83535,-999.25,-999.25,3605.77,2130.68,Basalt
268.54,14.2854,13.1148,1.83637,-999.25,-999.25,3720.24,2140.41,Basalt
268.64,14.3156,13.115,1.8374,-999.25,-999.25,3551.14,2160.14,Basalt
268.74,14.2363,13.1153,1.83842,-999.25,-999.25,3277.97,2150.23,Basalt
268.84,14.0493,13.1157,1.83941,-999.25,-999.25,3720.24,2150.23,Basalt
268.94,13.6282,13.1162,1.84039,-999.25,-999.25,3690.94,2121.04,Basalt
269.04,12.9108,13.1167,1.84145,-999.25,-999.25,3578.24,2121.04,Basalt
269.14,11.9164,13.117,1.84245,-999.25,-999.25,3396.74,2092.63,Basalt
269.24,10.7843,13.1173,1.8435,-999.25,-999.25,4040.95,2140.41,Basalt
269.34,9.71292,13.1175,1.84448,-999.25,-999.25,3873.97,2150.23,Basalt
269.44,8.7801,13.1178,1.84542,-999.25,-999.25,3188.78,2170.14,Basalt
269.54,8.03053,13.1184,1.84642,-999.25,-999.25,3145.97,2150.23,Basalt
269.64,7.5535,13.1195,1.84739,-999.25,-999.25,3210.62,2130.68,Basalt
269.74,7.53153,13.1209,1.84842,-999.25,-999.25,3255.21,2211.08,Basalt
269.84,8.13563,13.1223,1.84944,-999.25,-999.25,3167.23,2130.68,Basalt
269.94,9.29431,13.1236,1.85042,-999.25,-999.25,3372.3,2121.04,Basalt
270.04,10.6232,13.1241,1.85144,-999.25,-999.25,3232.76,2150.23,Basalt
270.14,11.5892,13.1239,1.85243,-999.25,-999.25,3605.77,2130.68,Basalt
270.24,11.8521,13.1231,1.8534,-999.25,-999.25,3633.72,2111.49,Basalt
270.34,11.474,13.1221,1.85442,-999.25,-999.25,3972.46,2160.14,Basalt
270.44,10.8042,13.1213,1.85541,-999.25,-999.25,3232.76,2130.68,Basalt
270.54,10.2402,13.121,1.85639,-999.25,-999.25,3255.21,2121.04,Basalt
270.64,10.0064,13.1215,1.85733,-999.25,-999.25,3446.69,2180.23,Basalt
270.74,10.1058,13.1223,1.8583,-999.25,-999.25,4148.23,2200.7,Basalt
270.84,10.3276,13.1234,1.85928,-999.25,-999.25,3690.94,2140.41,Basalt
270.94,10.3801,13.1244,1.86037,-999.25,-999.25,3277.97,2160.14,Basalt
271.04,10.2247,13.1253,1.86152,-999.25,-999.25,3842.21,2190.42,Basalt
271.14,10.0311,13.1257,1.86264,-999.25,-999.25,3578.24,2200.7,Basalt
271.24,9.91226,13.1259,1.86371,-999.25,-999.25,3210.62,2190.42,Basalt
271.34,9.92671,13.1257,1.8648,-999.25,-999.25,3662.11,2170.14,Basalt
271.44,10.0922,13.1253,1.86592,-999.25,-999.25,3578.24,2190.42,Basalt
271.54,10.4316,13.1249,1.86704,-999.25,-999.25,3446.69,2221.56,Basalt
271.64,11.0889,13.1245,1.86821,-999.25,-999.25,3210.62,2200.7,Basalt
271.74,12.0417,13.1241,1.86931,-999.25,-999.25,3906.25,2180.23,Basalt
271.84,13.0203,13.1237,1.87041,-999.25,-999.25,3188.78,2211.08,Basalt
271.94,13.7017,13.1236,1.87149,-999.25,-999.25,3524.44,2160.14,Basalt
272.04,13.9233,13.1236,1.87249,-999.25,-999.25,3188.78,2170.14,Basalt
272.14,13.7635,13.1238,1.87338,-999.25,-999.25,3750,2200.7,Basalt
272.24,13.4463,13.1243,1.87425,-999.25,-999.25,3348.21,2160.14,Basalt
272.34,13.2152,13.1248,1.87513,-999.25,-999.25,3004.81,2221.56,Basalt
272.44,13.2003,13.1255,1.87602,-999.25,-999.25,3210.62,2221.56,Basalt
272.54,13.2818,13.126,1.87699,-999.25,-999.25,3043.83,2211.08,Basalt
272.64,13.255,13.1264,1.8779,-999.25,-999.25,3232.76,2320.54,Basalt
272.74,12.931,13.1266,1.87887,-999.25,-999.25,2966.77,2221.56,Basalt
272.84,12.3098,13.1267,1.87983,-999.25,-999.25,2966.77,2253.61,Basalt
272.94,11.5513,13.1268,1.88075,-999.25,-999.25,2929.69,2190.42,Basalt
273.04,10.8255,13.127,1.88177,-999.25,-999.25,2741.23,2242.82,Basalt
273.14,10.3712,13.1274,1.88276,-999.25,-999.25,2948.11,2180.23,Basalt
273.24,10.3695,13.1279,1.88369,-999.25,-999.25,2966.77,2180.23,Basalt
273.34,10.8489,13.1284,1.8846,-999.25,-999.25,2893.52,2130.68,Basalt
273.44,11.7076,13.1287,1.88554,-999.25,-999.25,2911.49,2121.04,Basalt
273.54,12.6745,13.1288,1.88656,-999.25,-999.25,2911.49,2130.68,Basalt
273.64,13.4694,13.1289,1.88747,-999.25,-999.25,2985.67,2150.23,Basalt
273.74,13.8849,13.1291,1.88855,-999.25,-999.25,3223.22,2140.41,Basalt
273.84,13.8544,13.1296,1.88963,-999.25,-999.25,3250.35,2140.41,Basalt
273.94,13.5472,13.1301,1.89057,-999.25,-999.25,3414.36,2121.04,Basalt
274.04,13.2259,13.1303,1.8916,-999.25,-999.25,3570.05,2180.23,Basalt
274.14,13.0048,13.1301,1.89259,-999.25,-999.25,3642.21,2180.23,Basalt
274.24,12.8235,13.1295,1.8936,-999.25,-999.25,3991.17,2367.42,Basalt
274.34,12.5844,13.1287,1.8945,-999.25,-999.25,4020.91,2403.85,Basalt
274.44,12.2249,13.1278,1.89549,-999.25,-999.25,4130.04,2520.16,Basalt
274.54,11.697,13.1272,1.89648,-999.25,-999.25,4259.02,2320.54,Basalt
274.64,11.0411,13.1265,1.89747,-999.25,-999.25,4319.08,2332.09,Basalt
274.74,10.4164,13.1257,1.89841,-999.25,-999.25,4788.06,2480.16,Basalt
274.84,10.0833,13.1247,1.89947,-999.25,-999.25,4586.89,2506.68,Basalt
274.94,10.3306,13.1236,1.90046,69.134,-999.25,4161,2520.16,Basalt
275.04,11.3203,13.1225,1.90145,138.016,-999.25,4533.46,2493.35,Basalt
275.14,12.8402,13.1215,1.90243,213.557,-999.25,4478.32,2467.11,Basalt
275.24,14.3698,13.1208,1.90338,297.97,55.5408,4130.04,2320.54,Basalt
275.34,15.2427,13.1203,1.90434,398.637,163.692,4111.84,2332.09,Basalt
275.44,15.0976,13.12,1.90531,504.889,271.129,4143.43,2309.11,Basalt
275.54,14.1272,13.1198,1.90629,589.146,350.749,4511.59,2547.55,Basalt
275.64,12.8578,13.1196,1.90725,632.42,411.944,4318.4,2467.11,Basalt
275.74,11.9273,13.1193,1.90825,638.965,477.696,4573.28,2355.53,Basalt
275.84,11.7674,13.1189,1.90919,621.544,531.895,4665.22,2493.35,Basalt
275.94,12.3873,13.1186,1.91011,586.462,528.135,4529.94,2454.19,Basalt
276.04,13.4269,13.1185,1.91111,531.684,459.721,4573.28,2441.41,Basalt
276.14,14.3536,13.1186,1.91207,452.164,361.781,4533.44,2403.85,Basalt
276.24,14.8412,13.1189,1.91303,348.495,261.42,4397.34,2355.53,Basalt
276.34,14.8695,13.1192,1.91396,237.902,177.641,4490.09,2416.24,Basalt
276.44,14.5347,13.1193,1.91495,151.441,137.268,4318.4,2332.09,Basalt
276.54,13.889,13.1192,1.91594,114.691,148.526,4592.64,2297.79,Basalt
276.64,12.8633,13.1188,1.91687,126.024,186.336,4524.7,2286.59,Basalt
276.74,11.5167,13.1184,1.91788,160.252,218.268,3939.35,2083.33,Basalt
276.84,10.072,13.1179,1.91883,195.6,237.201,4087.64,2111.49,Basalt
276.94,8.88297,13.1176,1.91976,231.679,259.191,4246.05,2140.41,Basalt
277.04,8.26298,13.1174,1.92072,277.523,296.705,4111.84,2121.04,Basalt
277.14,8.38251,13.1174,1.92168,331.99,345.782,4116.6,2121.04,Basalt
277.24,9.10095,13.1174,1.9227,379.591,391.368,4087.64,2111.49,Basalt
277.34,9.99759,13.1175,1.92368,401.676,418.06,4262.77,2130.68,Basalt
277.44,10.608,13.1178,1.92462,392.166,419.138,4281.63,2170.14,Basalt
277.54,10.743,13.1182,1.92559,362.707,403.528,4281.63,2102.02,Basalt
277.64,10.5696,13.1189,1.92652,335.071,392.491,4366.71,1831.05,Basalt
277.74,10.4817,13.1197,1.9275,328.509,407.466,4219.58,1890.12,Basalt
277.84,10.7836,13.1205,1.92842,351.725,455.367,4246.05,1969.54,Basalt
277.94,11.4865,13.1212,1.92939,402.946,524.788,4104.48,1845.47,Basalt
278.04,12.3155,13.1216,1.93033,466.327,589.091,3691.17,1897.77,Basalt
278.14,12.959,13.1218,1.93128,507.513,612.61,3747.19,1839.72,Basalt
278.24,13.2438,13.1219,1.93227,494.916,577.191,3935.99,1839.72,Basalt
278.34,13.1884,13.1218,1.93321,441.912,514.618,4111.84,1845.94,Basalt
278.44,12.9937,13.1216,1.93416,409.665,490.21,4031.03,2055.92,Basalt
278.54,12.9803,13.1213,1.93513,444.53,532.475,3820.27,2055.92,Basalt
278.64,13.321,13.121,1.93613,522.273,598.385,4200.39,2074.11,Basalt
278.74,13.9359,13.1206,1.9371,580.443,631.429,4227.2,2074.11,Basalt
278.84,14.5806,13.1202,1.93803,600.238,634.323,4135.45,2064.98,Basalt
278.94,15.0319,13.1198,1.93904,621.56,652.628,3944.74,2074.11,Basalt
279.04,15.1319,13.1194,1.93998,674.471,697.668,3679.41,1986.23,Basalt
279.14,14.8005,13.1191,1.94098,727.499,724.367,3705.6,1994.68,Basalt
279.24,14.1192,13.1188,1.94194,723.747,689.096,3820.31,2092.63,Basalt
279.34,13.2527,13.1186,1.9429,649.191,599.833,4163.02,2111.49,Basalt
279.44,12.4479,13.1184,1.94385,544.226,501.275,4230.82,2083.33,Basalt
279.54,11.9592,13.1183,1.94488,456.637,428.674,3898.58,2083.33,Basalt
279.64,11.8716,13.1181,1.94588,399.207,383.178,3226.9,2067.95,Basalt
279.74,12.1526,13.118,1.94688,351.278,342.059,3206.8,2067.95,Basalt
279.84,12.7771,13.1179,1.94785,292.405,289.948,3516.59,2111.49,Basalt
279.94,13.7019,13.1178,1.94875,231.422,242.972,3999.75,1905.49,Basalt
280.04,14.7341,13.1178,1.9497,215.606,239.728,4262.77,1736.11,Basalt
280.14,15.5947,13.1178,1.95068,296.724,310.385,4320.37,2046.94,Basalt
280.24,16.1677,13.1177,1.95162,473.978,444.239,4246.05,2083.33,Basalt
280.34,16.3969,13.1176,1.95262,667.953,580.292,4010.2,2102.02,Basalt
280.44,16.2929,13.1174,1.95355,768.467,640.799,3922.66,1994.68,Basalt
280.54,15.8736,13.1171,1.95449,717.816,585.189,3888.33,1929.01,Basalt
280.64,15.1746,13.1167,1.95541,549.121,439.528,4010.2,2003.21,Basalt
280.74,14.2562,13.1163,1.95639,351.181,286.79,3991.17,2092.63,Basalt
280.84,13.1599,13.1158,1.95731,206.227,213.209,3877.39,2064.98,Basalt
280.94,12.0703,13.1156,1.95829,153.758,244.958,3824.06,2140.41,Basalt
281.04,11.3136,13.1155,1.95923,188.073,337.46,3799.28,2150.23,Basalt
281.14,11.1164,13.1156,1.9602,272.704,426.117,3916.04,2121.04,Basalt
281.24,11.5301,13.1157,1.96115,366.493,479.918,3762.07,1921.11,Basalt
281.34,12.3639,13.1158,1.9621,440.808,509.954,3813.92,1929.01,Basalt
281.44,13.3611,13.1158,1.96306,487.317,535.98,4059.13,2130.68,Basalt
281.54,14.3837,13.1156,1.96401,511.42,559.585,4044.46,2046.94,Basalt
281.64,15.3914,13.1154,1.965,515.021,566.602,3969.09,2055.92,Basalt
281.74,16.3149,13.1152,1.96597,493.27,547.068,4062.01,1994.68,Basalt
281.84,17.0087,13.115,1.96696,452.961,511.654,4003.34,1994.68,Basalt
281.94,17.4492,13.1149,1.96793,423.902,498.036,4197.07,2074.11,Basalt
282.04,17.5952,13.1147,1.96894,441.774,542.877,4369.47,2111.49,Basalt
282.14,17.3995,13.1146,1.96991,509.888,639.257,4281.03,2064.98,Basalt
282.24,17.0791,13.1145,1.97091,587.222,732.166,4369.44,2092.63,Basalt
282.34,16.8642,13.1143,1.97183,628.292,769.314,4197.49,1882.53,Basalt
282.44,16.8309,13.1142,1.97272,631.043,753.432,3683.45,1945.02,Basalt
282.54,16.9869,13.1142,1.97368,632.339,732.026,3394.35,2102.02,Basalt
282.64,17.2636,13.1141,1.97466,659.066,738.287,3703.94,2102.02,Basalt
282.74,17.4676,13.1141,1.97559,696.733,757.392,3874.23,2038.04,Basalt
282.84,17.4022,13.1141,1.97658,705.887,751.428,3910.49,2046.94,Basalt
282.94,17.0513,13.1139,1.97754,665.21,705.86,3705.59,2064.98,Basalt
283.04,16.4136,13.1138,1.97844,598.443,646.59,3846.35,2160.14,Basalt
283.14,15.6512,13.1138,1.97943,561.254,615.842,3570.03,1897.77,Basalt
283.24,15.1246,13.1138,1.98042,594.497,631.845,3511.68,2102.02,Basalt
283.34,15.091,13.114,1.98133,680.605,672.32,3621.04,2074.11,Basalt
283.44,15.4899,13.1143,1.98234,752.983,695.612,3391.94,2092.63,Basalt
283.54,16.0738,13.1146,1.98325,758.179,675.864,3204.42,2064.98,Basalt
283.64,16.5343,13.1149,1.98424,702.554,618.02,3628.23,1961.3,Basalt
283.74,16.5987,13.1151,1.98522,628.616,543.134,3919.85,1977.85,Basalt
283.84,16.2484,13.1152,1.98618,557.882,466.539,4200.39,1969.54,Basalt
283.94,15.5477,13.1151,1.98715,477.693,390.424,3981.07,2092.63,Basalt
284.04,14.6308,13.115,1.98809,379.422,313.262,4184.29,2011.8,Basalt
284.14,13.8005,13.1149,1.98905,286.425,253.466,4265.25,2064.98,Basalt
284.24,13.3077,13.1147,1.98999,240.352,249.907,4148.56,2011.8,Basalt
284.34,13.1412,13.1147,1.991,259.006,312.772,4093.96,2083.33,Basalt
284.44,13.116,13.1147,1.99198,310.008,389.533,4076.4,2102.02,Basalt
284.54,13.0849,13.1147,1.99293,341.773,415.726,4098.1,2102.02,Basalt
284.64,13.0241,13.1147,1.99396,336.023,390.467,4045.76,2111.49,Basalt
284.74,12.8904,13.1147,1.9949,326.316,380.885,3956.33,2102.02,Basalt
284.84,12.7349,13.1149,1.99587,361.561,448.262,3969.09,1961.3,Basalt
284.94,12.7043,13.115,1.99683,454.059,583.455,3898.48,2297.79,Basalt
285.04,12.8689,13.1151,1.99786,567.093,722.469,3732.53,2140.41,Basalt
285.14,13.1207,13.1152,1.99885,654.573,814.123,3935.99,2111.49,Basalt
285.24,13.287,13.1153,1.99984,705.497,860.547,4027.17,2111.49,Basalt
285.34,13.3459,13.1153,2.0008,740.135,895.586,4027.24,2102.02,Basalt
285.44,13.3766,13.1154,2.00176,773.742,932.541,3956.33,2102.02,Basalt
285.54,13.438,13.1155,2.00277,798.355,956.163,4016.92,2092.63,Basalt
285.64,13.5514,13.1158,2.00373,808.206,963.096,4045.5,2121.04,Basalt
285.74,13.7495,13.1161,2.0047,820.395,972.801,4031.03,2064.98,Basalt
285.84,14.0263,13.1164,2.00567,846.226,988.685,3755.03,2055.92,Basalt
285.94,14.3927,13.1168,2.00662,866.333,986.87,3741.42,2064.98,Basalt
286.04,14.7238,13.117,2.00757,855.932,953.508,4215.54,2083.33,Basalt
286.14,14.9137,13.1172,2.00852,827.412,916.649,4430.55,2092.63,Basalt
286.24,14.919,13.1172,2.00953,827.024,923.441,4135.45,2064.98,Basalt
286.34,14.752,13.1171,2.01045,889.159,991.998,3874.23,2083.33,Basalt
286.44,14.4837,13.117,2.0114,999.771,1090.65,4020.91,2083.33,Basalt
286.54,14.248,13.1168,2.0124,1099.94,1158.9,4144.8,2121.04,Basalt
286.64,14.1277,13.1166,2.01341,1128.49,1147.77,4434.57,2121.04,Basalt
286.74,14.1329,13.1165,2.0144,1067.21,1058.42,4995.75,2074.11,Basalt
286.84,14.2742,13.1165,2.01537,952.231,949.154,5073.27,2083.33,Basalt
286.94,14.5765,13.1167,2.0163,839.28,879.191,4886.95,2064.98,Basalt
287.04,15.106,13.117,2.01729,759.88,851.15,4186.6,2275.49,Basalt
287.14,15.8872,13.1173,2.01824,714.077,825.59,4000.99,2211.08,Basalt
287.24,16.7224,13.1175,2.01922,693.699,783.577,3730.83,2130.68,Basalt
287.34,17.3982,13.1175,2.02022,701.479,751.244,4027.24,2130.68,Basalt
287.44,17.8198,13.1174,2.02116,742.1,756.24,4027.24,2140.41,Basalt
287.54,17.9888,13.1172,2.02209,812.14,780.487,3893.82,2170.14,Basalt
287.64,17.975,13.117,2.02305,895.09,778.189,3792.56,2170.14,Basalt
287.74,17.9166,13.117,2.02404,951.728,731.837,3998.27,2160.14,Basalt
287.84,17.9849,13.1172,2.02508,935.142,661.309,4529.94,2180.23,Basalt
287.94,18.1176,13.1174,2.02605,820.595,578.958,4595.59,2170.14,Basalt
288.04,18.0427,13.1177,2.02703,628.061,473.364,4555.77,2211.08,Basalt
288.14,17.5413,13.1178,2.02808,414.074,339.514,4284.8,2092.63,Basalt
288.24,16.573,13.1177,2.02902,237.185,209.575,4200.39,2343.75,Basalt
288.34,15.3825,13.1177,2.02995,135.529,138.461,4284.8,2092.63,Basalt
288.44,14.2683,13.1176,2.03091,118.976,151.966,4239.13,2102.02,Basalt
288.54,13.4139,13.1177,2.03186,163.849,220.327,4381.22,2170.14,Basalt
288.64,12.9198,13.1179,2.03286,221.959,290.253,4418,2092.63,Basalt
288.74,12.704,13.1183,2.0338,262.1,336.908,4657.34,2170.14,Basalt
288.84,12.5674,13.1186,2.03477,300.258,389.219,4969.35,2150.23,Basalt
288.94,12.3302,13.1189,2.03572,380.633,501.844,4952.75,2190.42,Basalt
289.04,12.0589,13.119,2.03667,529.762,695.447,4989.2,2190.42,Basalt
289.14,12.0666,13.119,2.03765,724.799,927.819,4902.01,2180.23,Basalt
289.24,12.4609,13.119,2.03863,911.229,1130.16,4100.74,2211.08,Basalt
289.34,13.0856,13.1191,2.03959,1046.98,1260.7,3650.93,2170.14,Basalt
289.44,13.7416,13.1193,2.04054,1125.02,1319.87,3878.02,2180.23,Basalt
289.54,14.2638,13.1195,2.04146,1159.89,1328.25,3878.65,2200.7,Basalt
289.64,14.6111,13.1197,2.04244,1165.15,1301.66,4066.52,2264.49,Basalt
289.74,14.8992,13.1198,2.0434,1145.61,1242.58,3708.81,-999.25,Basalt
289.84,15.2626,13.1199,2.04431,1095.63,1143.15,3402.84,-999.25,Basalt
289.94,15.787,13.1199,2.0453,1005.91,1001.85,2957.84,-999.25,Basalt
290.04,16.3393,13.1199,2.04634,885.867,844.848,2790.14,-999.25,Basalt
290.14,16.7505,13.1199,2.04726,766.663,709.596,2712.28,-999.25,Basalt
290.24,16.9391,13.1199,2.04825,664.281,603.864,2834.41,-999.25,Basalt
290.34,16.9158,13.1199,2.04918,562.024,505.463,2948.13,-999.25,Basalt
290.44,16.7265,13.1199,2.05016,457.36,412.136,2630.47,1633.28,Basalt
290.54,16.436,13.1199,2.05109,391.101,352.85,-999.25,1929.01,Basalt
290.64,16.1141,13.12,2.0521,391.048,336.627,-999.25,1594.39,Basalt
290.74,15.9722,13.1202,2.05305,417.746,327.841,-999.25,1583.61,Basalt
290.84,16.0641,13.1205,2.05401,404.538,289.766,-999.25,1831.05,Basalt
290.94,16.3625,13.1209,2.05495,335.24,226.948,-999.25,1768.87,Basalt
291.04,16.8176,13.1212,2.05594,247.226,166.601,-999.25,1782.32,Basalt
291.14,17.4856,13.1214,2.05691,176.294,123.409,-999.25,1809.85,Basalt
291.24,18.4365,13.1215,2.05789,132.276,98.1637,-999.25,1845.47,Basalt
291.34,19.6376,13.1215,2.0589,111.526,88.0278,-999.25,1795.98,Basalt
291.44,20.9434,13.1216,2.05989,104.671,86.1182,-999.25,1936.98,Basalt
291.54,22.2271,13.1218,2.06093,97.7209,82.2908,-999.25,1953.13,Basalt
291.64,23.2212,13.122,2.06186,85.5163,75.1225,-999.25,2355.53,Basalt
291.74,23.7309,13.1223,2.06284,73.6904,70.1035,-999.25,2064.98,Basalt
291.84,23.8324,13.1224,2.06381,66.4025,69.5308,-999.25,2111.49,Basalt
291.94,23.7876,13.1225,2.06474,62.2781,71.1104,-999.25,2102.02,Basalt
292.04,23.921,13.1225,2.06557,59.0181,74.3375,-999.25,2102.02,Basalt
292.14,24.2889,13.1225,2.06652,63.031,91.4146,-999.25,2092.63,Basalt
292.24,24.6274,13.1225,2.06746,95.3274,153.351,-999.25,2029.22,Basalt
292.34,24.6343,13.1225,2.06851,185.05,289.759,-999.25,2211.08,Basalt
292.44,24.0757,13.1226,2.06947,336.329,486.12,-999.25,2083.33,Basalt
292.54,22.8399,13.1226,2.0705,514.697,686.034,-999.25,1953.13,Basalt
292.64,21.0355,13.1227,2.07145,673.661,836.508,-999.25,1986.23,Basalt
292.74,19.0756,13.1229,2.0724,784.287,918.324,3167.23,1621.97,Basalt
292.84,17.5271,13.1231,2.0734,839.276,941.113,3255.21,1644.74,Basalt
292.94,16.7301,13.1233,2.07442,848.878,928.398,3210.62,1644.74,Basalt
293.04,16.8219,13.1236,2.07541,841.174,911.163,3605.77,1627.6,Basalt
293.14,17.6219,13.1239,2.07638,849.85,917.634,3605.77,1614.01,Basalt
293.24,18.6377,13.1243,2.07736,887.401,951.358,3372.3,1614.01,Basalt
293.34,19.3693,13.1246,2.07836,931.042,984.633,3348.21,1614.01,Basalt
293.44,19.623,13.1249,2.07935,944.374,983.802,3780.24,1644.74,Basalt
293.54,19.4864,13.125,2.08039,913.074,937.105,3188.78,1638.99,Basalt
293.64,19.2173,13.1251,2.08142,852.735,861.029,3210.62,1633.28,Basalt
293.74,19.0543,13.1252,2.08244,803.007,800.131,3396.74,1650.53,Basalt
293.84,19.0822,13.1252,2.08347,804.128,797.857,3135.49,1662.23,Basalt
293.94,19.2116,13.1253,2.0845,859.264,855.19,3283.08,1936.98,Basalt
294.04,19.3008,13.1255,2.08553,924.598,927.762,3614.43,1961.3,Basalt
294.14,19.2771,13.1257,2.08654,952.503,968.194,3939.35,2379.44,Basalt
294.24,19.1805,13.1259,2.08756,938.426,967.296,3991.17,2211.08,Basalt
294.34,19.1145,13.1262,2.0886,910.882,948.192,3969.09,2320.54,Basalt
294.44,19.2257,13.1265,2.08967,894.486,936.66,4148.55,2320.54,Basalt
294.54,19.4693,13.1267,2.09068,898.326,950.698,4111.84,2232.14,Basalt
294.64,19.7749,13.1269,2.09176,927.191,999.125,4163.01,2929.69,Basalt
294.74,20.0735,13.1271,2.09285,976.916,1070.91,4300.82,2948.11,Basalt
294.84,20.2522,13.1274,2.09397,1022.58,1133.08,4246.05,2948.11,Basalt
294.94,20.226,13.1276,2.09509,1038.42,1159.59,4273.18,2948.11,Basalt
295.04,20.0301,13.1279,2.09626,1027.11,1156.33,4469.07,2893.52,Basalt
295.14,19.7828,13.1281,2.09743,1010.63,1146.99,4340.28,2893.52,Basalt
295.24,19.472,13.1281,2.09867,999.547,1143.34,4377.06,2929.69,Basalt
295.34,19.086,13.1281,2.09988,993.9,1146.13,4467.93,2929.69,Basalt
295.44,18.7185,13.128,2.10115,1003.31,1164.66,4529.94,2948.11,Basalt
295.54,18.399,13.1279,2.10249,1042.16,1211.17,4488.21,2985.67,Basalt
295.64,18.1323,13.1281,2.10376,1105.66,1277.72,4490.1,2911.49,Basalt
295.74,17.9409,13.1284,2.10515,1163.25,1332.76,4388.17,2985.67,Basalt
295.84,17.9171,13.1288,2.10659,1191.52,1353.3,4186.6,3004.81,Basalt
295.94,18.2012,13.1293,2.10795,1196.29,1348.03,4239.13,3004.81,Basalt
296.04,18.7723,13.1298,2.10893,1193.67,1329.45,4402.28,3024.19,Basalt
296.14,19.6018,13.1302,2.10986,1184.39,1296.39,4304.71,2911.49,Basalt
296.24,20.4465,13.1305,2.11085,1172.45,1268.95,4200.39,2929.69,Basalt
296.34,20.9292,13.1307,2.11185,1195.04,1303.83,4281.63,3188.78,Basalt
296.44,20.8323,13.1309,2.11283,1289.54,1432.7,4300.82,2773.67,Basalt
296.54,20.1956,13.1311,2.11382,1433.36,1602.76,4360.56,2790.18,Basalt
296.64,19.396,13.1312,2.11477,1547.53,1716.95,4360.56,2773.67,Basalt
296.74,18.9506,13.1312,2.11573,1575.61,1731.91,4360.56,3004.81,Basalt
296.84,19.1163,13.1312,2.11672,1536.29,1687.94,4402.28,2773.67,Basalt
296.94,19.656,13.1312,2.11777,1488.19,1642.84,4320.37,2773.67,Basalt
297.04,20.0481,13.1313,2.1188,1454.53,1602.12,4226.06,2773.67,Basalt
297.14,19.9171,13.1316,2.1198,1404.77,1542.67,4377.06,2773.67,Basalt
297.24,19.1477,13.132,2.12079,1327.11,1476.2,4508.88,2929.69,Basalt
297.34,17.9895,13.1324,2.12187,1276.12,1454.58,4490.1,2709.54,Basalt
297.44,17.0182,13.1327,2.1229,1316.8,1502.94,4300.82,2929.69,Basalt
297.54,16.6352,13.1329,2.12394,1435.6,1577.95,4357.12,2948.11,Basalt
297.64,16.907,13.133,2.12499,1531.98,1601.38,4636.86,2806.89,Basalt
297.74,17.6315,13.1331,2.12605,1514.2,1533.91,4761.95,2858.23,Basalt
297.84,18.3803,13.1332,2.12713,1388.43,1409.13,4696.92,3004.81,Basalt
297.94,18.7657,13.1334,2.12816,1248.08,1302.09,4439.06,2823.79,Basalt
298.04,18.7795,13.1335,2.1292,1184.74,1268.92,4592.64,2929.69,Basalt
298.14,18.6058,13.1337,2.13021,1202.14,1287.17,4740.23,2948.11,Basalt
298.24,18.459,13.1338,2.13127,1203.14,1259.74,4563.22,2948.11,Basalt
298.34,18.4971,13.1339,2.13235,1104.42,1149.31,4239.13,2773.67,Basalt
298.44,18.7209,13.134,2.13341,965.013,1060.11,4360.56,2709.54,Basalt
