Depth,GR,TEMP1,TEMP2,P,Rmud,Rd,Rs,Th,U,K,Vp,Vs,Vw,INDEX
m,API,C,C,MPa,Ohmm,Ohmm,Ohmm,ppm,ppm,%,m/s,m/s,m/s,Rock types
1458.9,18.5682,112.99,112.893,13.2096,1.44142,133.705,105.123,4.02764,0.32692,0.6627,5691.22,3335.22,1361.57,Basalt
1459,17.8928,112.997,112.907,13.2106,1.44157,59.449,49.0076,3.9218,0.35484,0.6554,5574.32,3330.91,1360.49,Basalt
1459.1,17.5427,113.004,112.92,13.2115,1.44166,27.6298,35.6077,3.4851,0.57569,0.61718,5866.04,3337.38,1359.41,Basalt
1459.2,17.6109,113.01,112.933,13.2125,1.44164,50.4352,85.6026,2.83184,0.95692,0.55104,6009.62,3324.47,1358.34,Basalt
1459.3,18.1261,113.017,112.947,13.2134,1.44174,128.843,197.823,2.13642,1.3962,0.47322,5832.86,3390.04,1357.62,Basalt
1459.4,18.9474,113.023,112.96,13.2144,1.44152,232.604,327.443,1.61486,1.72873,0.42006,5886.13,3307.41,1356.55,Basalt
1459.5,19.8812,113.03,112.974,13.2153,1.44135,312.115,413.048,1.43918,1.81673,0.42296,5846.09,3311.66,1355.48,Basalt
1459.6,20.7725,113.037,112.987,13.2163,1.44135,341.405,435.032,1.65051,1.63849,0.47999,5859.38,3337.38,1354.41,Basalt
1459.7,21.5441,113.044,113,13.2173,1.44088,341.828,431.441,2.22813,1.25882,0.56148,5761.17,3354.75,1354.06,Basalt
1459.8,22.1604,113.049,113.014,13.2182,1.44085,350.396,445.049,3.04232,0.80814,0.62812,5787.04,3348.21,1352.64,Basalt
1459.9,22.5984,113.054,113.027,13.2191,1.4406,373.486,473.208,3.81275,0.44633,0.65287,5787.04,3359.12,1351.22,Basalt
1460,22.8654,113.058,113.04,13.2201,1.4406,386.447,482.858,4.27978,0.26331,0.63804,5919.92,3361.31,1352.28,Basalt
1460.1,22.9438,113.064,113.054,13.2211,1.44058,368.932,455.081,4.30489,0.26838,0.61059,5832.86,3363.5,1351.57,Basalt
1460.2,22.8009,113.07,113.067,13.222,1.4404,325.81,400.67,3.87931,0.44002,0.59516,5926.72,3354.75,1352.28,Basalt
1460.3,22.4449,113.077,113.067,13.223,1.44042,279.06,344.691,3.16097,0.75269,0.59128,5872.72,3439.79,1353.7,Basalt
1460.4,21.9211,113.084,113.081,13.224,1.44037,247.933,304.875,2.38007,1.17208,0.58284,6073.32,3367.9,1354.06,Basalt
1460.5,21.3498,113.09,113.094,13.2249,1.44039,236.926,283.101,1.74007,1.63658,0.55413,6389.41,3455.93,1355.12,Basalt
1460.6,20.8719,113.097,113.107,13.2259,1.44021,235.542,268.697,1.33248,2.04861,0.50799,6326.69,3458.25,1356.91,Basalt
1460.7,20.4831,113.104,113.107,13.2268,1.44004,231.24,251.043,1.10666,2.30203,0.47158,6257.58,3437.5,1358.7,Basalt
1460.8,20.1721,113.11,113.121,13.2278,1.43972,220,228.395,0.95067,2.32237,0.47677,6257.58,3439.79,1359.77,Basalt
1460.9,19.9708,113.117,113.121,13.2287,1.43986,204.59,205.057,0.81238,2.10776,0.53114,6175.15,3442.09,1361.93,Basalt
1461,19.941,113.124,113.134,13.2297,1.43973,185.619,181.776,0.75417,1.72736,0.61174,6073.32,3446.69,1364.09,Basalt
1461.1,20.0805,113.131,113.147,13.2307,1.43968,158.387,153.063,0.94422,1.26583,0.68601,5793.54,3469.89,1364.09,Basalt
1461.2,20.3522,113.137,113.147,13.2316,1.43952,120.181,115.638,1.43444,0.82809,0.72836,5960.98,3483.95,1365.53,Basalt
1461.3,20.6988,113.143,113.161,13.2326,1.43947,78.7496,78.0585,2.10817,0.51155,0.73298,5748.33,3483.95,1365.89,Basalt
1461.4,20.9816,113.147,113.161,13.2336,1.43955,50.8181,58.398,2.76367,0.34459,0.71913,5800.06,3403.47,1365.89,Basalt
1461.5,20.9639,113.152,113.174,13.2345,1.43945,49.9195,68.8051,3.18452,0.30724,0.71314,5819.7,3403.46,1366.26,Basalt
1461.6,20.5314,113.157,113.174,13.2355,1.43939,74.3015,103.147,3.21118,0.36314,0.73511,5592.46,3398.98,1366.26,Basalt
1461.7,19.7903,113.164,113.188,13.2364,1.43934,108.385,142.369,2.85841,0.45484,0.79224,5806.59,3394.5,1365.89,Basalt
1461.8,19.1356,113.17,113.188,13.2374,1.43918,135.415,170.132,2.34915,0.51739,0.8704,5793.54,3383.37,1364.45,Basalt
1461.9,18.9592,113.177,113.188,13.2383,1.43915,148.662,182.587,1.98157,0.50501,0.94233,5806.59,3365.7,1363.01,Basalt
1462,19.3761,113.184,113.201,13.2393,1.43901,150.777,184.544,1.94966,0.40761,0.98293,5859.37,3361.31,1361.93,Basalt
1462.1,20.2486,113.191,113.201,13.2403,1.43901,147.505,182.648,2.26661,0.24523,0.98584,5926.72,3396.74,1360.85,Basalt
1462.2,21.234,113.197,113.201,13.2413,1.43888,143.201,181.406,2.71925,0.08779,0.96041,6030.7,3367.9,1359.05,Basalt
1462.3,21.927,113.204,113.214,13.2422,1.43888,139.224,181.465,3.12829,-999.25,0.92004,5800.06,3339.54,1358.34,Basalt
1462.4,22.0712,113.21,113.214,13.2431,1.43871,135.065,181.467,3.48133,-999.25,0.87296,5954.1,3333.06,1357.27,Basalt
1462.5,21.7188,113.214,113.214,13.2442,1.43852,132.959,184.901,3.82033,-999.25,0.81912,5879.42,3339.54,1357.27,Basalt
1462.6,21.095,113.219,113.228,13.245,1.43863,140.015,201.438,4.189,-999.25,0.76987,5892.86,3346.04,1357.27,Basalt
1462.7,20.3984,113.224,113.228,13.246,1.43855,162.467,237.067,4.6759,-999.25,0.75792,5892.86,3350.39,1356.55,Basalt
1462.8,19.6715,113.23,113.228,13.247,1.43857,196.501,282.956,5.23209,-999.25,0.80624,5703.82,3354.75,1355.84,Basalt
1462.9,18.7812,113.237,113.241,13.2479,1.43855,228.546,319.857,5.62932,-999.25,0.9114,5767.62,3363.5,1356.55,Basalt
1463,17.649,113.245,113.241,13.2489,1.43839,247.146,335.332,5.66147,-999.25,1.03436,5741.93,3365.7,1357.27,Basalt
1463.1,16.3763,113.254,113.241,13.2498,1.43846,251.416,331.47,5.2819,-999.25,1.12061,5703.82,3401.22,1357.62,Basalt
1463.2,15.1487,113.263,113.254,13.2508,1.43825,244.104,313.186,4.5929,-999.25,1.12456,5697.51,3359.12,1357.98,Basalt
1463.3,14.1997,113.271,113.254,13.2518,1.43809,225.433,282.397,3.77776,-999.25,1.03124,5697.51,3361.31,1358.34,Basalt
1463.4,13.7675,113.277,113.254,13.2527,1.43794,198.685,246.172,3.01424,0.07284,0.86657,5716.46,3381.15,1357.98,Basalt
1463.5,13.8971,113.281,113.268,13.2536,1.43793,175.421,220.163,2.39743,0.82464,0.68284,5716.46,3381.15,1357.27,Basalt
1463.6,14.464,113.285,113.268,13.2545,1.43805,167.523,215.698,2.00998,1.36619,0.52533,5697.51,3372.3,1356.19,Basalt
1463.7,15.3082,113.291,113.268,13.2554,1.43792,176.006,228.899,1.95632,1.61683,0.41409,5635.25,3352.57,1354.41,Basalt
1463.8,16.2775,113.297,113.268,13.2563,1.43775,191.633,246.327,2.20298,1.62553,0.33935,5598.53,3343.87,1352.99,Basalt
1463.9,17.2118,113.303,113.281,13.2573,1.43772,203.841,256.234,2.61605,1.46417,0.29695,5616.83,3343.87,1351.57,Basalt
1464,17.9559,113.308,113.281,13.2583,1.43768,205.5,252.487,3.06542,1.19532,0.2941,5629.09,3341.7,1349.8,Basalt
1464.1,18.4314,113.313,113.281,13.2591,1.43773,195.59,236.506,3.41609,0.89578,0.33552,5604.62,3339.54,1348.74,Basalt
1464.2,18.713,113.321,113.281,13.26,1.4376,181.669,218.867,3.5852,0.64063,0.41125,5586.4,3311.66,1348.04,Basalt
1464.3,18.9139,113.328,113.281,13.261,1.43746,174.786,211.387,3.63691,0.45357,0.49727,5586.4,3315.92,1346.63,Basalt
1464.4,19.1978,113.334,113.295,13.262,1.4374,176.77,212.753,3.72973,0.30365,0.57105,5629.09,3324.47,1346.63,Basalt
1464.5,19.6471,113.339,113.295,13.2629,1.43741,178.253,210.793,3.92721,0.19157,0.61175,5684.95,3320.19,1346.28,Basalt
1464.6,20.236,113.344,113.295,13.264,1.43729,172.263,200.321,4.14198,0.15325,0.60961,5691.22,3324.47,1347.69,Basalt
1464.7,20.7918,113.351,113.295,13.2649,1.43717,165.579,191.822,4.20744,0.21763,0.57625,5780.55,3335.22,1349.45,Basalt
1464.8,21.0283,113.358,113.295,13.2658,1.43691,170.967,197.38,3.98084,0.37848,0.5404,5866.04,3341.7,1351.93,Basalt
1464.9,20.7432,113.364,113.295,13.2668,1.43687,189.845,213.285,3.4448,0.59371,0.52639,5899.6,3343.87,1352.99,Basalt
1465,19.9032,113.37,113.295,13.2678,1.43707,208.72,223.137,2.74185,0.79748,0.53817,5940.38,3341.7,1355.12,Basalt
1465.1,18.7428,113.375,113.295,13.2687,1.4367,213.502,216.147,2.10291,0.93999,0.55671,5926.72,3337.38,1356.19,Basalt
1465.2,17.6341,113.379,113.308,13.2698,1.43674,203.244,197.511,1.77628,0.99522,0.55938,5940.38,3335.22,1356.91,Basalt
1465.3,16.8364,113.384,113.308,13.2708,1.43671,187.015,178.702,1.91233,0.96255,0.53439,5967.88,3337.38,1357.27,Basalt
1465.4,16.5372,113.391,113.321,13.2717,1.43643,168.715,161.223,2.44607,0.86817,0.49043,5960.98,3343.87,1357.62,Basalt
1465.5,16.7014,113.398,113.348,13.2727,1.4363,143.378,137.545,3.15026,0.75997,0.44441,5899.6,3352.57,1357.27,Basalt
1465.6,17.1105,113.404,113.361,13.2737,1.43642,108.524,104.854,3.77615,0.6713,0.41104,5832.86,3363.5,1357.98,Basalt
1465.7,17.6015,113.411,113.375,13.2747,1.4361,72.0447,71.8015,4.09925,0.62578,0.40083,5859.38,3361.31,1357.62,Basalt
1465.8,18.0714,113.418,113.388,13.2757,1.43599,48.4377,53.9552,4.01591,0.63636,0.41572,5813.13,3367.9,1357.27,Basalt
1465.9,18.4465,113.423,113.402,13.2767,1.43611,47.9377,62.5696,3.5324,0.71581,0.44726,5697.51,3381.15,1356.91,Basalt
1466,18.6791,113.428,113.415,13.2777,1.43572,69.9847,96.7364,2.78523,0.84417,0.48799,5722.81,3378.93,1357.62,Basalt
1466.1,18.7171,113.432,113.428,13.2787,1.43566,104.894,144.277,1.99909,0.96137,0.53799,5497.07,3378.93,1356.19,Basalt
1466.2,18.5819,113.438,113.442,13.2796,1.43552,141.271,191.011,1.39744,1.00267,0.5972,5508.81,3385.59,1356.19,Basalt
1466.3,18.3798,113.445,113.455,13.2806,1.43545,173.031,230.245,1.08084,0.95079,0.66004,5684.95,3410.22,1355.84,Basalt
1466.4,18.2706,113.454,113.468,13.2816,1.43524,200.121,262.7,1.04517,0.8449,0.71336,5697.51,3405.71,1355.48,Basalt
1466.5,18.3175,113.463,113.468,13.2825,1.43512,221.071,285.9,1.26614,0.72984,0.74498,5741.93,3385.59,1355.48,Basalt
1466.6,18.3961,113.471,113.455,13.2835,1.43505,228.444,290.549,1.65528,0.64648,0.74974,5806.59,3370.1,1355.12,Basalt
1466.7,18.2965,113.478,113.442,13.2844,1.43511,217.584,275.007,2.0684,0.62043,0.73233,5787.04,3372.3,1355.12,Basalt
1466.8,17.8486,113.485,113.428,13.2854,1.43519,197.558,255.39,2.39624,0.64469,0.70428,5859.38,3385.59,1354.77,Basalt
1466.9,17.139,113.492,113.415,13.2864,1.43483,185.667,252.683,2.60872,0.68366,0.67155,6023.66,3374.51,1353.7,Basalt
1467,16.4855,113.498,113.415,13.2873,1.43485,192.791,274.246,2.72796,0.70195,0.63816,6242.43,3367.9,1352.64,Basalt
1467.1,16.2678,113.504,113.415,13.2883,1.43477,215.828,310.583,2.79929,0.68251,0.60798,6381.5,3370.1,1351.57,Basalt
1467.2,16.6665,113.508,113.415,13.2892,1.4346,244.049,347.36,2.88084,0.62308,0.58516,6696.43,3365.7,1351.57,Basalt
1467.3,17.5972,113.513,113.415,13.2901,1.43465,269.375,376.329,3.04803,0.50685,0.58032,6696.43,3356.93,1351.57,Basalt
1467.4,18.7295,113.518,113.415,13.2911,1.43461,289.071,395.021,3.33139,0.30312,0.60683,6518.65,3346.04,1351.57,Basalt
1467.5,19.668,113.525,113.415,13.2921,1.43441,302.123,402.109,3.65482,0.0388,0.6606,6543.46,3348.21,1351.57,Basalt
1467.6,20.1121,113.532,113.415,13.293,1.43439,307.76,397.795,3.84435,-999.25,0.72024,6485.85,3359.12,1351.93,Basalt
1467.7,20.0188,113.538,113.428,13.294,1.43418,306.709,385.764,3.79663,-999.25,0.76365,6421.23,3363.5,1352.28,Basalt
1467.8,19.5068,113.544,113.442,13.2949,1.43432,301.764,371.851,3.48371,-999.25,0.78409,6526.9,3350.39,1351.57,Basalt
1467.9,18.88,113.548,113.455,13.2959,1.43415,295.489,358.716,2.99528,-999.25,0.77229,6413.25,3328.76,1350.86,Basalt
1468,18.3964,113.553,113.468,13.2969,1.4339,286.44,343.075,2.54162,0.13513,0.72448,6288.11,3330.91,1350.86,Basalt
1468.1,18.2389,113.558,113.482,13.2978,1.43394,272.759,323.774,2.35864,0.37592,0.65052,6109.3,3326.61,1351.22,Basalt
1468.2,18.5307,113.565,113.495,13.2987,1.43397,258.945,307.889,2.5821,0.51135,0.56785,5886.13,3330.91,1351.57,Basalt
1468.3,19.2249,113.571,113.509,13.2997,1.4338,252.422,302.133,3.16141,0.51047,0.49748,5872.72,3335.22,1351.93,Basalt
1468.4,20.0271,113.578,113.509,13.3007,1.43384,253.13,302.398,3.84268,0.41593,0.46127,5866.04,3335.22,1352.28,Basalt
1468.5,20.5698,113.585,113.522,13.3016,1.43392,252.761,298.543,4.32013,0.31384,0.46866,5866.04,3320.19,1352.64,Basalt
1468.6,20.5353,113.592,113.535,13.3026,1.43371,245.709,287.312,4.4314,0.26826,0.51121,5839.47,3320.19,1352.99,Basalt
1468.7,19.821,113.598,113.549,13.3035,1.4335,235.277,273.915,4.17094,0.34012,0.55837,5892.86,3326.61,1353.35,Basalt
1468.8,18.5554,113.605,113.562,13.3044,1.43344,226.404,261.917,3.63777,0.56644,0.57896,5906.36,3335.22,1353.7,Basalt
1468.9,17.1288,113.611,113.576,13.3054,1.43341,218.042,248.819,3.06816,0.86573,0.56995,5913.13,3335.22,1354.06,Basalt
1469,15.9625,113.615,113.589,13.3063,1.43344,206.628,232.829,2.67136,1.11799,0.55145,5913.13,3341.7,1354.41,Basalt
1469.1,15.3735,113.62,113.589,13.3073,1.4335,194.169,218.458,2.47709,1.24987,0.55114,5981.73,3343.87,1354.77,Basalt
1469.2,15.4343,113.625,113.602,13.3082,1.43341,188.875,214.211,2.40051,1.26054,0.57532,6030.7,3354.75,1355.12,Basalt
1469.3,15.8592,113.632,113.616,13.3092,1.43303,197.406,224.794,2.36166,1.19933,0.60305,6182.55,3354.75,1355.12,Basalt
1469.4,16.2314,113.638,113.629,13.3102,1.43315,217.518,246.108,2.31119,1.13126,0.60943,6044.84,3350.39,1355.12,Basalt
1469.5,16.3,113.645,113.642,13.3111,1.43325,237.98,265.142,2.25031,1.09118,0.58383,6044.84,3359.12,1355.48,Basalt
1469.6,16.1161,113.652,113.656,13.312,1.433,243.186,265.313,2.23304,1.07679,0.53165,6212.35,3383.37,1355.84,Basalt
1469.7,15.9994,113.658,113.669,13.3131,1.43294,222.143,237.191,2.2673,1.06434,0.47826,6212.35,3385.59,1355.84,Basalt
1469.8,16.2221,113.665,113.683,13.314,1.43283,178.857,189.986,2.30448,1.02824,0.45159,6167.76,3376.72,1355.84,Basalt
1469.9,16.7877,113.672,113.683,13.3149,1.4329,135.802,151.187,2.35528,0.94182,0.46159,6257.58,3390.04,1355.84,Basalt
1470,17.4087,113.678,113.696,13.3159,1.43265,117.041,143.05,2.42916,0.84169,0.49002,6272.81,3396.74,1355.84,Basalt
1470.1,17.7017,113.685,113.709,13.3169,1.43253,125.059,159.008,2.49793,0.76687,0.51957,6197.42,3390.04,1355.84,Basalt
1470.2,17.4202,113.692,113.709,13.3178,1.43256,138.875,172.747,2.57477,0.686,0.55106,6051.94,3390.04,1356.19,Basalt
1470.3,16.5803,113.699,113.723,13.3188,1.43239,141.267,172.749,2.70428,0.52746,0.59741,5933.54,3376.72,1356.19,Basalt
1470.4,15.3647,113.705,113.736,13.3198,1.43253,138.718,174.032,2.86423,0.28172,0.66311,5866.04,3376.72,1356.55,Basalt
1470.5,14.0149,113.712,113.736,13.3206,1.43203,147.055,191.618,2.99596,0.00157,0.7381,5960.98,3381.15,1356.55,Basalt
1470.6,12.8058,113.719,113.749,13.3216,1.43212,166.79,218.426,3.01981,-999.25,0.79463,5967.88,3381.15,1356.19,Basalt
1470.7,11.9272,113.725,113.749,13.3227,1.43175,184.632,237.982,2.87693,-999.25,0.80763,5819.7,3361.31,1355.84,Basalt
1470.8,11.4679,113.732,113.763,13.3235,1.43182,193.115,247.459,2.60913,-999.25,0.77139,5832.86,3361.31,1355.84,Basalt
1470.9,11.6024,113.739,113.776,13.3244,1.43188,198.735,257.363,2.32231,0.34885,0.69397,5988.68,3363.5,1356.19,Basalt
1471,12.4507,113.744,113.776,13.3255,1.43191,210.308,274.419,2.09792,0.72598,0.60254,5819.7,3339.54,1356.19,Basalt
1471.1,13.8643,113.749,113.79,13.3265,1.43134,229.071,296.794,1.96539,1.01398,0.53036,5767.62,3326.61,1356.19,Basalt
1471.2,15.553,113.753,113.79,13.3274,1.43131,250.494,320.471,2.02142,1.09097,0.50656,5886.13,3330.91,1356.19,Basalt
1471.3,17.1677,113.759,113.79,13.3284,1.43134,270.194,341.917,2.35047,0.89259,0.54313,5886.13,3326.61,1355.84,Basalt
1471.4,18.3873,113.765,113.803,13.3293,1.43152,283.565,354.97,2.83924,0.51607,0.61922,6023.66,3330.91,1355.48,Basalt
1471.5,19.0854,113.772,113.803,13.3302,1.43107,286.262,353.239,3.32755,0.1031,0.70262,6002.62,3324.47,1355.12,Basalt
1471.6,19.3038,113.779,113.803,13.3312,1.43122,277.19,336.778,3.72837,-999.25,0.76041,6087.66,3356.93,1355.48,Basalt
1471.7,19.1827,113.786,113.816,13.3321,1.43089,260.803,314.044,3.97867,-999.25,0.76444,6059.05,3356.93,1355.84,Basalt
1471.8,18.9226,113.792,113.816,13.3331,1.43118,241.51,289.645,4.07562,-999.25,0.71708,5967.88,3363.5,1356.19,Basalt
1471.9,18.7858,113.798,113.83,13.3341,1.43117,216.426,257.444,4.04055,-999.25,0.64574,5947.23,3359.12,1356.55,Basalt
1472,18.9022,113.802,113.83,13.335,1.4312,181.716,213.871,3.90836,0.19821,0.59276,5793.54,3361.31,1356.55,Basalt
1472.1,19.0738,113.807,113.843,13.336,1.43077,144.549,171.928,3.7738,0.35417,0.58765,5826.27,3378.93,1356.91,Basalt
1472.2,19.0224,113.812,113.843,13.3369,1.4307,121.766,152.805,3.69899,0.3461,0.62997,5767.62,3383.37,1357.27,Basalt
1472.3,18.5472,113.819,113.857,13.3379,1.43084,124.936,165.633,3.61131,0.23505,0.69076,5697.51,3381.15,1357.62,Basalt
1472.4,17.6962,113.825,113.857,13.3389,1.43077,151.971,202.682,3.37837,0.16468,0.72813,5722.81,3387.81,1357.98,Basalt
1472.5,16.7886,113.832,113.87,13.3399,1.43069,194.135,252.336,2.97336,0.23125,0.71698,5691.22,3405.71,1358.34,Basalt
1472.6,16.2212,113.839,113.87,13.3408,1.43061,244.433,306.389,2.48387,0.42949,0.66583,5616.83,3407.96,1359.05,Basalt
1472.7,16.2127,113.846,113.883,13.3417,1.43013,292.365,351.406,1.97085,0.69894,0.60535,5556.3,3374.51,1358.7,Basalt
1472.8,16.7129,113.852,113.883,13.3427,1.43022,318.12,365.852,1.5216,0.93339,0.57224,5240.09,3376.72,1358.34,Basalt
1472.9,17.4994,113.859,113.883,13.3436,1.43042,304.535,336.799,1.25686,1.0432,0.58164,5197.83,3356.93,1358.34,Basalt
1473,18.2832,113.866,113.897,13.3446,1.42994,253.801,272.859,1.2489,1.00385,0.62241,5604.62,3356.93,1357.98,Basalt
1473.1,18.8567,113.873,113.91,13.3455,1.43014,186.552,199.137,1.53274,0.84799,0.66297,5514.71,3346.04,1357.62,Basalt
1473.2,19.1982,113.882,113.91,13.3465,1.42986,128.839,141.996,2.02407,0.66314,0.67046,5672.44,3324.47,1357.27,Basalt
1473.3,19.3044,113.891,113.923,13.3475,1.42972,94.7425,112.555,2.58823,0.51688,0.63524,5859.38,3315.92,1356.91,Basalt
1473.4,19.1586,113.899,113.923,13.3484,1.42978,83.5474,107.982,3.12057,0.42976,0.56931,5926.72,3318.05,1356.19,Basalt
1473.5,18.7359,113.906,113.923,13.3494,1.42961,90.497,124.577,3.4803,0.42689,0.49443,5879.42,3318.05,1355.84,Basalt
1473.6,18.0264,113.913,113.937,13.3503,1.42971,114.792,162.835,3.6696,0.50227,0.42338,5832.86,3309.53,1355.48,Basalt
1473.7,17.063,113.918,113.937,13.3513,1.42968,155.377,218.931,3.86992,0.6436,0.3389,6009.62,3318.05,1355.12,Basalt
1473.8,15.9938,113.923,113.95,13.3522,1.42974,203.916,278.166,4.17739,0.8255,0.23372,6051.94,3320.19,1355.12,Basalt
1473.9,15.0187,113.927,113.95,13.3532,1.42958,245.247,321.159,4.51264,1.00851,0.12264,6437.27,3313.79,1355.84,Basalt
1474,14.3088,113.933,113.964,13.3542,1.42924,267.113,336.973,4.64659,1.15961,0.04054,6568.47,3324.47,1355.12,Basalt
1474.1,13.9498,113.939,113.964,13.3551,1.42923,269.701,330.866,4.38669,1.26835,0.02219,6023.66,3322.33,1354.77,Basalt
1474.2,13.9585,113.946,113.977,13.3561,1.42904,264.588,318.682,3.68069,1.33429,0.08803,6094.86,3330.91,1355.12,Basalt
1474.3,14.2089,113.953,113.977,13.3572,1.42915,263.846,313.6,2.74132,1.33327,0.22743,6153.04,3335.22,1355.48,Basalt
1474.4,14.5432,113.959,113.99,13.3581,1.42907,270.672,316.236,1.9623,1.23566,0.39439,6002.62,3343.87,1355.84,Basalt
1474.5,14.8379,113.966,113.99,13.359,1.42911,275.561,313.057,1.64355,1.04014,0.53302,5954.1,3346.04,1356.55,Basalt
1474.6,15.0766,113.972,114.004,13.36,1.42873,265.43,291.625,1.82346,0.7834,0.61019,6059.05,3350.39,1356.91,Basalt
1474.7,15.3238,113.976,114.004,13.361,1.42876,240.695,258.256,2.32063,0.52791,0.62303,6197.42,3341.7,1356.55,Basalt
1474.8,15.6148,113.981,114.017,13.362,1.42871,216.409,231.155,2.86243,0.28455,0.61271,6073.32,3341.7,1355.84,Basalt
1474.9,15.833,113.986,114.017,13.3629,1.4287,204.392,218.847,3.34341,0.03783,0.61583,6037.76,3337.38,1356.19,Basalt
1475,15.9528,113.993,114.03,13.3639,1.42878,200.505,212.666,3.80168,-999.25,0.64958,6109.3,3339.54,1355.12,Basalt
1475.1,15.9357,113.998,114.03,13.3648,1.4286,190.462,198.242,4.18201,-999.25,0.70595,6102.07,3343.87,1354.77,Basalt
1475.2,15.8,114.003,114.044,13.3658,1.42861,165.561,170.426,4.27249,-999.25,0.76299,6080.48,3346.04,1354.77,Basalt
1475.3,15.5804,114.008,114.044,13.3667,1.42863,131.173,136.88,3.92874,-999.25,0.79464,6044.84,3346.04,1354.06,Basalt
1475.4,15.318,114.013,114.057,13.3676,1.42858,100.054,108.797,3.1859,0.04902,0.7833,5813.13,3346.04,1353.35,Basalt
1475.5,15.0768,114.019,114.057,13.3687,1.42833,80.8478,93.9996,2.24324,0.57497,0.73592,5852.72,3350.39,1352.64,Basalt
1475.6,14.8765,114.025,114.071,13.3696,1.4286,76.6539,97.4348,1.46091,1.01986,0.67374,5832.86,3348.21,1351.93,Basalt
1475.7,14.7742,114.03,114.071,13.3705,1.42816,87.9706,120.238,1.18776,1.20502,0.61752,5735.54,3337.38,1351.93,Basalt
1475.8,14.8923,114.034,114.071,13.3715,1.42813,113.847,158.142,1.47002,1.10616,0.58016,5703.82,3339.54,1351.93,Basalt
1475.9,15.2407,114.04,114.084,13.3725,1.42829,149.685,201.521,2.06598,0.85622,0.55837,5729.17,3328.76,1351.57,Basalt
1476,15.7217,114.046,114.084,13.3734,1.42788,185.958,238.896,2.64909,0.60338,0.54556,5697.51,3322.33,1350.86,Basalt
1476.1,16.1975,114.053,114.097,13.3744,1.42792,212.866,263.036,2.9428,0.46065,0.5332,5672.44,3322.33,1351.22,Basalt
1476.2,16.6168,114.06,114.097,13.3753,1.4279,226.343,273.116,2.85678,0.4418,0.52166,5703.82,3320.19,1351.93,Basalt
1476.3,16.9671,114.066,114.111,13.3763,1.42786,228.051,271.894,2.49984,0.51305,0.50709,5722.81,3322.33,1352.28,Basalt
1476.4,17.1812,114.073,114.111,13.3773,1.42781,221.974,263.468,2.02938,0.64936,0.48605,5819.69,3318.05,1352.64,Basalt
1476.5,17.1889,114.08,114.124,13.3782,1.42759,211.211,250.611,1.61464,0.79859,0.46889,5866.04,3320.19,1353.35,Basalt
1476.6,16.9851,114.086,114.124,13.3792,1.42776,196.714,233.597,1.45195,0.89073,0.465,5852.72,3318.05,1353.7,Basalt
1476.7,16.6954,114.093,114.138,13.3801,1.42747,180.468,215.584,1.63537,0.88225,0.47658,5886.13,3320.19,1354.06,Basalt
1476.8,16.514,114.1,114.138,13.3811,1.42745,169.207,204.914,2.06632,0.78918,0.4981,5933.54,3322.33,1354.06,Basalt
1476.9,16.5784,114.106,114.138,13.382,1.42745,168.69,205.774,2.55736,0.65976,0.51789,5866.04,3320.19,1354.77,Basalt
1477,16.8787,114.113,114.151,13.383,1.42708,174.675,211.001,2.89218,0.56208,0.52848,5839.47,3330.91,1355.84,Basalt
1477.1,17.2812,114.12,114.151,13.3839,1.42732,178.216,211.481,2.93501,0.54716,0.53206,5872.72,3339.54,1356.55,Basalt
1477.2,17.4964,114.126,114.164,13.3848,1.42707,177.657,207.898,2.69045,0.59669,0.54784,5906.36,3372.3,1356.91,Basalt
1477.3,17.3286,114.133,114.164,13.3858,1.42701,178.755,207.187,2.27404,0.66637,0.5882,5819.7,3376.72,1357.27,Basalt
1477.4,16.8433,114.14,114.178,13.3867,1.42701,183.245,209.804,1.86207,0.70075,0.65207,5967.88,3372.3,1357.62,Basalt
1477.5,16.3244,114.146,114.178,13.3878,1.42677,184.124,207.968,1.62757,0.65732,0.72374,6365.74,3372.3,1357.98,Basalt
1477.6,16.1182,114.153,114.191,13.3887,1.42671,175.607,197.865,1.61775,0.57649,0.76951,6405.28,3374.51,1357.98,Basalt
1477.7,16.4013,114.16,114.191,13.3896,1.42668,160.697,183.685,1.74776,0.54826,0.76147,6405.28,3365.7,1357.98,Basalt
1477.8,17.0796,114.167,114.204,13.3906,1.42669,145.091,169.522,1.94115,0.61644,0.69845,6342.25,3363.5,1357.98,Basalt
1477.9,17.938,114.173,114.204,13.3916,1.42674,131.241,156.706,2.15979,0.75669,0.60821,6303.48,3361.31,1357.62,Basalt
1478,18.7073,114.18,114.218,13.3925,1.42667,121.66,149.431,2.37478,0.90373,0.52948,6234.89,3359.12,1356.91,Basalt
1478.1,19.1395,114.187,114.218,13.3935,1.42646,120.962,153.823,2.5232,0.99876,0.49241,6212.35,3354.75,1356.55,Basalt
1478.2,19.0881,114.193,114.218,13.3944,1.42653,131.501,171.309,2.52367,1.02773,0.50299,6227.35,3361.31,1356.19,Basalt
1478.3,18.6278,114.199,114.231,13.3954,1.42632,151.089,197.676,2.34447,1.01863,0.54358,6145.71,3328.76,1355.84,Basalt
1478.4,18.0328,114.204,114.231,13.3963,1.42625,174.594,226.738,2.00819,1.02215,0.5865,6189.98,3324.47,1355.48,Basalt
