Depth,GR,TEMP1,TEMP2,P,Rmud,Rd,Rs,Th,U,K,Vp,Vs,Vw,INDEX
m,API,C,C,MPa,Ohmm,Ohmm,Ohmm,ppm,ppm,%,m/s,m/s,m/s,Rock types
1173.5,17.0524,91.6933,91.7334,10.4903,1.77932,2.95901,3.61663,2.8906,-999.25,0.660027,2634.77,1939.17,1315.71,Basalt
1173.6,17.5466,91.7012,91.7466,10.4913,1.77938,3.04435,3.79231,3.04549,-999.25,0.73122,2634.77,1938.44,1314.36,Basalt
1173.7,17.6674,91.71,91.7466,10.4922,1.77915,3.26178,4.07538,3.20912,-999.25,0.810748,2633.43,1936.26,1314.03,Basalt
1173.8,17.4892,91.7189,91.7599,10.4932,1.77907,3.43654,4.26932,3.33156,-999.25,0.882429,2633.43,1936.98,1314.03,Basalt
1173.9,17.1544,91.7278,91.7599,10.4941,1.77903,3.42107,4.2338,3.33664,-999.25,0.93075,2637.47,1939.17,1313.36,Basalt
1174,16.8075,91.7367,91.7732,10.4951,1.77856,3.27169,4.05946,3.15978,-999.25,0.938567,2640.17,1936.98,1311.69,Basalt
1174.1,16.5386,91.7455,91.7865,10.4961,1.77884,3.1798,3.93971,2.87253,0.35022,0.88674,2640.17,1936.98,1311.02,Basalt
1174.2,16.3759,91.7544,91.7865,10.497,1.77822,3.24362,3.94243,2.59318,0.784671,0.777756,2642.88,1936.26,1309.03,Basalt
1174.3,16.3238,91.7632,91.7998,10.498,1.77861,3.36536,3.98757,2.33957,1.22743,0.634904,2646.95,1937.71,1307.7,Basalt
1174.4,16.3261,91.772,91.7998,10.4989,1.77831,3.39906,4.00217,2.04628,1.62752,0.490687,2651.03,1938.44,1306.37,Basalt
1174.5,16.3117,91.7809,91.8131,10.4999,1.77796,3.34284,4.01199,1.67485,1.93304,0.374038,2655.12,1938.44,1304.39,Basalt
1174.6,16.2533,91.7896,91.8264,10.5009,1.7779,3.30744,4.06929,1.25889,2.09744,0.306784,2660.6,1937.71,1303.4,Basalt
1174.7,16.1634,91.7984,91.8264,10.5018,1.7777,3.33302,4.16681,0.859109,2.10492,0.299917,2664.73,1940.63,1303.07,Basalt
1174.8,16.0027,91.8079,91.8397,10.5027,1.77776,3.34242,4.25737,0.522807,1.99254,0.34644,2668.87,1943.55,1303.07,Basalt
1174.9,15.7176,91.8183,91.853,10.5036,1.77734,3.29278,4.30934,0.324064,1.80505,0.428622,2671.63,1946.49,1301.1,Basalt
1175,15.3798,91.8288,91.853,10.5046,1.77743,3.2732,4.31487,0.360604,1.57428,0.520325,2673.02,1945.75,1301.1,Basalt
1175.1,15.1327,91.8381,91.8663,10.5056,1.77712,3.38722,4.29047,0.651454,1.33128,0.597919,2675.79,1947.22,1301.43,Basalt
1175.2,15.0825,91.8456,91.8795,10.5066,1.77713,3.59336,4.26046,1.08488,1.08811,0.658098,2682.75,1945.75,1299.46,Basalt
1175.3,15.2572,91.8521,91.8795,10.5075,1.77709,3.73423,4.21531,1.50134,0.857034,0.705957,2686.95,1946.49,1300.44,Basalt
1175.4,15.5992,91.8585,91.8929,10.5084,1.77691,3.72227,4.13748,1.79948,0.639116,0.753046,2688.35,1945.02,1300.11,Basalt
1175.5,15.9632,91.8656,91.9061,10.5094,1.77653,3.616,4.07008,1.9127,0.455415,0.806784,2689.75,1942.82,1299.79,Basalt
1175.6,16.2075,91.8738,91.9062,10.5104,1.7766,3.51371,4.10246,1.85608,0.345136,0.859172,2691.15,1943.55,1300.44,Basalt
1175.7,16.2739,91.8826,91.9194,10.5113,1.7762,3.43605,4.24645,1.60365,0.379379,0.888343,2691.15,1942.09,1301.43,Basalt
1175.8,16.2147,91.891,91.9194,10.5122,1.77643,3.35099,4.36227,1.06284,0.641224,0.866504,2689.75,1941.36,1302.08,Basalt
1175.9,16.1407,91.8984,91.9327,10.5132,1.77617,3.27742,4.30172,0.333462,1.0869,0.787564,2688.35,1942.82,1301.75,Basalt
1176,16.1343,91.9056,91.9327,10.5141,1.77597,3.2858,4.10037,-999.25,1.59301,0.676058,2686.95,1940.63,1303.07,Basalt
1176.1,16.1399,91.9135,91.946,10.5151,1.77558,3.3773,3.93124,-999.25,2.00934,0.567553,2681.36,1936.98,1302.08,Basalt
1176.2,16.0677,91.9222,91.946,10.516,1.77545,3.44508,3.87846,-999.25,2.21569,0.494561,2670.25,1932.63,1302.08,Basalt
1176.3,15.9073,91.9312,91.9593,10.517,1.77535,3.40177,3.86015,-999.25,2.16338,0.470999,2657.86,1932.63,1303.4,Basalt
1176.4,15.7253,91.9402,91.9726,10.518,1.77532,3.28238,3.78174,-999.25,1.88817,0.486365,2641.52,1930.46,1302.74,Basalt
1176.5,15.5773,91.9491,91.9726,10.5189,1.77486,3.17069,3.68849,-999.25,1.49339,0.515204,2629.4,1929.73,1303.07,Basalt
1176.6,15.4266,91.9573,91.9859,10.5198,1.77475,3.08865,3.70716,0.91002,1.08556,0.535034,2617.39,1929.73,1303.07,Basalt
1176.7,15.1806,91.9647,91.9859,10.5208,1.77469,3.01737,3.86028,1.75282,0.759184,0.534001,2612.08,1927.57,1302.08,Basalt
1176.8,14.8177,91.9719,91.9992,10.5217,1.77446,2.9857,4.00616,2.36198,0.573926,0.510282,2609.44,1927.57,1301.1,Basalt
1176.9,14.3324,91.9799,91.9992,10.5227,1.77474,3.05179,4.00115,2.78092,0.50501,0.471262,2608.12,1926.85,1298.8,Basalt
1177,13.7887,91.9887,92.0125,10.5236,1.77452,3.19569,3.87745,2.97541,0.538017,0.432145,2610.76,1926.85,1297.5,Basalt
1177.1,13.3704,91.9971,92.0125,10.5246,1.77438,3.29443,3.79526,2.94943,0.650588,0.403159,2616.06,1925.41,1296.19,Basalt
1177.2,13.3934,92.0045,92.0257,10.5255,1.77447,3.2537,3.8244,2.79763,0.793983,0.390145,2625.38,1927.57,1295.54,Basalt
1177.3,14.2028,92.0117,92.039,10.5265,1.77402,3.12719,3.86339,2.64556,0.894393,0.402791,2636.12,1933.35,1294.24,Basalt
1177.4,15.8825,92.0197,92.039,10.5274,1.77384,3.04024,3.80543,2.56736,0.91333,0.444276,2645.59,1934.8,1293.27,Basalt
1177.5,18.1415,92.0285,92.0523,10.5283,1.77369,3.02708,3.68434,2.56072,0.863783,0.506239,2656.49,1935.53,1292.62,Basalt
1177.6,20.2803,92.0369,92.0656,10.5294,1.77363,3.01689,3.59198,2.60922,0.776344,0.570714,2661.98,1936.26,1289.38,Basalt
1177.7,21.5597,92.0443,92.0656,10.5302,1.77343,2.97029,3.53545,2.66781,0.675776,0.621798,2668.87,1936.98,1289.06,Basalt
1177.8,21.5712,92.0515,92.0789,10.5312,1.77345,2.94944,3.46484,2.68038,0.574135,0.652807,2667.49,1936.98,1289.39,Basalt
1177.9,20.4261,92.0595,92.0789,10.5323,1.77302,3.01362,3.39478,2.58485,0.480165,0.666655,2663.35,1937.71,1289.39,Basalt
1178,18.7484,92.0683,92.0922,10.5332,1.77326,3.09452,3.39218,2.3675,0.39393,0.678575,2660.6,1929.73,1290.35,Basalt
1178.1,17.3005,92.0768,92.1055,10.5342,1.77275,3.05999,3.46052,2.10791,0.319868,0.699193,2656.49,1922.54,1291.32,Basalt
1178.2,16.5482,92.0843,92.1055,10.5351,1.77274,2.89982,3.54862,1.8937,0.277121,0.730756,2653.76,1923.26,1290.03,Basalt
1178.3,16.5662,92.0909,92.1188,10.5361,1.77274,2.76159,3.65233,1.7811,0.277935,0.776536,2649.67,1921.11,1290.03,Basalt
1178.4,17.0845,92.0974,92.132,10.537,1.77253,2.77226,3.81473,1.78562,0.315088,0.839054,2649.67,1920.39,1289.71,Basalt
1178.5,17.7583,92.1044,92.1321,10.538,1.77244,2.91471,4.01611,1.90475,0.33009,0.924566,2651.03,1917.53,1289.38,Basalt
1178.6,18.2526,92.1124,92.1454,10.539,1.77256,3.10449,4.14644,2.11809,0.264246,1.02818,2655.12,1918.25,1290.03,Basalt
1178.7,18.4098,92.1212,92.1587,10.5399,1.77224,3.30196,4.12303,2.36798,0.121459,1.13083,2657.86,1911.85,1291.97,Basalt
1178.8,18.215,92.1301,92.1719,10.5408,1.77224,3.48269,3.99998,2.56399,-999.25,1.20528,2657.86,1909.72,1291.32,Basalt
1178.9,17.6772,92.1391,92.1719,10.5419,1.77202,3.56712,3.90801,2.63637,-999.25,1.22496,2657.86,1906.9,1291,Basalt
1179,16.9247,92.1479,92.1852,10.5428,1.77174,3.47803,3.89386,2.55248,-999.25,1.17709,2657.86,1901.27,1290.35,Basalt
1179.1,16.2038,92.1567,92.1985,10.5438,1.77169,3.26502,3.8918,2.32547,0.195024,1.06604,2655.12,1905.49,1290.03,Basalt
1179.2,15.7583,92.1657,92.1985,10.5447,1.77164,3.09057,3.86324,2.01162,0.488945,0.91578,2645.59,1910.43,1289.38,Basalt
1179.3,15.7181,92.1746,92.2118,10.5457,1.77118,3.07173,3.86819,1.77354,0.730742,0.760285,2636.12,1909.72,1292.29,Basalt
1179.4,16.0931,92.1829,92.2118,10.5466,1.77108,3.16624,3.95652,1.7533,0.830834,0.625421,2628.06,1907.6,1294.24,Basalt
1179.5,16.8235,92.1903,92.2118,10.5476,1.77085,3.25175,4.05061,1.94007,0.793295,0.527616,2618.71,1904.08,1295.87,Basalt
1179.6,17.7541,92.1975,92.2251,10.5485,1.77087,3.28412,4.03058,2.17748,0.715659,0.466716,2612.08,1905.49,1296.19,Basalt
1179.7,18.6767,92.2055,92.2384,10.5494,1.77104,3.3372,3.91895,2.39268,0.653916,0.443792,2608.12,1898.47,1295.54,Basalt
1179.8,19.3808,92.2142,92.2384,10.5504,1.77066,3.46771,3.88203,2.60694,0.609383,0.453614,2610.76,1907.6,1297.17,Basalt
1179.9,19.7461,92.2228,92.2517,10.5514,1.77039,3.59109,4.01169,2.80528,0.603621,0.473257,2616.06,1905.49,1298.15,Basalt
1180,19.8574,92.2303,92.265,10.5523,1.77044,3.56837,4.19904,2.93363,0.670248,0.479155,2621.38,1904.08,1298.15,Basalt
1180.1,19.8887,92.237,92.265,10.5533,1.77025,3.39681,4.27455,2.96253,0.799849,0.467095,2622.71,1908.31,1298.8,Basalt
1180.2,19.936,92.2434,92.2783,10.5542,1.77013,3.22203,4.20479,2.8654,0.953371,0.450931,2624.05,1905.49,1298.15,Basalt
1180.3,20.048,92.2504,92.2783,10.5552,1.76976,3.15595,4.08906,2.66566,1.07662,0.451738,2633.43,1904.08,1297.82,Basalt
1180.4,20.2157,92.2584,92.2916,10.5562,1.76963,3.16759,3.99528,2.41433,1.13359,0.483037,2640.17,1901.97,1296.19,Basalt
1180.5,20.2606,92.2671,92.2916,10.5571,1.76948,3.17569,3.88035,2.22164,1.09072,0.546443,2644.23,1899.87,1293.91,Basalt
1180.6,19.9914,92.2761,92.3049,10.5581,1.76925,3.1569,3.69374,2.23356,0.937906,0.631024,2646.95,1901.97,1291.65,Basalt
1180.7,19.395,92.2851,92.3182,10.559,1.76891,3.12752,3.50145,2.51234,0.716222,0.719014,2646.95,1903.38,1290.35,Basalt
1180.8,18.6128,92.294,92.3182,10.5599,1.76877,3.07586,3.44505,2.92584,0.505011,0.796347,2644.23,1904.78,1289.06,Basalt
1180.9,17.9722,92.3024,92.3315,10.5609,1.76874,2.98224,3.56764,3.23155,0.382915,0.85137,2640.17,1894.98,1287.13,Basalt
1181,17.7991,92.3098,92.3315,10.5619,1.76873,2.88468,3.73904,3.32824,0.338251,0.88377,2634.77,1899.87,1286.17,Basalt
1181.1,18.1644,92.3169,92.3448,10.5628,1.76882,2.86328,3.80245,3.21403,0.338742,0.892023,2630.74,1903.38,1285.85,Basalt
1181.2,18.9499,92.3249,92.3448,10.5638,1.76855,2.94281,3.73979,2.97661,0.365165,0.870067,2634.77,1899.87,1283.61,Basalt
1181.3,20.0127,92.3336,92.358,10.5647,1.76821,3.04212,3.63475,2.79738,0.377773,0.818208,2640.17,1902.68,1282.97,Basalt
1181.4,21.0763,92.3421,92.3714,10.5656,1.76797,3.07357,3.54329,2.83991,0.331301,0.751187,2638.82,1902.68,1282.01,Basalt
1181.5,21.7998,92.3496,92.3714,10.5666,1.76789,3.06,3.48544,3.0828,0.250674,0.68351,2636.12,1904.78,1281.06,Basalt
1181.6,22.0228,92.3567,92.3847,10.5675,1.76777,3.09425,3.5148,3.33805,0.229452,0.617581,2637.47,1910.43,1282.01,Basalt
1181.7,21.7871,92.3646,92.3979,10.5685,1.76792,3.19596,3.69162,3.39736,0.340775,0.55217,2641.52,1906.19,1283.29,Basalt
1181.8,21.2,92.3733,92.3979,10.5694,1.7677,3.2757,3.97263,3.20994,0.54981,0.503278,2644.23,1904.78,1283.93,Basalt
1181.9,20.3829,92.3822,92.4112,10.5704,1.76759,3.26257,4.21161,2.91973,0.745815,0.485315,2648.3,1911.14,1285.85,Basalt
1182,19.4415,92.3912,92.4112,10.5713,1.76731,3.20756,4.29925,2.75316,0.806951,0.506102,2655.12,1918.96,1287.13,Basalt
1182.1,18.4898,92.4,92.4245,10.5723,1.76717,3.21689,4.26317,2.84114,0.684854,0.556679,2661.98,1914.69,1287.13,Basalt
1182.2,17.6503,92.4088,92.4245,10.5732,1.76704,3.31225,4.19443,3.10951,0.443327,0.61426,2667.49,1917.53,1287.77,Basalt
1182.3,16.9109,92.4177,92.4378,10.5742,1.76686,3.40944,4.12101,3.25987,0.23625,0.655349,2667.49,1918.25,1290.68,Basalt
1182.4,16.1481,92.4265,92.4511,10.5751,1.76676,3.43113,4.00023,3.02304,0.195322,0.670526,2666.11,1916.82,1292.29,Basalt
1182.5,15.3905,92.4354,92.4511,10.5761,1.76644,3.3886,3.84036,2.35471,0.344616,0.66702,2664.73,1916.11,1295.87,Basalt
1182.6,14.7926,92.4443,92.4644,10.577,1.76658,3.34256,3.75705,1.48007,0.571131,0.666812,2660.6,1914.69,1299.13,Basalt
1182.7,14.3943,92.4532,92.4644,10.5779,1.76606,3.31337,3.84911,0.787951,0.692095,0.692656,2657.86,1913.98,1300.77,Basalt
1182.8,14.187,92.4617,92.4777,10.5789,1.76592,3.26637,4.04976,0.560375,0.622026,0.738125,2653.76,1917.53,1301.75,Basalt
1182.9,14.1406,92.4693,92.491,10.5798,1.76588,3.1811,4.18531,0.802649,0.430064,0.766448,2645.59,1915.4,1305.71,Basalt
1183,14.275,92.476,92.491,10.5807,1.76605,3.10235,4.17408,1.33386,0.245523,0.748634,2637.47,1914.69,1307.7,Basalt
1183.1,14.6225,92.4825,92.5043,10.5817,1.7655,3.0952,4.09035,1.89546,0.182984,0.678114,2628.06,1913.27,1309.36,Basalt
1183.2,15.0858,92.4891,92.5176,10.5826,1.76542,3.17148,4.0261,2.26774,0.287116,0.569643,2618.72,1917.53,1311.02,Basalt
1183.3,15.4941,92.4957,92.5176,10.5836,1.76556,3.28012,3.96973,2.40821,0.505158,0.449032,2610.76,1911.14,1313.03,Basalt
1183.4,15.7874,92.5023,92.5308,10.5845,1.76496,3.36648,3.86432,2.43397,0.716653,0.344333,2605.48,1913.27,1312.69,Basalt
1183.5,15.8435,92.509,92.5309,10.5855,1.76514,3.41442,3.74105,2.42855,0.842188,0.272927,2604.17,1914.69,1313.36,Basalt
1183.6,15.5716,92.5155,92.5442,10.5864,1.76469,3.42736,3.71319,2.46421,0.832015,0.245672,2606.8,1913.98,1311.69,Basalt
1183.7,15.0519,92.5221,92.5574,10.5874,1.76484,3.39115,3.83497,2.62944,0.653687,0.269105,2612.08,1913.27,1311.36,Basalt
1183.8,14.5093,92.5291,92.5574,10.5883,1.76466,3.28991,4.01532,2.91864,0.355962,0.330933,2612.08,1913.98,1310.69,Basalt
1183.9,14.1699,92.5373,92.5707,10.5893,1.76442,3.15751,4.11392,3.24883,0.0386457,0.407373,2613.41,1913.98,1309.69,Basalt
1184,14.1728,92.5456,92.5707,10.5902,1.76462,3.07604,4.09475,3.51698,-999.25,0.475521,2625.38,1913.98,1306.37,Basalt
1184.1,14.4903,92.5528,92.584,10.5912,1.76428,3.1092,4.04682,3.63824,-999.25,0.517294,2636.12,1914.69,1304.06,Basalt
1184.2,14.9859,92.5586,92.584,10.5921,1.76383,3.25107,4.05337,3.5442,-999.25,0.529416,2642.88,1917.53,1301.75,Basalt
1184.3,15.4642,92.5647,92.5973,10.5931,1.76394,3.42681,4.07989,3.28436,-999.25,0.518258,2644.23,1919.68,1301.1,Basalt
1184.4,15.779,92.5724,92.5973,10.594,1.764,3.54942,4.03153,2.96238,0.0149927,0.500159,2645.59,1926.13,1299.13,Basalt
1184.5,15.8256,92.5809,92.6106,10.595,1.76365,3.58402,3.90336,2.66636,0.115449,0.491433,2644.23,1931.18,1298.48,Basalt
1184.6,15.7306,92.5886,92.6106,10.5959,1.76351,3.56194,3.81481,2.44508,0.155787,0.494206,2641.52,1906.19,1296.19,Basalt
1184.7,15.8271,92.5954,92.6239,10.5969,1.76341,3.52114,3.87805,2.29511,0.169212,0.501519,2640.17,1906.9,1295.87,Basalt
1184.8,16.2823,92.6019,92.6239,10.5978,1.76332,3.45359,4.06069,2.18181,0.220113,0.500594,2638.82,1880.47,1294.24,Basalt
1184.9,16.9056,92.6085,92.6372,10.5988,1.7634,3.3408,4.22645,2.08532,0.337388,0.487382,2641.52,1863.48,1293.27,Basalt
1185,17.3378,92.6152,92.6372,10.5997,1.76328,3.22501,4.29985,1.98071,0.499265,0.472458,2648.3,1839.55,1293.27,Basalt
1185.1,17.3905,92.6218,92.6505,10.6007,1.76316,3.2001,4.3361,1.91055,0.634232,0.471214,2646.95,1818.78,1291.65,Basalt
1185.2,17.1241,92.6285,92.6505,10.6017,1.76316,3.316,4.41419,1.98153,0.648086,0.497701,2641.52,1790.36,1285.53,Basalt
1185.3,16.7461,92.6352,92.6638,10.6026,1.76275,3.51376,4.51241,2.23632,0.505117,0.556126,2636.12,1760.41,1285.85,Basalt
1185.4,16.6295,92.6415,92.6638,10.6035,1.76267,3.68954,4.54051,2.5969,0.240552,0.642774,2637.47,1739.63,1280.74,Basalt
1185.5,17.0437,92.6468,92.6771,10.6046,1.76207,3.80693,4.48275,2.89276,-999.25,0.744527,2640.17,1718.18,1277.56,Basalt
1185.6,17.8696,92.6512,92.6771,10.6055,1.76292,3.9082,4.44275,2.93897,-999.25,0.832067,2642.88,1690.02,1271.58,Basalt
1185.7,18.7081,92.6559,92.6904,10.6064,1.76246,4.00965,4.5281,2.64253,-999.25,0.876317,2642.88,1687.81,1267.51,Basalt
1185.8,19.253,92.6615,92.6904,10.6073,1.76186,4.04863,4.72416,2.09412,0.258283,0.865903,2641.52,1664.92,1260.08,Basalt
1185.9,19.5584,92.668,92.7037,10.6083,1.76191,3.96693,4.91362,1.50942,0.727383,0.802813,2638.82,1661.7,1253.65,Basalt
1186,19.903,92.6748,92.7037,10.6093,1.7615,3.79757,5.00268,1.12795,1.14763,0.707215,2632.08,1650.53,1247.28,Basalt
1186.1,20.4517,92.6815,92.717,10.6103,1.76181,3.64082,4.99944,1.07212,1.37542,0.613345,2622.71,1645.79,1241.87,Basalt
1186.2,21.0312,92.6881,92.717,10.6112,1.76149,3.57784,4.96309,1.27193,1.38,0.548401,2617.39,1638.47,1238,Basalt
1186.3,21.4077,92.6947,92.7303,10.6121,1.76161,3.61152,4.90586,1.55171,1.23625,0.524637,2620.05,1633.79,1236.81,Basalt
1186.4,21.4482,92.7014,92.7303,10.6131,1.7613,3.67361,4.78397,1.83778,1.01947,0.538502,2621.38,1631.72,1231.2,Basalt
1186.5,21.1095,92.708,92.7303,10.614,1.76084,3.69007,4.57788,2.1197,0.795836,0.572754,2620.05,1619.93,1230.9,Basalt
1186.6,20.613,92.7147,92.7436,10.615,1.76113,3.6559,4.33784,2.37053,0.612558,0.608449,2614.73,1613.34,1229.14,Basalt
1186.7,20.3549,92.7213,92.7436,10.616,1.76067,3.63031,4.1473,2.50784,0.501387,0.635398,2610.76,1612.84,1231.2,Basalt
1186.8,20.4232,92.7279,92.7568,10.6169,1.7602,3.64809,4.07566,2.4428,0.466274,0.658221,2614.73,1611.33,1230.02,Basalt
1186.9,20.5043,92.7344,92.7568,10.6178,1.76057,3.67368,4.16148,2.16698,0.494516,0.683809,2628.06,1610.32,1235.33,Basalt
1187,20.1729,92.7414,92.7701,10.6188,1.76004,3.66439,4.37188,1.82,0.540063,0.71583,2653.76,1615.37,1238.89,Basalt
1187.1,19.2803,92.7495,92.7701,10.6198,1.75993,3.64968,4.59705,1.59314,0.54255,0.756736,2684.15,1617.9,1240.08,Basalt
1187.2,18.0656,92.758,92.7834,10.6208,1.75964,3.70664,4.76113,1.5909,0.496037,0.794439,2718.11,1619.43,1244.27,Basalt
1187.3,16.9921,92.7653,92.7834,10.6217,1.75962,3.85045,4.90073,1.77331,0.444569,0.810393,2748.53,1632.24,1243.67,Basalt
1187.4,16.5359,92.7708,92.7834,10.6227,1.75989,3.99739,5.06121,1.98049,0.435433,0.804993,2772.18,1642.64,1251.82,Basalt
1187.5,16.8925,92.7756,92.7967,10.6237,1.75952,4.05569,5.15674,2.09107,0.503224,0.791002,2853.49,1664.38,1257.62,Basalt
1187.6,17.897,92.781,92.81,10.6246,1.75923,4.03649,5.05426,2.15953,0.612799,0.784405,2916.43,1680.11,1263.79,Basalt
1187.7,19.1065,92.7875,92.81,10.6255,1.75877,4.0372,4.79395,2.27204,0.729448,0.789846,2990.86,1699.49,1270.95,Basalt
1187.8,20.1756,92.7942,92.81,10.6264,1.75883,4.11557,4.60548,2.41653,0.866801,0.79455,3113.68,1705.67,1281.06,Basalt
1187.9,21.0117,92.801,92.8233,10.6274,1.759,4.22981,4.65513,2.52325,1.03992,0.786044,3159.47,1711.33,1291,Basalt
1188,21.6041,92.8078,92.8233,10.6284,1.75861,4.30882,4.87599,2.52272,1.21592,0.773088,3171.13,1722.19,1295.21,Basalt
1188.1,21.9145,92.8141,92.8366,10.6294,1.75838,4.33559,5.09383,2.35385,1.35849,0.779796,3175.03,1736.11,1299.13,Basalt
1188.2,21.9526,92.8194,92.8366,10.6303,1.75825,4.32764,5.22468,2.09904,1.41014,0.832572,3186.8,1761.62,1306.7,Basalt
1188.3,21.8173,92.8239,92.8366,10.6312,1.75834,4.28303,5.28593,1.96145,1.31343,0.94096,3186.8,1763.42,1307.45,Basalt
1188.4,21.7449,92.8285,92.8499,10.6322,1.75817,4.18413,5.28625,2.06561,1.08219,1.08838,3182.87,1756.22,1312.78,Basalt
1188.5,21.9954,92.8342,92.8499,10.6332,1.75819,4.05243,5.21597,2.38989,0.81746,1.22737,3216.63,1764.03,1313.12,Basalt
1188.6,22.6924,92.8405,92.8632,10.6342,1.75807,3.9819,5.12551,2.7553,0.637198,1.30841,3147.89,1751.44,1311.45,Basalt
1188.7,23.5692,92.8459,92.8632,10.6351,1.75766,4.076,5.0966,2.99601,0.586172,1.30597,3078.36,1750.25,1310.78,Basalt
1188.8,24.1401,92.8504,92.8765,10.6361,1.75732,4.33264,5.14064,3.06484,0.612732,1.22982,3040.24,1751.44,1308.12,Basalt
1188.9,23.9566,92.855,92.8898,10.637,1.75763,4.61923,5.20199,3.03219,0.622307,1.1158,3003.06,1729.12,1295.63,Basalt
1189,22.9388,92.8607,92.8898,10.638,1.75705,4.78032,5.24336,2.98239,0.562122,1.00098,3029.52,1750.25,1285.29,Basalt
1189.1,21.5067,92.8669,92.9031,10.6389,1.7569,4.77924,5.2854,2.96064,0.473918,0.8982,3061.91,1757.41,1286.9,Basalt
1189.2,20.2761,92.8723,92.9164,10.6399,1.75723,4.72037,5.37757,2.94695,0.42501,0.811889,3089.42,1746.11,1277.97,Basalt
1189.3,19.7696,92.877,92.9164,10.6408,1.75691,4.7415,5.56993,2.90254,0.474541,0.737259,3121.22,1734.36,1277.97,Basalt
1189.4,20.1245,92.8829,92.9297,10.6418,1.75665,4.88364,5.86934,2.77109,0.688245,0.654453,3165.29,1734.94,1282.01,Basalt
1189.5,21.0253,92.8906,92.9297,10.6428,1.75694,5.05034,6.16522,2.56671,1.03628,0.558327,3200.65,1732.61,1277.88,Basalt
1189.6,21.8726,92.8992,92.943,10.6438,1.75652,5.09085,6.25937,2.33604,1.41271,0.465504,3178.95,1722.19,1278.51,Basalt
1189.7,22.1463,92.9071,92.943,10.6447,1.75584,4.95392,6.04971,2.14563,1.69282,0.400515,3202.64,1725.08,1280.1,Basalt
1189.8,21.7054,92.9139,92.9563,10.6456,1.75633,4.75509,5.66382,2.02915,1.7917,0.388586,3275.89,1733.78,1289.38,Basalt
1189.9,20.7755,92.9204,92.9563,10.6466,1.75592,4.65299,5.34396,2.04259,1.67306,0.434447,3328.76,1729.7,1282.01,Basalt
1190,19.6964,92.9269,92.9696,10.6475,1.75613,4.68219,5.21056,2.2156,1.37819,0.513819,3330.91,1802.25,1280.1,Basalt
1190.1,18.8852,92.9334,92.9696,10.6485,1.75587,4.73517,5.19248,2.50078,1.02537,0.586851,3333.06,1834.31,1287.13,Basalt
1190.2,18.5454,92.9403,92.9829,10.6494,1.75585,4.707,5.18996,2.78711,0.739302,0.627701,3354.75,1878.42,1281.69,Basalt
1190.3,18.5441,92.9482,92.9829,10.6504,1.75542,4.62854,5.22078,3.00077,0.585303,0.628761,3390.04,1941.36,1289.71,Basalt
1190.4,18.5363,92.957,92.9962,10.6514,1.75549,4.62755,5.36051,3.11366,0.571111,0.596963,3398.98,1974.06,1290.35,Basalt
1190.5,18.2327,92.9658,92.9962,10.6524,1.75533,4.75485,5.59049,3.11262,0.653706,0.558101,3403.46,2042.89,1293.27,Basalt
1190.6,17.5921,92.9735,93.0095,10.6533,1.75469,4.88872,5.78809,2.99743,0.7813,0.534176,3442.09,2118.43,1297.82,Basalt
1190.7,16.8333,92.9803,93.0095,10.6543,1.75518,4.86434,5.8526,2.84343,0.892732,0.531306,3512.43,2179.31,1303.4,Basalt
1190.8,16.2586,92.9868,93.0228,10.6552,1.75533,4.67526,5.78685,2.70388,0.959624,0.544434,3568.34,2268.48,1303.73,Basalt
1190.9,16.1311,92.9933,93.0228,10.6561,1.75431,4.49499,5.67142,2.67496,0.946205,0.564279,3600.73,2342.69,1291,Basalt
1191,16.4174,93,93.0228,10.6571,1.7546,4.49511,5.60222,2.8099,0.843789,0.579737,3613.35,2418.5,1301.43,Basalt
1191.1,16.9453,93.0066,93.036,10.658,1.75409,4.67591,5.62825,3.06735,0.678513,0.58525,3623.51,2424.19,1312.36,Basalt
1191.2,17.4945,93.0133,93.036,10.6589,1.75431,4.89824,5.70574,3.39564,0.458831,0.590777,3654.32,2444.88,1314.7,Basalt
1191.3,17.926,93.0199,93.036,10.6599,1.75406,5.03962,5.73878,3.69058,0.221907,0.604657,3641.42,2506.68,1319.07,Basalt
1191.4,18.2674,93.0266,93.0493,10.6609,1.75368,5.10227,5.70784,3.81872,0.0228509,0.635287,3605.77,2560.2,1315.37,Basalt
1191.5,18.6447,93.0334,93.0494,10.6618,1.75393,5.16822,5.70582,3.76239,-999.25,0.689792,3556.03,2644.23,1320.76,Basalt
1191.6,19.1887,93.0398,93.0626,10.6627,1.75393,5.26565,5.81526,3.57073,-999.25,0.765383,3467.55,2678.57,1317.72,Basalt
1191.7,19.9124,93.0452,93.0626,10.6636,1.75369,5.3167,6.01565,3.31767,-999.25,0.843054,3403.47,2735.41,1312.69,Basalt
1191.8,20.6152,93.0496,93.0759,10.6646,1.7534,5.25449,6.23634,3.05844,-999.25,0.903288,3354.75,2775.16,1296.52,Basalt
1191.9,21.0362,93.0541,93.0759,10.6656,1.75343,5.12498,6.41133,2.84306,-999.25,0.934112,3339.54,2785.66,1299.79,Basalt
1192,21.0287,93.0596,93.0759,10.6665,1.75325,5.00649,6.48837,2.62917,0.196636,0.927561,3330.91,2775.16,1305.05,Basalt
