Depth,Gamma,Temp_1,Temp_2,P,Rmud,Rs,Rd,Th,U,K,Vs,Vp,INDEX
m,API,C,C,Mpa,Ohmm,Ohmm,Ohmm,ppm,ppm,%,m/s,m/s,Rock types
441.875,198.214,46.3762,-999.25,-999.25,-999.25,-999.25,-999.25,13.27,9.81358,1.48357,-999.25,-999.25,Rhyolite
441.975,200.479,46.3762,-999.25,-999.25,-999.25,-999.25,-999.25,28.9484,4.80864,0.897539,-999.25,-999.25,Rhyolite
442.075,202.253,46.3915,-999.25,-999.25,-999.25,-999.25,-999.25,19.7371,9.58636,0.000273798,-999.25,-999.25,Rhyolite
442.175,203.184,46.3915,-999.25,-999.25,-999.25,-999.25,-999.25,14.5261,7.91787,1.99348,-999.25,-999.25,Rhyolite
442.275,203.333,46.3915,-999.25,-999.25,-999.25,-999.25,-999.25,16.4783,9.94071,1.21017,-999.25,-999.25,Rhyolite
442.375,203.274,46.3915,-999.25,-999.25,-999.25,-999.25,-999.25,19.0555,7.95063,1.43573,-999.25,-999.25,Rhyolite
442.475,203.393,46.3915,-999.25,-999.25,-999.25,-999.25,-999.25,14.6416,7.26624,2.22025,-999.25,-999.25,Rhyolite
442.575,203.308,46.4067,-999.25,-999.25,-999.25,-999.25,-999.25,11.8635,11.4374,0.835913,-999.25,-999.25,Rhyolite
442.675,202.468,46.4067,-999.25,-999.25,-999.25,-999.25,-999.25,26.5133,4.5236,1.06531,-999.25,-999.25,Rhyolite
442.775,200.395,46.4067,-999.25,-999.25,-999.25,-999.25,-999.25,34.5933,1.17171,0.763762,-999.25,-999.25,Rhyolite
442.875,197.392,46.422,-999.25,-999.25,-999.25,-999.25,-999.25,24.6009,2.22167,1.99262,-999.25,-999.25,Rhyolite
442.975,194.11,46.422,-999.25,-999.25,-999.25,-999.25,-999.25,26.4979,3.38666,1.66758,-999.25,-999.25,Rhyolite
443.075,191.385,46.422,-999.25,-999.25,-999.25,-999.25,-999.25,22.669,6.34784,1.20513,-999.25,-999.25,Rhyolite
443.175,189.882,46.422,-999.25,-999.25,-999.25,-999.25,-999.25,16.979,9.39421,0.881179,-999.25,-999.25,Rhyolite
443.275,189.902,46.4372,-999.25,-999.25,-999.25,-999.25,-999.25,13.147,9.8381,0.991256,-999.25,-999.25,Rhyolite
443.375,191.648,46.4372,-999.25,-999.25,-999.25,-999.25,-999.25,1.49597,12.0527,1.76755,-999.25,-999.25,Rhyolite
443.475,194.711,46.4372,-999.25,-999.25,-999.25,-999.25,-999.25,19.2539,6.39083,2.09184,-999.25,-999.25,Rhyolite
443.575,197.864,46.4372,-999.25,-999.25,-999.25,-999.25,-999.25,26.2109,6.08384,1.4609,-999.25,-999.25,Rhyolite
443.675,199.873,46.4525,-999.25,-999.25,-999.25,-999.25,-999.25,30.9133,3.46112,0.93596,-999.25,-999.25,Rhyolite
443.775,199.519,46.4525,-999.25,-999.25,-999.25,-999.25,-999.25,21.6379,7.49808,0.774779,-999.25,-999.25,Rhyolite
443.875,196.216,46.4525,-999.25,-999.25,-999.25,-999.25,-999.25,13.5378,8.15747,1.84577,-999.25,-999.25,Rhyolite
443.975,190.459,46.4678,-999.25,-999.25,-999.25,-999.25,-999.25,16.1086,7.27225,0.788123,-999.25,-999.25,Rhyolite
444.075,183.949,46.4678,-999.25,-999.25,-999.25,-999.25,-999.25,28.5926,2.91412,1.53114,-999.25,-999.25,Rhyolite
444.175,178.761,46.4678,-999.25,-999.25,-999.25,-999.25,-999.25,18.9569,3.31964,1.85972,-999.25,-999.25,Rhyolite
444.275,175.95,46.4678,-999.25,-999.25,-999.25,-999.25,-999.25,9.93606,10.1893,1.04978,-999.25,-999.25,Rhyolite
444.375,175.317,46.4678,-999.25,-999.25,-999.25,-999.25,-999.25,21.8935,4.37322,1.29376,-999.25,-999.25,Rhyolite
444.475,175.972,46.483,-999.25,-999.25,-999.25,-999.25,-999.25,31.3058,3.9866,0.339151,-999.25,-999.25,Rhyolite
444.575,177.208,46.483,-999.25,-999.25,-999.25,-999.25,-999.25,11.4985,10.4507,0.566341,-999.25,-999.25,Rhyolite
444.675,178.958,46.483,-999.25,-999.25,-999.25,-999.25,-999.25,17.5977,5.05648,2.16738,-999.25,-999.25,Rhyolite
444.775,181.524,46.483,-999.25,-999.25,-999.25,-999.25,-999.25,20.4249,7.83913,0.510396,-999.25,-999.25,Rhyolite
444.875,184.963,46.4983,-999.25,-999.25,-999.25,-999.25,-999.25,22.3145,6.29254,1.27755,-999.25,-999.25,Rhyolite
444.975,189.183,46.4983,-999.25,-999.25,-999.25,-999.25,-999.25,12.7631,10.637,0.844212,-999.25,-999.25,Rhyolite
445.075,193.77,46.4983,-999.25,-999.25,-999.25,-999.25,-999.25,32.1547,2.67847,1.25531,-999.25,-999.25,Rhyolite
445.175,197.995,46.4983,-999.25,-999.25,-999.25,-999.25,-999.25,17.2457,8.94065,0.824042,-999.25,-999.25,Rhyolite
445.275,201.141,46.5135,-999.25,-999.25,-999.25,-999.25,-999.25,41.4365,1.33499,1.05017,-999.25,-999.25,Rhyolite
445.375,202.955,46.5135,-999.25,-999.25,-999.25,-999.25,-999.25,30.5211,1.68206,1.67735,-999.25,-999.25,Rhyolite
445.475,203.677,46.5135,-999.25,-999.25,-999.25,-999.25,-999.25,28.2648,4.50173,1.44346,-999.25,-999.25,Rhyolite
445.575,203.853,46.5135,-999.25,-999.25,-999.25,-999.25,-999.25,34.6018,1.11209,0.807474,-999.25,-999.25,Rhyolite
445.675,204.025,46.5288,-999.25,-999.25,-999.25,-999.25,-999.25,20.4211,8.77343,0.929413,-999.25,-999.25,Rhyolite
445.775,204.825,46.5288,-999.25,-999.25,-999.25,-999.25,-999.25,38.2711,4.05349,0.679576,-999.25,-999.25,Rhyolite
445.875,206.616,46.5288,-999.25,-999.25,-999.25,-999.25,-999.25,34.7829,4.63888,0.424168,-999.25,-999.25,Rhyolite
445.975,209.381,46.544,-999.25,-999.25,-999.25,-999.25,-999.25,24.9303,7.93336,0.782161,-999.25,-999.25,Rhyolite
446.075,212.523,46.544,-999.25,-999.25,-999.25,-999.25,-999.25,17.4238,8.31255,2.22032,-999.25,-999.25,Rhyolite
446.175,214.751,46.544,-999.25,-999.25,-999.25,-999.25,-999.25,20.305,10.2381,0.803503,-999.25,-999.25,Rhyolite
446.275,214.972,46.544,-999.25,-999.25,-999.25,-999.25,-999.25,12.8913,14.1224,0.459025,-999.25,-999.25,Rhyolite
446.375,212.965,46.5441,-999.25,-999.25,-999.25,-999.25,-999.25,24.182,7.72908,0.815581,-999.25,-999.25,Rhyolite
446.475,209.398,46.5593,-999.25,-999.25,-999.25,-999.25,-999.25,34.4207,2.86355,1.83936,-999.25,-999.25,Rhyolite
446.575,205.443,46.5593,-999.25,-999.25,-999.25,-999.25,-999.25,31.4582,4.92194,1.22329,-999.25,-999.25,Rhyolite
446.675,202.086,46.5593,-999.25,-999.25,-999.25,-999.25,-999.25,33.6949,4.39869,0.939976,-999.25,-999.25,Rhyolite
446.775,200.168,46.5593,-999.25,-999.25,-999.25,-999.25,-999.25,33.617,2.95359,1.36998,-999.25,-999.25,Rhyolite
446.875,200.119,46.5746,-999.25,-999.25,-999.25,-999.25,-999.25,30.9581,4.11514,1.75754,-999.25,-999.25,Rhyolite
446.975,201.771,46.5746,-999.25,-999.25,-999.25,-999.25,-999.25,30.0832,5.30344,1.26607,-999.25,-999.25,Rhyolite
447.075,204.587,46.5746,-999.25,-999.25,-999.25,-999.25,-999.25,19.5492,8.77834,1.07008,-999.25,-999.25,Rhyolite
447.175,207.896,46.5898,-999.25,-999.25,-999.25,-999.25,-999.25,36.4611,1.93281,1.21848,-999.25,-999.25,Rhyolite
447.275,211.289,46.5898,-999.25,-999.25,-999.25,-999.25,-999.25,17.5914,9.78924,0.882623,-999.25,-999.25,Rhyolite
447.375,214.61,46.5898,-999.25,-999.25,-999.25,-999.25,-999.25,21.907,8.2474,0.84935,-999.25,-999.25,Rhyolite
447.475,217.42,46.5898,-999.25,-999.25,-999.25,-999.25,-999.25,38.381,2.91244,0.602105,-999.25,-999.25,Rhyolite
447.575,219.346,46.5898,-999.25,-999.25,-999.25,-999.25,-999.25,29.886,6.51291,0.364672,-999.25,-999.25,Rhyolite
447.675,220.26,46.5898,-999.25,-999.25,-999.25,-999.25,-999.25,25.4223,5.21541,1.69502,-999.25,-999.25,Rhyolite
447.775,220.441,46.6051,-999.25,-999.25,-999.25,-999.25,-999.25,32.33,2.25502,1.74034,-999.25,-999.25,Rhyolite
447.875,219.667,46.6051,-999.25,-999.25,-999.25,-999.25,-999.25,32.2722,3.75637,1.56976,-999.25,-999.25,Rhyolite
447.975,217.645,46.6051,-999.25,-999.25,-999.25,-999.25,-999.25,20.0957,10.4235,0.183073,-999.25,-999.25,Rhyolite
448.075,214.466,46.6203,-999.25,-999.25,-999.25,-999.25,-999.25,35.1456,3.55044,1.40682,-999.25,-999.25,Rhyolite
448.175,210.764,46.6203,-999.25,-999.25,-999.25,-999.25,-999.25,22.5649,9.63933,0.000429386,-999.25,-999.25,Rhyolite
448.275,207.342,46.6203,-999.25,-999.25,-999.25,-999.25,-999.25,39.8927,1.71355,0.832936,-999.25,-999.25,Rhyolite
448.375,204.807,46.6204,-999.25,-999.25,-999.25,-999.25,-999.25,29.6162,7.07151,0.189377,-999.25,-999.25,Rhyolite
448.475,203.417,46.6356,-999.25,-999.25,-999.25,-999.25,-999.25,10.3184,9.89514,1.40585,-999.25,-999.25,Rhyolite
448.575,203.003,46.6204,-999.25,-999.25,-999.25,-999.25,-999.25,16.9642,7.63821,1.88873,-999.25,-999.25,Rhyolite
448.675,202.856,46.6356,-999.25,-999.25,-999.25,-999.25,-999.25,18.9126,6.13594,2.42422,-999.25,-999.25,Rhyolite
448.775,202.514,46.6356,-999.25,-999.25,-999.25,-999.25,-999.25,18.3146,11.7192,0.000739988,-999.25,-999.25,Rhyolite
448.875,201.921,46.6356,-999.25,-999.25,-999.25,-999.25,-999.25,35.206,2.86971,1.09079,-999.25,-999.25,Rhyolite
448.975,201.378,46.6509,-999.25,-999.25,-999.25,-999.25,-999.25,20.3571,7.94139,1.98205,-999.25,-999.25,Rhyolite
449.075,201.249,46.6509,-999.25,-999.25,-999.25,-999.25,-999.25,31.2827,6.87057,0.233174,-999.25,-999.25,Rhyolite
449.175,201.303,46.6509,-999.25,-999.25,-999.25,-999.25,-999.25,21.385,6.23996,1.64226,-999.25,-999.25,Rhyolite
449.275,201.108,46.6509,-999.25,-999.25,-999.25,-999.25,-999.25,21.652,9.08514,0.482384,-999.25,-999.25,Rhyolite
449.375,200.513,46.6661,-999.25,-999.25,-999.25,-999.25,-999.25,35.4139,0.965139,1.28898,-999.25,-999.25,Rhyolite
449.475,199.869,46.6661,-999.25,-999.25,-999.25,-999.25,-999.25,36.8861,3.12007,0.714325,-999.25,-999.25,Rhyolite
449.575,199.77,46.6661,-999.25,-999.25,-999.25,-999.25,-999.25,14.316,8.44958,2.01292,-999.25,-999.25,Rhyolite
449.675,200.452,46.6661,-999.25,-999.25,-999.25,-999.25,-999.25,18.7976,6.98705,1.34841,-999.25,-999.25,Rhyolite
449.775,201.331,46.6661,-999.25,-999.25,-999.25,-999.25,-999.25,19.6697,4.0909,3.66128,-999.25,-999.25,Rhyolite
449.875,201.467,46.6814,-999.25,-999.25,-999.25,-999.25,-999.25,33.1241,3.7234,1.5884,-999.25,-999.25,Rhyolite
449.975,200.244,46.6814,-999.25,-999.25,-999.25,-999.25,-999.25,28.7815,4.49489,0.788234,-999.25,-999.25,Rhyolite
450.075,198.051,46.6814,-999.25,-999.25,-999.25,-999.25,-999.25,23.6336,6.57276,1.67411,-999.25,-999.25,Rhyolite
450.175,195.674,46.6966,-999.25,-999.25,-999.25,-999.25,-999.25,29.4241,3.03858,2.74962,-999.25,-999.25,Rhyolite
450.275,193.735,46.6814,-999.25,-999.25,-999.25,-999.25,-999.25,28.8681,4.05853,2.1947,-999.25,-999.25,Rhyolite
450.375,192.456,46.6966,-999.25,-999.25,-999.25,-999.25,-999.25,30.3602,0.756738,2.6822,-999.25,-999.25,Rhyolite
450.475,191.221,46.6966,-999.25,-999.25,-999.25,-999.25,-999.25,29.8865,2.55971,2.8016,-999.25,-999.25,Rhyolite
450.575,189.29,46.6966,-999.25,-999.25,-999.25,-999.25,-999.25,19.1577,3.83198,2.23838,-999.25,-999.25,Rhyolite
450.675,186.523,46.7119,-999.25,-999.25,-999.25,-999.25,-999.25,22.2632,2.71586,2.15622,-999.25,-999.25,Rhyolite
450.775,183.538,46.6966,-999.25,-999.25,-999.25,-999.25,-999.25,9.08742,9.40601,1.18847,-999.25,-999.25,Rhyolite
450.875,181.7,46.7119,-999.25,-999.25,-999.25,-999.25,-999.25,28.2012,2.82851,1.43759,-999.25,-999.25,Rhyolite
450.975,181.956,46.7119,-999.25,-999.25,-999.25,-999.25,-999.25,18.9757,9.02953,1.15648,-999.25,-999.25,Rhyolite
451.075,184.338,46.7119,-999.25,-999.25,-999.25,-999.25,-999.25,27.9155,5.97257,0.363312,-999.25,-999.25,Rhyolite
451.175,188.222,46.7119,-999.25,-999.25,-999.25,-999.25,-999.25,28.1181,5.5245,0.308197,-999.25,-999.25,Rhyolite
451.275,192.657,46.7272,-999.25,-999.25,-999.25,-999.25,-999.25,19.3368,7.6427,1.29167,-999.25,-999.25,Rhyolite
451.375,196.357,46.7272,-999.25,-999.25,-999.25,-999.25,-999.25,32.5654,3.80547,0.17814,-999.25,-999.25,Rhyolite
451.475,197.837,46.7272,-999.25,-999.25,-999.25,-999.25,-999.25,21.6715,6.66036,1.36887,-999.25,-999.25,Rhyolite
451.575,195.981,46.7272,-999.25,-999.25,-999.25,-999.25,-999.25,18.3953,7.23353,1.06501,-999.25,-999.25,Rhyolite
451.675,190.586,46.7424,-999.25,-999.25,-999.25,-999.25,-999.25,21.5286,5.10528,0.616427,-999.25,-999.25,Rhyolite
451.775,182.42,46.7424,-999.25,-999.25,-999.25,-999.25,-999.25,25.9743,1.68895,1.2032,-999.25,-999.25,Rhyolite
451.875,173.286,46.7424,-999.25,-999.25,-999.25,-999.25,-999.25,16.9354,4.19243,1.59292,-999.25,-999.25,Rhyolite
451.975,165.374,46.7424,-999.25,-999.25,-999.25,-999.25,-999.25,21.0094,4.36364,1.11854,-999.25,-999.25,Rhyolite
452.075,160.487,46.7577,-999.25,-999.25,-999.25,-999.25,-999.25,23.2281,4.52697,0.982941,-999.25,-999.25,Rhyolite
452.175,159.316,46.7577,-999.25,-999.25,-999.25,-999.25,-999.25,30.3454,3.61533,1.00387,-999.25,-999.25,Rhyolite
452.275,161.335,46.7577,-999.25,-999.25,-999.25,-999.25,-999.25,10.2851,9.06379,0.930212,-999.25,-999.25,Rhyolite
452.375,165.399,46.7729,-999.25,-999.25,-999.25,-999.25,-999.25,10.6901,12.3351,0.160315,-999.25,-999.25,Rhyolite
452.475,170.604,46.7729,-999.25,-999.25,-999.25,-999.25,-999.25,7.11285,10.3344,1.50819,-999.25,-999.25,Rhyolite
452.575,176.099,46.7729,-999.25,-999.25,-999.25,-999.25,-999.25,19.8633,5.37119,1.76626,-999.25,-999.25,Rhyolite
452.675,181.209,46.7729,-999.25,-999.25,-999.25,-999.25,-999.25,21.5168,7.63573,0.479343,-999.25,-999.25,Rhyolite
452.775,185.614,46.7729,-999.25,-999.25,-999.25,-999.25,-999.25,16.3785,7.87698,1.21663,-999.25,-999.25,Rhyolite
452.875,189.245,46.7882,-999.25,-999.25,-999.25,-999.25,-999.25,24.7627,5.52913,0.69114,-999.25,-999.25,Rhyolite
452.975,191.99,46.7882,-999.25,-999.25,-999.25,-999.25,-999.25,21.0069,6.32494,1.50144,-999.25,-999.25,Rhyolite
453.075,193.326,46.7882,-999.25,-999.25,-999.25,-999.25,-999.25,28.837,2.7089,2.42966,-999.25,-999.25,Rhyolite
453.175,192.549,46.7882,-999.25,-999.25,-999.25,-999.25,-999.25,15.4155,7.88556,2.15137,-999.25,-999.25,Rhyolite
453.275,189.616,46.8035,-999.25,-999.25,-999.25,-999.25,-999.25,36.6167,0.00240784,1.38877,-999.25,-999.25,Rhyolite
453.375,185.278,46.8035,-999.25,-999.25,-999.25,-999.25,-999.25,11.6223,11.6378,0.000423712,-999.25,-999.25,Rhyolite
453.475,180.818,46.8035,-999.25,-999.25,-999.25,-999.25,-999.25,14.8111,8.72312,1.09324,-999.25,-999.25,Rhyolite
453.575,177.716,46.8035,-999.25,-999.25,-999.25,-999.25,-999.25,28.3014,4.31655,1.28236,-999.25,-999.25,Rhyolite
453.675,177.002,46.8035,-999.25,-999.25,-999.25,-999.25,-999.25,19.2481,7.18475,1.44938,-999.25,-999.25,Rhyolite
453.775,178.416,46.8187,-999.25,-999.25,-999.25,-999.25,-999.25,17.1522,5.85222,1.7967,-999.25,-999.25,Rhyolite
453.875,180.361,46.8187,-999.25,-999.25,-999.25,-999.25,-999.25,13.9759,9.51469,0.931774,-999.25,-999.25,Rhyolite
453.975,181.184,46.8187,-999.25,-999.25,-999.25,-999.25,-999.25,17.8928,5.13795,2.86842,-999.25,-999.25,Rhyolite
454.075,180.332,46.834,-999.25,-999.25,-999.25,-999.25,-999.25,31.595,2.79804,0.474911,-999.25,-999.25,Rhyolite
454.175,178.489,46.834,-999.25,-999.25,-999.25,-999.25,-999.25,8.35677,9.81418,2.21477,-999.25,-999.25,Rhyolite
454.275,176.743,46.834,-999.25,-999.25,-999.25,-999.25,-999.25,23.7491,6.41212,0.391717,-999.25,-999.25,Rhyolite
454.375,175.964,46.8492,-999.25,-999.25,-999.25,-999.25,-999.25,11.3205,9.34291,0.876342,-999.25,-999.25,Rhyolite
454.475,176.848,46.8492,-999.25,-999.25,-999.25,-999.25,-999.25,19.9034,6.00371,1.55551,-999.25,-999.25,Rhyolite
454.575,179.457,46.8492,-999.25,-999.25,-999.25,-999.25,-999.25,28.9742,3.30034,1.07889,-999.25,-999.25,Rhyolite
454.675,183.038,46.8492,-999.25,-999.25,-999.25,-999.25,-999.25,24.2233,5.39747,0.676663,-999.25,-999.25,Rhyolite
454.775,186.661,46.8492,-999.25,-999.25,-999.25,-999.25,-999.25,16.7198,9.31576,1.35176,-999.25,-999.25,Rhyolite
454.875,189.809,46.8645,-999.25,-999.25,-999.25,-999.25,-999.25,23.4031,4.50809,1.93019,-999.25,-999.25,Rhyolite
454.975,192.541,46.8645,-999.25,-999.25,-999.25,-999.25,-999.25,38.6177,0.0953467,0.645552,-999.25,-999.25,Rhyolite
455.075,195.037,46.8645,-999.25,-999.25,-999.25,-999.25,-999.25,12.6926,8.5194,1.67726,-999.25,-999.25,Rhyolite
455.175,197.437,46.8798,-999.25,-999.25,-999.25,-999.25,-999.25,13.3547,9.05292,1.46344,-999.25,-999.25,Rhyolite
455.275,199.645,46.8798,-999.25,-999.25,-999.25,-999.25,-999.25,30.605,4.91982,0.917317,-999.25,-999.25,Rhyolite
455.375,201.369,46.8798,-999.25,-999.25,-999.25,-999.25,-999.25,25.5031,6.56398,0.23044,-999.25,-999.25,Rhyolite
455.475,202.179,46.895,-999.25,-999.25,-999.25,-999.25,-999.25,23.785,5.48059,0.912632,-999.25,-999.25,Rhyolite
455.575,201.819,46.895,-999.25,-999.25,-999.25,-999.25,-999.25,17.7384,8.49605,1.17124,-999.25,-999.25,Rhyolite
455.675,200.829,46.895,-999.25,-999.25,-999.25,-999.25,-999.25,10.9806,11.6468,1.05783,-999.25,-999.25,Rhyolite
455.775,199.847,46.895,-999.25,-999.25,-999.25,-999.25,-999.25,26.9794,4.18116,1.51877,-999.25,-999.25,Rhyolite
455.875,199.112,46.895,-999.25,-999.25,-999.25,-999.25,-999.25,24.9079,6.89154,0.570789,-999.25,-999.25,Rhyolite
455.975,198.421,46.9103,-999.25,-999.25,-999.25,-999.25,-999.25,19.8878,5.17303,1.84171,-999.25,-999.25,Rhyolite
456.075,197.563,46.9103,-999.25,-999.25,-999.25,-999.25,-999.25,12.9671,9.53936,1.52937,-999.25,-999.25,Rhyolite
456.175,196.9,46.9103,-999.25,-999.25,-999.25,-999.25,-999.25,36.0304,1.29993,0.680169,-999.25,-999.25,Rhyolite
456.275,197.127,46.9255,-999.25,-999.25,-999.25,-999.25,-999.25,36.1084,3.75731,1.03888,-999.25,-999.25,Rhyolite
456.375,198.818,46.9255,-999.25,-999.25,-999.25,-999.25,-999.25,3.60876,13.6723,1.6231,-999.25,-999.25,Rhyolite
456.475,202.027,46.9255,-999.25,-999.25,-999.25,-999.25,-999.25,22.3862,8.35918,0.96743,-999.25,-999.25,Rhyolite
456.575,206.045,46.9255,-999.25,-999.25,-999.25,-999.25,-999.25,22.6127,7.56267,1.08945,-999.25,-999.25,Rhyolite
456.675,209.641,46.9255,-999.25,-999.25,-999.25,-999.25,-999.25,0.00690089,17.0588,1.05759,-999.25,-999.25,Rhyolite
456.775,211.738,46.9408,-999.25,-999.25,-999.25,-999.25,-999.25,21.8062,6.098,2.18261,-999.25,-999.25,Rhyolite
456.875,212.163,46.9408,-999.25,-999.25,-999.25,-999.25,-999.25,32.3522,3.15368,2.13547,-999.25,-999.25,Rhyolite
456.975,211.39,46.9408,-999.25,-999.25,-999.25,-999.25,-999.25,15.1235,9.3157,1.40592,-999.25,-999.25,Rhyolite
457.075,209.693,46.9408,-999.25,-999.25,-999.25,-999.25,-999.25,28.9221,3.11773,2.42515,-999.25,-999.25,Rhyolite
457.175,207.3,46.9561,-999.25,-999.25,-999.25,-999.25,-999.25,24.3003,6.51831,1.41974,-999.25,-999.25,Rhyolite
457.275,204.437,46.9561,-999.25,-999.25,-999.25,-999.25,-999.25,15.5171,10.6461,0.607738,-999.25,-999.25,Rhyolite
457.375,201.414,46.9561,-999.25,-999.25,-999.25,-999.25,-999.25,11.488,12.6159,0.37909,-999.25,-999.25,Rhyolite
457.475,198.774,46.9713,-999.25,-999.25,-999.25,-999.25,-999.25,20.6174,6.79253,0.942578,-999.25,-999.25,Rhyolite
457.575,197.038,46.9713,-999.25,-999.25,-999.25,-999.25,-999.25,15.8768,6.26415,2.72974,-999.25,-999.25,Rhyolite
457.675,196.711,46.9713,-999.25,-999.25,-999.25,-999.25,-999.25,15.7052,8.4149,1.17533,-999.25,-999.25,Rhyolite
457.775,198.062,46.9866,-999.25,-999.25,-999.25,-999.25,-999.25,17.9027,6.24996,1.70905,-999.25,-999.25,Rhyolite
457.875,200.776,46.9866,-999.25,-999.25,-999.25,-999.25,-999.25,18.3047,7.56508,1.88611,-999.25,-999.25,Rhyolite
457.975,204.126,46.9866,-999.25,-999.25,-999.25,-999.25,-999.25,27.291,5.85409,1.14264,-999.25,-999.25,Rhyolite
458.075,207.026,46.9866,-999.25,-999.25,-999.25,-999.25,-999.25,26.9962,5.64258,1.21582,-999.25,-999.25,Rhyolite
458.175,209.074,47.0018,-999.25,-999.25,-999.25,-999.25,-999.25,28.5156,3.67741,2.84411,-999.25,-999.25,Rhyolite
458.275,210.279,47.0018,-999.25,-999.25,-999.25,-999.25,-999.25,28.2448,6.66847,0.941511,-999.25,-999.25,Rhyolite
458.375,210.865,47.0018,-999.25,-999.25,-999.25,-999.25,-999.25,19.6508,8.26984,2.01778,-999.25,-999.25,Rhyolite
458.475,211.297,47.0018,-999.25,-999.25,-999.25,-999.25,-999.25,25.2607,2.737,2.81816,-999.25,-999.25,Rhyolite
458.575,211.641,47.0018,-999.25,-999.25,-999.25,-999.25,-999.25,26.3287,8.25671,0.842803,-999.25,-999.25,Rhyolite
458.675,211.533,47.0171,-999.25,-999.25,-999.25,-999.25,-999.25,22.114,4.77499,2.03868,-999.25,-999.25,Rhyolite
458.775,210.461,47.0171,-999.25,-999.25,-999.25,-999.25,-999.25,19.6756,4.99203,2.46004,-999.25,-999.25,Rhyolite
458.875,208.632,47.0171,-999.25,-999.25,-999.25,-999.25,-999.25,21.8998,6.7786,0.939344,-999.25,-999.25,Rhyolite
458.975,206.749,47.0323,-999.25,-999.25,-999.25,-999.25,-999.25,28.6972,1.21332,2.58782,-999.25,-999.25,Rhyolite
459.075,205.156,47.0323,-999.25,-999.25,-999.25,-999.25,-999.25,20.4635,4.67749,2.16792,-999.25,-999.25,Rhyolite
459.175,203.92,47.0323,-999.25,-999.25,-999.25,-999.25,-999.25,23.6512,7.52018,0.835797,-999.25,-999.25,Rhyolite
459.275,202.752,47.0324,-999.25,-999.25,-999.25,-999.25,-999.25,35.0183,1.95118,1.06117,-999.25,-999.25,Rhyolite
459.375,201.656,47.0476,-999.25,-999.25,-999.25,-999.25,-999.25,21.3597,5.07838,1.63402,-999.25,-999.25,Rhyolite
459.475,201.069,47.0476,-999.25,-999.25,-999.25,-999.25,-999.25,17.5703,6.64951,2.20122,-999.25,-999.25,Rhyolite
459.575,201.399,47.0476,-999.25,-999.25,-999.25,-999.25,-999.25,13.5349,9.24442,2.25687,-999.25,-999.25,Rhyolite
459.675,202.895,47.0476,-999.25,-999.25,-999.25,-999.25,-999.25,30.3125,2.75766,2.34022,-999.25,-999.25,Rhyolite
459.775,204.97,47.0629,-999.25,-999.25,-999.25,-999.25,-999.25,28.1857,4.93153,1.60938,-999.25,-999.25,Rhyolite
459.875,206.489,47.0629,-999.25,-999.25,-999.25,-999.25,-999.25,11.8484,8.97515,2.0642,-999.25,-999.25,Rhyolite
459.975,206.52,47.0629,-999.25,-999.25,-999.25,-999.25,-999.25,21.4111,5.96089,1.50486,-999.25,-999.25,Rhyolite
460.075,205.053,47.0629,-999.25,-999.25,-999.25,-999.25,-999.25,11.0074,10.8087,2.20454,-999.25,-999.25,Rhyolite
460.175,202.784,47.0629,-999.25,-999.25,-999.25,-999.25,-999.25,21.6334,6.44618,2.24092,-999.25,-999.25,Rhyolite
460.275,200.455,47.0781,-999.25,-999.25,-999.25,-999.25,-999.25,34.7722,1.99286,1.74565,-999.25,-999.25,Rhyolite
460.375,198.453,47.0781,-999.25,-999.25,-999.25,-999.25,-999.25,28.7267,2.79702,2.49043,-999.25,-999.25,Rhyolite
460.475,196.892,47.0781,-999.25,-999.25,-999.25,-999.25,-999.25,23.0518,6.1536,1.50405,-999.25,-999.25,Rhyolite
460.575,196.067,47.0781,-999.25,-999.25,-999.25,-999.25,-999.25,25.3808,6.27048,1.22463,-999.25,-999.25,Rhyolite
460.675,196.388,47.0934,-999.25,-999.25,-999.25,-999.25,-999.25,15.0682,5.60057,3.3967,-999.25,-999.25,Rhyolite
460.775,197.741,47.0934,-999.25,-999.25,-999.25,-999.25,-999.25,23.5088,4.84113,2.30247,-999.25,-999.25,Rhyolite
460.875,199.462,47.0934,-999.25,-999.25,-999.25,-999.25,-999.25,11.1909,8.71108,2.30717,-999.25,-999.25,Rhyolite
460.975,200.645,47.1087,-999.25,-999.25,-999.25,-999.25,-999.25,9.21324,10.6808,1.76412,-999.25,-999.25,Rhyolite
461.075,200.609,47.1087,-999.25,-999.25,-999.25,-999.25,-999.25,18.5094,8.83901,0.694396,-999.25,-999.25,Rhyolite
461.175,199.251,47.1087,-999.25,-999.25,-999.25,-999.25,-999.25,31.6712,2.34492,1.64753,-999.25,-999.25,Rhyolite
461.275,197.75,47.1087,-999.25,-999.25,-999.25,-999.25,-999.25,28.1921,5.26755,0.838887,-999.25,-999.25,Rhyolite
461.375,197.541,47.1087,-999.25,-999.25,-999.25,-999.25,-999.25,25.1275,4.24767,1.38358,-999.25,-999.25,Rhyolite
461.475,198.893,47.1239,-999.25,-999.25,-999.25,-999.25,-999.25,17.4209,9.63936,0.30206,-999.25,-999.25,Rhyolite
461.575,200.864,47.1239,-999.25,-999.25,-999.25,-999.25,-999.25,30.8495,2.48638,1.43788,-999.25,-999.25,Rhyolite
