Depth,Gamma,Temp_1,Temp_2,P,Rmud,Rs,Rd,Th,U,K,Vs,Vp,INDEX
m,API,C,C,Mpa,Ohmm,Ohmm,Ohmm,ppm,ppm,%,m/s,m/s,Rock types
884.575,205.641,52.0984,-999.25,-999.25,-999.25,194.471,181.016,25.0399,4.29093,3.42157,2633.43,4573.28,Rhyolite
884.675,205.961,52.0984,-999.25,-999.25,-999.25,193.006,180.052,17.9091,7.40762,2.66076,2604.17,4573.28,Rhyolite
884.775,206.708,52.0984,-999.25,-999.25,-999.25,190.313,177.58,10.8395,8.30731,3.20453,2589.78,4573.28,Rhyolite
884.875,207.987,52.0984,-999.25,-999.25,-999.25,186.8,173.461,14.7688,9.05401,2.0502,2589.78,4573.28,Rhyolite
884.975,209.854,52.0984,-999.25,-999.25,-999.25,184.224,169.588,27.2984,1.82112,3.04657,2589.78,4573.28,Rhyolite
885.075,211.975,52.0984,-999.25,-999.25,-999.25,183.972,167.987,20.8085,7.89229,2.82856,2575.55,4573.28,Rhyolite
885.175,213.848,52.0984,-999.25,-999.25,-999.25,185.828,168.904,15.1189,8.74944,2.8775,2561.48,4573.28,Rhyolite
885.275,215.16,52.0984,-999.25,-999.25,-999.25,188.64,171.058,29.8223,4.4203,2.97857,2575.55,4402.28,Rhyolite
885.375,216.055,52.0984,-999.25,-999.25,-999.25,191.783,173.323,16.558,6.92451,2.94269,2589.78,4529.94,Rhyolite
885.475,216.595,52.0984,-999.25,-999.25,-999.25,196.009,176.23,20.8141,8.01691,2.01398,2575.55,4551.4,Rhyolite
885.575,216.531,52.0984,-999.25,-999.25,-999.25,202.929,181.77,26.9664,2.72576,3.69925,2575.55,4595.59,Rhyolite
885.675,215.656,52.0984,-999.25,-999.25,-999.25,212.811,191.19,8.52944,12.1694,2.71143,2575.55,4618.34,Rhyolite
885.775,213.967,52.0984,-999.25,-999.25,-999.25,222.526,202.262,11.3884,9.54912,3.09756,2589.78,4573.28,Rhyolite
885.875,211.322,52.0984,-999.25,-999.25,-999.25,227.087,209.59,16.2283,9.14679,2.70007,2561.48,4423.75,Rhyolite
885.975,207.9,52.0984,-999.25,-999.25,-999.25,224.169,209.126,21.0898,6.01371,2.83616,2561.48,4551.4,Rhyolite
886.075,204.612,52.0984,-999.25,-999.25,-999.25,216.143,201.872,23.623,2.5161,3.47816,2561.48,4551.4,Rhyolite
886.175,202.458,52.0984,-999.25,-999.25,-999.25,206.997,192.216,15.4945,9.42584,2.43035,2561.48,4595.59,Rhyolite
886.275,201.872,52.0984,-999.25,-999.25,-999.25,199.123,183.698,25.2959,4.59159,2.67154,2561.48,4595.59,Rhyolite
886.375,202.773,52.0984,-999.25,-999.25,-999.25,193.717,177.92,22.1996,4.17443,3.67163,2561.48,4595.59,Rhyolite
886.475,204.794,52.0984,-999.25,-999.25,-999.25,191.825,175.699,17.1295,7.14934,3.10214,2561.48,4573.28,Rhyolite
886.575,207.154,52.0984,-999.25,-999.25,-999.25,193.04,176.638,1.97051,13.4142,2.03781,2575.55,4508.88,Rhyolite
886.675,208.995,52.0984,-999.25,-999.25,-999.25,194.892,178.498,12.1394,8.33338,2.96163,2575.55,4529.94,Rhyolite
886.775,209.595,52.0984,-999.25,-999.25,-999.25,195.627,179.373,23.3693,4.90803,3.09244,2575.55,4381.22,Rhyolite
886.875,208.533,52.1137,-999.25,-999.25,-999.25,196.21,179.863,21.7011,4.29888,3.53257,2589.78,4381.22,Rhyolite
886.975,206.331,52.0984,-999.25,-999.25,-999.25,198.17,181.508,20.2382,6.24945,2.34023,2604.17,4529.94,Rhyolite
887.075,204.401,52.1137,-999.25,-999.25,-999.25,200.791,184.074,14.1029,10.1715,2.81149,2604.17,4573.28,Rhyolite
887.175,204.289,52.1137,-999.25,-999.25,-999.25,202.09,185.834,18.4485,7.64566,3.12825,2604.17,4595.59,Rhyolite
887.275,206.447,52.0984,-999.25,-999.25,-999.25,201.552,185.878,21.7126,9.67652,1.31863,2589.78,4595.59,Rhyolite
887.375,209.836,52.0984,-999.25,-999.25,-999.25,200.408,184.768,26.6119,3.45879,3.52494,2561.48,4618.34,Rhyolite
887.475,212.613,52.1137,-999.25,-999.25,-999.25,200.176,183.736,26.1756,4.87065,2.06349,2547.55,4551.4,Rhyolite
887.575,212.968,52.1137,-999.25,-999.25,-999.25,201.303,183.771,20.6148,7.94758,1.31229,2575.55,4551.4,Rhyolite
887.675,210.221,52.1137,-999.25,-999.25,-999.25,202.925,184.876,17.3973,7.7821,2.7688,2575.55,4573.28,Rhyolite
887.775,205.291,52.1137,-999.25,-999.25,-999.25,204.01,186.134,17.3973,7.7821,2.7688,2575.55,4551.4,Rhyolite
887.875,199.814,52.1137,-999.25,-999.25,-999.25,204.54,187.098,26.4319,3.43307,3.43175,2561.48,4488.21,Rhyolite
887.975,195.793,52.1137,-999.25,-999.25,-999.25,205.159,188.272,18.9275,8.81562,2.01609,2547.55,4488.21,Rhyolite
888.075,194.713,52.1137,-999.25,-999.25,-999.25,206.057,189.964,8.1647,11.4512,2.55639,2561.48,4551.4,Rhyolite
888.175,196.608,52.1137,-999.25,-999.25,-999.25,206.582,191.514,9.13922,10.4917,3.41594,2575.55,4573.28,Rhyolite
888.275,200.618,52.1137,-999.25,-999.25,-999.25,205.945,191.985,28.6882,4.07738,2.67674,2604.17,4423.74,Rhyolite
888.375,205.091,52.1137,-999.25,-999.25,-999.25,204.114,191.255,32.499,4.38681,1.71203,2633.43,4381.22,Rhyolite
888.475,208.411,52.1137,-999.25,-999.25,-999.25,201.407,189.822,23.6707,0.0026765,5.28476,2618.71,4573.28,Rhyolite
888.575,209.949,52.1137,-999.25,-999.25,-999.25,197.547,187.512,29.6498,2.93689,2.89024,2575.55,4508.88,Rhyolite
888.675,209.933,52.1137,-999.25,-999.25,-999.25,191.642,183.079,13.5216,8.1152,3.12782,2547.55,4551.4,Rhyolite
888.775,209.486,52.1137,-999.25,-999.25,-999.25,183.681,175.941,25.0741,6.5398,1.97357,2533.78,4573.28,Rhyolite
888.875,209.294,52.1137,-999.25,-999.25,-999.25,175.6,167.828,17.5604,9.1312,1.96916,2506.68,4573.28,Rhyolite
888.975,209.09,52.1137,-999.25,-999.25,-999.25,170.188,161.85,19.2294,9.7141,1.36266,2454.19,4529.94,Rhyolite
889.075,208.258,52.1137,-999.25,-999.25,-999.25,168.533,159.849,25.1168,3.90304,3.04856,2454.19,4529.94,Rhyolite
889.175,206.271,52.1137,-999.25,-999.25,-999.25,168.862,160.688,29.8564,2.52383,2.49566,2441.41,4467.93,Rhyolite
889.275,203.571,52.1137,-999.25,-999.25,-999.25,168.667,161.935,14.2331,7.46829,2.58611,2428.76,4340.28,Rhyolite
889.375,201.158,52.1137,-999.25,-999.25,-999.25,167.196,162.315,13.2746,8.58699,3.36935,2428.76,4300.82,Rhyolite
889.475,200.302,52.1137,-999.25,-999.25,-999.25,165.581,162.328,16.8863,9.10463,2.00975,2441.41,4300.82,Rhyolite
889.575,202.069,52.1137,-999.25,-999.25,-999.25,164.712,162.834,10.0624,10.3427,2.36458,2493.35,4467.93,Rhyolite
889.675,205.974,52.1137,-999.25,-999.25,-999.25,163.723,163.587,20.1766,6.38355,2.64823,2520.16,4508.88,Rhyolite
889.775,210.765,52.1137,-999.25,-999.25,-999.25,160.968,163.403,29.0285,1.29052,3.37382,2561.48,4381.22,Rhyolite
889.875,215.198,52.1137,-999.25,-999.25,-999.25,155.31,160.782,21.7371,6.04553,2.77393,2589.78,4340.28,Rhyolite
889.975,218.537,52.1137,-999.25,-999.25,-999.25,146.332,154.158,7.93002,12.9323,2.74574,2575.55,4300.82,Rhyolite
890.075,220.801,52.1137,-999.25,-999.25,-999.25,134.836,142.92,28.7571,4.51993,2.51195,2575.55,4300.82,Rhyolite
890.175,222.077,52.1137,-999.25,-999.25,-999.25,122.811,128.772,27.3981,4.897,2.60787,2520.16,4529.94,Rhyolite
890.275,222.083,52.1137,-999.25,-999.25,-999.25,112.452,115.108,22.8423,3.15211,3.75908,2480.16,4618.34,Rhyolite
890.375,220.94,52.1137,-999.25,-999.25,-999.25,104.964,104.599,17.3209,6.97894,3.61739,2493.35,4551.4,Rhyolite
890.475,219.201,52.1137,-999.25,-999.25,-999.25,101.295,98.8322,14.7404,11.2618,1.61266,2493.35,4529.94,Rhyolite
890.575,217.313,52.1137,-999.25,-999.25,-999.25,101.593,98.3027,18.9379,7.44477,3.03622,2520.16,4423.74,Rhyolite
890.675,215.605,52.1137,-999.25,-999.25,-999.25,102.83,100.275,29.2323,2.74103,3.01233,2547.55,4551.4,Rhyolite
890.775,214.14,52.1137,-999.25,-999.25,-999.25,101.596,100.205,19.2298,8.71603,2.90387,2561.48,4761.95,Rhyolite
890.875,212.743,52.1137,-999.25,-999.25,-999.25,100.854,99.3721,35.131,1.35882,2.74286,2633.43,4808.83,Rhyolite
890.975,211.301,52.1137,-999.25,-999.25,-999.25,108.973,107.332,36.0167,0.50761,2.83276,2693.97,4832.99,Rhyolite
891.075,209.747,52.1137,-999.25,-999.25,-999.25,128.242,131.028,23.4278,5.51526,2.73184,2663.35,4882.81,Rhyolite
891.175,208.25,52.1137,-999.25,-999.25,-999.25,147.806,162.291,20.8535,4.96644,3.57097,2648.3,4739.2,Rhyolite
891.275,207.144,52.1137,-999.25,-999.25,-999.25,152.884,182.162,9.27907,9.78494,3.33946,2663.35,4595.59,Rhyolite
891.375,206.65,52.1137,-999.25,-999.25,-999.25,138.682,177.834,18.6875,6.89662,2.8725,2604.17,4595.59,Rhyolite
891.475,206.414,52.1137,-999.25,-999.25,-999.25,112.624,152.034,11.9281,9.60435,3.15328,2561.48,4551.4,Rhyolite
891.575,205.657,52.1137,-999.25,-999.25,-999.25,85.2895,116.785,12.1031,8.82491,3.25533,2604.17,4551.4,Rhyolite
891.675,204.347,52.1289,-999.25,-999.25,-999.25,63.7851,84.0052,10.0804,11.6137,2.61129,2633.43,4595.59,Rhyolite
891.775,203.248,52.1137,-999.25,-999.25,-999.25,51.1277,61.3815,25.0303,3.20574,3.70265,2520.16,4595.59,Rhyolite
891.875,203.179,52.1137,-999.25,-999.25,-999.25,46.7924,50.8541,14.4456,7.62598,3.39478,2547.55,4595.59,Rhyolite
891.975,204.444,52.1289,-999.25,-999.25,-999.25,46.9871,48.3778,8.19335,12.8118,2.11159,2929.69,4761.95,Rhyolite
892.075,206.377,52.1289,-999.25,-999.25,-999.25,45.7477,46.373,23.6925,7.35126,1.58952,2823.79,4573.28,Rhyolite
892.175,208.169,52.1137,-999.25,-999.25,-999.25,42.8318,41.0272,17.2774,7.94015,2.81684,2561.48,4529.94,Rhyolite
892.275,209.483,52.1289,-999.25,-999.25,-999.25,50.8946,41.2141,15.7415,6.9241,3.49858,2520.16,4551.4,Rhyolite
892.375,210.207,52.1289,-999.25,-999.25,-999.25,84.4622,62.3161,18.9713,9.14582,1.40198,2520.16,4595.59,Rhyolite
892.475,210.805,52.1289,-999.25,-999.25,-999.25,139.319,106.871,5.85197,14.2942,2.17123,2533.78,4785.16,Rhyolite
892.575,211.736,52.1137,-999.25,-999.25,-999.25,190.473,155.964,26.2698,1.72576,3.88003,2547.55,4808.83,Rhyolite
892.675,213.151,52.1289,-999.25,-999.25,-999.25,216.455,186.42,23.9814,7.03595,1.96028,2561.48,4808.83,Rhyolite
892.775,214.466,52.1289,-999.25,-999.25,-999.25,218.351,192.39,26.4681,5.80338,1.81004,2533.78,4761.95,Rhyolite
892.875,214.635,52.1289,-999.25,-999.25,-999.25,211.949,185.835,16.0382,10.6118,1.22498,2547.55,4573.28,Rhyolite
892.975,213.14,52.1289,-999.25,-999.25,-999.25,207.88,179.129,17.745,10.2706,2.04973,2533.78,4508.88,Rhyolite
893.075,210.212,52.1289,-999.25,-999.25,-999.25,206.157,174.54,8.37383,10.251,3.02617,2547.55,4551.4,Rhyolite
893.175,206.742,52.1289,-999.25,-999.25,-999.25,204.273,169.507,15.3924,7.35259,2.87561,3024.19,4595.59,Rhyolite
893.275,203.752,52.1289,-999.25,-999.25,-999.25,201.814,163.569,13.8428,10.0945,2.69511,3024.19,4445.63,Rhyolite
893.375,201.802,52.1289,-999.25,-999.25,-999.25,199.778,158.677,27.9877,3.13115,2.46835,2575.55,4508.88,Rhyolite
893.475,201.461,52.1289,-999.25,-999.25,-999.25,199.056,156.989,20.5656,4.34224,3.52426,2575.55,4402.28,Rhyolite
893.575,202.65,52.1289,-999.25,-999.25,-999.25,198.945,158.487,16.2267,7.43942,2.80849,2589.78,4445.62,Rhyolite
893.675,204.505,52.1289,-999.25,-999.25,-999.25,196.927,160.5,19.3098,6.72379,2.71085,2618.71,4573.28,Rhyolite
893.775,206.126,52.1289,-999.25,-999.25,-999.25,190.827,159.852,33.7257,0.00410238,2.84955,2648.3,4529.94,Rhyolite
893.875,206.905,52.1289,-999.25,-999.25,-999.25,181.825,156.027,27.4733,3.07143,2.79146,2618.71,4551.4,Rhyolite
893.975,206.675,52.1289,-999.25,-999.25,-999.25,173.695,151.67,27.9238,3.79681,2.25743,2604.17,4573.28,Rhyolite
894.075,205.254,52.1289,-999.25,-999.25,-999.25,169.058,149.446,15.9906,5.00669,4.00115,2589.78,4595.59,Rhyolite
894.175,203.127,52.1289,-999.25,-999.25,-999.25,167.645,149.57,19.5158,4.38171,4.15275,2589.78,4618.34,Rhyolite
894.275,201.298,52.1289,-999.25,-999.25,-999.25,167.765,150.479,27.8161,4.22933,2.441,2589.78,4739.2,Rhyolite
894.375,200.595,52.1289,-999.25,-999.25,-999.25,168.581,151.34,21.1457,5.0833,3.17934,2575.55,4551.4,Rhyolite
894.475,201.352,52.1289,-999.25,-999.25,-999.25,170.518,152.833,13.5128,6.787,3.51952,2575.55,4573.28,Rhyolite
894.575,203.208,52.1289,-999.25,-999.25,-999.25,173.785,155.659,22.3991,6.0689,2.72061,2575.55,4595.59,Rhyolite
894.675,205.093,52.1289,-999.25,-999.25,-999.25,177.435,159.17,17.1094,6.84483,3.44872,2561.48,4618.34,Rhyolite
894.775,206.118,52.1289,-999.25,-999.25,-999.25,180.368,162.11,25.012,2.64185,2.7773,2561.48,4785.16,Rhyolite
894.875,205.976,52.1289,-999.25,-999.25,-999.25,182.799,164.488,23.8816,3.98689,2.42641,2561.48,4808.83,Rhyolite
894.975,204.964,52.1289,-999.25,-999.25,-999.25,186.155,167.702,22.5219,4.96132,2.61534,2575.55,4595.59,Rhyolite
895.075,203.628,52.1289,-999.25,-999.25,-999.25,190.924,172.394,18.7717,7.24529,3.29528,2561.48,4595.59,Rhyolite
895.175,202.47,52.1289,-999.25,-999.25,-999.25,195.431,177.214,18.9563,7.11664,2.44608,2533.78,4618.34,Rhyolite
895.275,201.826,52.1289,-999.25,-999.25,-999.25,197.626,180.264,17.8155,5.13105,3.58572,2547.55,4595.59,Rhyolite
895.375,201.944,52.1289,-999.25,-999.25,-999.25,197.368,181.216,16.6656,6.77222,3.3487,2533.78,4445.63,Rhyolite
895.475,202.866,52.1289,-999.25,-999.25,-999.25,195.782,180.903,12.0464,8.44563,3.13646,2533.78,4360.56,Rhyolite
895.575,204.672,52.1289,-999.25,-999.25,-999.25,193.785,179.931,23.4768,2.34529,4.19391,2520.16,4508.88,Rhyolite
895.675,207.378,52.1289,-999.25,-999.25,-999.25,192.13,178.785,14.5842,6.17725,3.86768,2533.78,4529.94,Rhyolite
895.775,210.549,52.1289,-999.25,-999.25,-999.25,191.733,178.573,31.8922,0.00376892,4.77438,2533.78,4529.94,Rhyolite
895.875,213.022,52.1289,-999.25,-999.25,-999.25,192.609,180.026,0,15.4142,2.69493,2547.55,4573.28,Rhyolite
895.975,213.558,52.1289,-999.25,-999.25,-999.25,192.845,181.812,12.7166,7.8358,3.48389,2561.48,4595.59,Rhyolite
896.075,211.614,52.1289,-999.25,-999.25,-999.25,190.209,181.344,20.935,5.63749,2.96683,2575.55,4641.54,Rhyolite
896.175,207.603,52.1442,-999.25,-999.25,-999.25,184.656,177.475,25.0551,6.08119,1.77524,2561.48,4595.59,Rhyolite
896.275,202.841,52.1289,-999.25,-999.25,-999.25,178.146,171.554,23.7292,4.85947,3.28952,2533.78,4573.28,Rhyolite
896.375,198.946,52.1289,-999.25,-999.25,-999.25,172.811,165.947,22.7118,4.36576,3.18286,2561.48,4739.2,Rhyolite
896.475,196.464,52.1289,-999.25,-999.25,-999.25,169.82,162.286,14.1198,7.55919,2.56947,2547.55,4573.28,Rhyolite
896.575,195.659,52.1289,-999.25,-999.25,-999.25,169.062,160.774,36.0182,2.87029,2.01677,2533.78,4551.4,Rhyolite
896.675,196.115,52.1289,-999.25,-999.25,-999.25,169.538,160.571,25.2476,3.45493,3.21083,2561.48,4573.28,Rhyolite
896.775,196.708,52.1442,-999.25,-999.25,-999.25,170.316,160.774,20.8835,5.83675,2.96043,2575.55,4573.28,Rhyolite
896.875,196.976,52.1442,-999.25,-999.25,-999.25,171.023,161.015,23.3489,5.48369,3.11448,2533.78,4551.4,Rhyolite
896.975,197.658,52.1289,-999.25,-999.25,-999.25,171.673,161.111,19.3589,6.7182,2.7481,2520.16,4551.4,Rhyolite
897.075,199.782,52.1442,-999.25,-999.25,-999.25,172.47,160.997,17.9506,7.09698,2.97127,2547.55,4508.88,Rhyolite
897.175,203.613,52.1289,-999.25,-999.25,-999.25,174.383,161.546,16.5141,6.46381,3.16004,2561.48,4551.4,Rhyolite
897.275,208.473,52.1289,-999.25,-999.25,-999.25,179.136,164.821,18.4989,5.83829,3.68782,2575.55,4573.28,Rhyolite
897.375,213.143,52.1442,-999.25,-999.25,-999.25,187.143,171.958,24.6454,3.88371,2.54267,2589.78,4739.2,Rhyolite
897.475,216.161,52.1442,-999.25,-999.25,-999.25,195.833,181.026,26.6387,4.42961,2.2441,2575.55,4739.2,Rhyolite
897.575,216.961,52.1442,-999.25,-999.25,-999.25,201.698,188.335,26.9387,0.82059,3.75578,2575.55,4551.4,Rhyolite
897.675,215.71,52.1442,-999.25,-999.25,-999.25,203.851,192.084,27.4762,2.7505,3.39505,2561.48,4423.74,Rhyolite
897.775,213.029,52.1442,-999.25,-999.25,-999.25,203.814,193.016,21.1942,8.08758,2.11985,2561.48,4595.59,Rhyolite
897.875,210.014,52.1442,-999.25,-999.25,-999.25,202.813,192.236,15.1534,8.42041,3.74219,2561.48,4573.28,Rhyolite
897.975,207.578,52.1442,-999.25,-999.25,-999.25,200.645,189.918,22.0659,5.7603,2.55069,2561.48,4529.94,Rhyolite
898.075,206.175,52.1442,-999.25,-999.25,-999.25,197.523,186.378,18.8053,5.65815,2.66461,2575.55,4573.28,Rhyolite
898.175,205.947,52.1442,-999.25,-999.25,-999.25,195.19,182.98,16.1957,8.26953,2.55361,2575.55,4573.28,Rhyolite
898.275,206.404,52.1442,-999.25,-999.25,-999.25,194.852,181.05,25.1875,3.92808,3.31335,2575.55,4595.59,Rhyolite
898.375,206.571,52.1442,-999.25,-999.25,-999.25,195.757,180.643,24.1528,2.91127,3.381,2575.55,4595.59,Rhyolite
898.475,206.064,52.1442,-999.25,-999.25,-999.25,196.534,180.935,22.4263,4.95023,2.66717,2561.48,4551.4,Rhyolite
898.575,205.627,52.1442,-999.25,-999.25,-999.25,197.317,181.539,31.8306,2.528,1.97305,2561.48,4551.4,Rhyolite
898.675,206.545,52.1442,-999.25,-999.25,-999.25,199.46,183.023,15.3597,8.60203,3.0648,2561.48,4551.4,Rhyolite
898.775,209.629,52.1442,-999.25,-999.25,-999.25,203.492,186.036,20.2393,8.59193,1.60182,2547.55,4551.4,Rhyolite
898.875,214.24,52.1442,-999.25,-999.25,-999.25,208.652,190.47,25.6381,3.80424,2.44569,2547.55,4573.28,Rhyolite
898.975,218.686,52.1442,-999.25,-999.25,-999.25,214.084,195.679,33.032,0.00232113,3.52478,2533.78,4551.4,Rhyolite
899.075,221.242,52.1442,-999.25,-999.25,-999.25,219.476,201.141,15.347,8.1787,3.08304,2547.55,4529.94,Rhyolite
899.175,221.194,52.1442,-999.25,-999.25,-999.25,224.584,206.648,12.1702,9.1077,2.60569,2547.55,4551.4,Rhyolite
899.275,219.176,52.1442,-999.25,-999.25,-999.25,228.749,211.693,31.0836,3.23272,2.67852,2561.48,4573.28,Rhyolite
899.375,217.101,52.1442,-999.25,-999.25,-999.25,231.125,215.279,21.8454,7.11802,2.06348,2575.55,4573.28,Rhyolite
899.475,216.811,52.1442,-999.25,-999.25,-999.25,231.384,216.707,28.3981,5.5988,1.7827,2575.55,4551.4,Rhyolite
899.575,218.213,52.1442,-999.25,-999.25,-999.25,230.218,216.458,26.1533,6.03584,1.93072,2561.48,4529.94,Rhyolite
899.675,219.547,52.1442,-999.25,-999.25,-999.25,228.684,215.682,17.061,6.67921,2.4002,2547.55,4529.94,Rhyolite
899.775,219.091,52.1442,-999.25,-999.25,-999.25,227.059,214.974,31.5946,0.926962,3.29883,2533.78,4381.22,Rhyolite
899.875,216.69,52.1442,-999.25,-999.25,-999.25,224.524,213.64,30.122,2.23648,3.25386,2533.78,4551.4,Rhyolite
899.975,213.479,52.1442,-999.25,-999.25,-999.25,220.068,210.328,13.6463,9.69313,2.83523,2561.48,4423.74,Rhyolite
900.075,211.165,52.1442,-999.25,-999.25,-999.25,213.871,204.689,14.0532,8.02322,2.74318,2561.48,4573.28,Rhyolite
900.175,210.751,52.1442,-999.25,-999.25,-999.25,207.269,198.033,0.06567,14.18,2.93179,2561.48,4551.4,Rhyolite
900.275,211.847,52.1442,-999.25,-999.25,-999.25,201.7,192.291,28.2188,3.98027,2.7462,2561.48,4402.28,Rhyolite
900.375,213.142,52.1442,-999.25,-999.25,-999.25,197.765,188.401,20.0769,5.83911,3.74513,2547.55,4402.28,Rhyolite
900.475,213.328,52.1595,-999.25,-999.25,-999.25,194.814,185.545,24.9603,0.736535,4.46875,2533.78,4381.22,Rhyolite
900.575,211.783,52.1442,-999.25,-999.25,-999.25,192.118,182.498,29.1038,2.39537,3.23242,2533.78,4381.22,Rhyolite
900.675,208.972,52.1442,-999.25,-999.25,-999.25,190.278,179.755,35.2049,1.70659,2.89433,2533.78,4402.28,Rhyolite
900.775,205.797,52.1595,-999.25,-999.25,-999.25,190.289,178.903,13.6145,7.89904,2.708,2533.78,4423.74,Rhyolite
900.875,203.217,52.1595,-999.25,-999.25,-999.25,191.703,180.083,31.6277,1.50942,3.23203,2547.55,4573.28,Rhyolite
900.975,201.674,52.1595,-999.25,-999.25,-999.25,192.999,181.721,31.5282,4.68791,1.82374,2561.48,4573.28,Rhyolite
901.075,201.637,52.1442,-999.25,-999.25,-999.25,193.643,182.637,24.7984,6.72834,2.63688,2533.78,4529.94,Rhyolite
901.175,203.114,52.1442,-999.25,-999.25,-999.25,194.19,183.105,20.1153,8.03589,1.94078,2520.16,4529.94,Rhyolite
901.275,205.307,52.1442,-999.25,-999.25,-999.25,194.659,183.504,26.0114,2.71596,4.05006,2520.16,4529.94,Rhyolite
901.375,206.921,52.1595,-999.25,-999.25,-999.25,194.366,183.398,20.8003,8.58987,2.49973,2520.16,4529.94,Rhyolite
901.475,206.822,52.1442,-999.25,-999.25,-999.25,193.305,182.442,24.0181,5.95692,2.94542,2520.16,4381.22,Rhyolite
901.575,204.655,52.1595,-999.25,-999.25,-999.25,192.432,181.377,27.7341,3.74619,3.34336,2506.68,4529.94,Rhyolite
901.675,201.47,52.1442,-999.25,-999.25,-999.25,192.307,181.09,12.0165,10.076,3.02748,2520.16,4381.22,Rhyolite
901.775,199.224,52.1442,-999.25,-999.25,-999.25,192.888,181.663,35.0053,2.48214,2.90241,2533.78,4381.22,Rhyolite
901.875,199.313,52.1442,-999.25,-999.25,-999.25,193.939,182.787,22.8543,9.03846,1.90723,2547.55,4402.28,Rhyolite
901.975,201.231,52.1595,-999.25,-999.25,-999.25,194.304,183.27,24.9941,5.03122,3.3133,2533.78,4360.56,Rhyolite
902.075,203.355,52.1595,-999.25,-999.25,-999.25,192.616,181.524,26.4225,3.63757,2.57615,2547.55,4529.94,Rhyolite
902.175,204.184,52.1442,-999.25,-999.25,-999.25,189.723,177.836,27.6659,4.79931,2.72495,2547.55,4529.94,Rhyolite
902.275,203.411,52.1442,-999.25,-999.25,-999.25,188.665,175.12,14.153,8.48847,3.086,2520.16,4529.94,Rhyolite
902.375,202.276,52.1595,-999.25,-999.25,-999.25,190.727,175.669,16.5914,5.40879,3.63592,2520.16,4360.56,Rhyolite
902.475,202.347,52.1595,-999.25,-999.25,-999.25,193.779,178.504,23.4024,4.48852,3.28014,2493.35,4360.56,Rhyolite
902.575,203.964,52.1595,-999.25,-999.25,-999.25,195.585,181.252,44.7733,0,3.10676,2480.16,4381.22,Rhyolite
902.675,206.225,52.1595,-999.25,-999.25,-999.25,196.158,182.905,29.6782,2.4129,3.09887,2467.11,4508.88,Rhyolite
902.775,207.858,52.1442,-999.25,-999.25,-999.25,196.152,183.512,21.7895,7.55261,2.49408,2467.11,4508.88,Rhyolite
902.875,208.305,52.1595,-999.25,-999.25,-999.25,195.177,182.689,28.4384,4.80028,2.19058,2454.19,4360.56,Rhyolite
902.975,207.711,52.1595,-999.25,-999.25,-999.25,193.298,180.5,17.1763,8.67136,2.72346,2441.41,4360.56,Rhyolite
903.075,206.942,52.1595,-999.25,-999.25,-999.25,191.7,178.312,21.6589,6.41632,2.75461,2441.41,4381.22,Rhyolite
903.175,206.692,52.1595,-999.25,-999.25,-999.25,190.901,177.081,20.8508,7.61156,2.67529,2403.85,4340.28,Rhyolite
903.275,206.808,52.1595,-999.25,-999.25,-999.25,190.623,176.616,27.5125,2.8092,3.38885,2391.58,4320.37,Rhyolite
903.375,206.839,52.1595,-999.25,-999.25,-999.25,191.313,177.015,29.0183,4.78777,1.87717,2355.53,4148.56,Rhyolite
903.475,206.586,52.1595,-999.25,-999.25,-999.25,193.315,178.623,22.5314,5.55647,3.07216,2320.54,4167.41,Rhyolite
903.575,206.169,52.1595,-999.25,-999.25,-999.25,195.218,180.596,25.213,4.81635,3.23296,2355.53,4340.28,Rhyolite
903.675,205.941,52.1595,-999.25,-999.25,-999.25,195.52,181.661,11.5463,11.5054,2.01174,2367.42,4360.56,Rhyolite
903.775,206.131,52.1595,-999.25,-999.25,-999.25,194.61,181.757,37.4655,0.00701952,3.04771,2343.75,4226.06,Rhyolite
903.875,206.64,52.1595,-999.25,-999.25,-999.25,193.132,181.039,5.71272,16.0058,1.4873,2343.75,4148.55,Rhyolite
903.975,207.056,52.1595,-999.25,-999.25,-999.25,190.565,179.027,11.9773,8.31925,3.37484,2379.44,4262.77,Rhyolite
904.075,207.553,52.1595,-999.25,-999.25,-999.25,186.44,175.533,21.8216,7.29689,2.31777,2367.42,4111.84,Rhyolite
904.175,208.667,52.1595,-999.25,-999.25,-999.25,182.251,171.893,25.1831,6.74494,2.34073,2416.24,4111.84,Rhyolite
904.275,210.536,52.1595,-999.25,-999.25,-999.25,179.845,169.725,18.975,6.06125,3.28643,2428.76,4111.84,Rhyolite
904.375,212.694,52.1595,-999.25,-999.25,-999.25,179.126,169.135,30.3446,0.93145,3.35876,2441.41,4167.41,Rhyolite
904.475,214.279,52.1595,-999.25,-999.25,-999.25,178.503,168.893,16.35,7.2535,3.79703,2441.41,3939.35,Rhyolite
904.575,214.73,52.1595,-999.25,-999.25,-999.25,176.47,167.621,26.1252,6.30433,2.44761,2454.19,4130.04,Rhyolite
904.675,213.868,52.1595,-999.25,-999.25,-999.25,172.433,164.376,23.231,4.54808,3.62833,2403.85,4076.4,Rhyolite
904.775,212.227,52.1595,-999.25,-999.25,-999.25,167.461,159.821,10.6428,9.68235,3.10711,2428.76,3941.58,Rhyolite
904.875,210.435,52.1595,-999.25,-999.25,-999.25,163.819,156.314,24.0078,4.46991,3.00884,2391.58,3661.81,Rhyolite
